"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia TAYACAJA (000)",53938,43609,10329
"De 3 a 5 años (001)",8229,634,7595
"De 6 a 11 años (002)",18642,16439,2203
"De 12 a 16 años (003)",13852,13722,130
"De 17 a 24 años (004)",13215,12814,401
"Hombres (005)",27312,22296,5016
"De 3 a 5 años (006)",4089,319,3770
"De 6 a 11 años (007)",9462,8372,1090
"De 12 a 16 años (008)",7086,7035,51
"De 17 a 24 años (009)",6675,6570,105
"Mujeres (010)",26626,21313,5313
"De 3 a 5 años (011)",4140,315,3825
"De 6 a 11 años (012)",9180,8067,1113
"De 12 a 16 años (013)",6766,6687,79
"De 17 a 24 años (014)",6540,6244,296
,,,
"URBANA (015)",12772,10873,1899
"De 3 a 5 años (016)",1725,197,1528
"De 6 a 11 años (017)",4093,3795,298
"De 12 a 16 años (018)",3546,3520,26
"De 17 a 24 años (019)",3408,3361,47
"Hombres (020)",6528,5596,932
"De 3 a 5 años (021)",841,89,752
"De 6 a 11 años (022)",2062,1911,151
"De 12 a 16 años (023)",1817,1805,12
"De 17 a 24 años (024)",1808,1791,17
"Mujeres (025)",6244,5277,967
"De 3 a 5 años (026)",884,108,776
"De 6 a 11 años (027)",2031,1884,147
"De 12 a 16 años (028)",1729,1715,14
"De 17 a 24 años (029)",1600,1570,30
,,,
"RURAL (030)",41166,32736,8430
"De 3 a 5 años (031)",6504,437,6067
"De 6 a 11 años (032)",14549,12644,1905
"De 12 a 16 años (033)",10306,10202,104
"De 17 a 24 años (034)",9807,9453,354
"Hombres (035)",20784,16700,4084
"De 3 a 5 años (036)",3248,230,3018
"De 6 a 11 años (037)",7400,6461,939
"De 12 a 16 años (038)",5269,5230,39
"De 17 a 24 años (039)",4867,4779,88
"Mujeres (040)",20382,16036,4346
"De 3 a 5 años (041)",3256,207,3049
"De 6 a 11 años (042)",7149,6183,966
"De 12 a 16 años (043)",5037,4972,65
"De 17 a 24 años (044)",4940,4674,266
