"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHURCAMPA (000)",38100,12264,2819,430,22618
"Hombres (001)",18790,5917,1701,247,10941
"Mujeres (002)",19310,6347,1118,183,11677
"PEA (003)",13586,1184,1670,211,10535
"Hombres (004)",9566,737,1227,158,7452
"Mujeres (005)",4020,447,443,53,3083
"Ocupada (006)",13112,1141,1650,202,10133
"Hombres (007)",9188,704,1210,152,7130
"Mujeres (008)",3924,437,440,50,3003
"Desocupada (009)",474,43,20,9,402
"Hombres (010)",378,33,17,6,322
"Mujeres (011)",96,10,3,3,80
"No PEA (012)",24514,11080,1149,219,12083
"Hombres (013)",9224,5180,474,89,3489
"Mujeres (014)",15290,5900,675,130,8594
,,,,,
"URBANA (018)",8986,1684,2274,225,4817
"Hombres (019)",4661,815,1404,141,2308
"Mujeres (020)",4325,869,870,84,2509
"PEA (021)",3861,204,1395,138,2131
"Hombres (022)",2637,117,1040,106,1379
"Mujeres (023)",1224,87,355,32,752
"Ocupada (024)",3679,193,1384,131,1978
"Hombres (025)",2498,110,1032,102,1259
"Mujeres (026)",1181,83,352,29,719
"Desocupada (027)",182,11,11,7,153
"Hombres (028)",139,7,8,4,120
"Mujeres (029)",43,4,3,3,33
"No PEA (030)",5125,1480,879,87,2686
"Hombres (031)",2024,698,364,35,929
"Mujeres (032)",3101,782,515,52,1757
,,,,,
"RURAL (036)",29114,10580,545,205,17801
"Hombres (037)",14129,5102,297,106,8633
"Mujeres (038)",14985,5478,248,99,9168
"PEA (039)",9725,980,275,73,8404
"Hombres (040)",6929,620,187,52,6073
"Mujeres (041)",2796,360,88,21,2331
"Ocupada (042)",9433,948,266,71,8155
"Hombres (043)",6690,594,178,50,5871
"Mujeres (044)",2743,354,88,21,2284
"Desocupada (045)",292,32,9,2,249
"Hombres (046)",239,26,9,2,202
"Mujeres (047)",53,6,,,47
"No PEA (048)",19389,9600,270,132,9397
"Hombres (049)",7200,4482,110,54,2560
"Mujeres (050)",12189,5118,160,78,6837
