"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia GRAN CHIMU (000)",28432,1309,3118,3606,2809,4573,4146,6400,2471
"Sin nivel (001)",4770,1309,603,100,99,279,424,1007,949
"Educación inicial (002)",861,,671,101,23,40,26,,
"Primaria (003)",14766,,1844,2693,1087,2056,2068,3694,1324
"Secundaria (004)",5931,,,712,1524,1626,948,1029,92
"Superior no univ. incompleto (005)",423,,,,44,151,120,93,15
"Superior no univ. completo (006)",726,,,,,197,252,249,28
"Superior univ. incompleto (007)",250,,,,32,88,51,63,16
"Superior univ. completo (008)",705,,,,,136,257,265,47
"Hombres (010)",15372,663,1556,1894,1496,2594,2327,3536,1306
"Sin nivel (011)",2043,663,322,50,54,122,156,348,328
"Educación inicial (012)",425,,327,46,13,22,17,,
"Primaria (013)",8131,,907,1450,582,1143,1132,2078,839
"Secundaria (014)",3549,,,348,810,993,645,687,66
"Superior no univ. incompleto (015)",236,,,,18,95,61,53,9
"Superior no univ. completo (016)",400,,,,,92,137,151,20
"Superior univ. incompleto (017)",160,,,,19,55,28,47,11
"Superior univ. completo (018)",428,,,,,72,151,172,33
"Mujeres (020)",13060,646,1562,1712,1313,1979,1819,2864,1165
"Sin nivel (021)",2727,646,281,50,45,157,268,659,621
"Educación inicial (022)",436,,344,55,10,18,9,,
"Primaria (023)",6635,,937,1243,505,913,936,1616,485
"Secundaria (024)",2382,,,364,714,633,303,342,26
"Superior no univ. incompleto (025)",187,,,,26,56,59,40,6
"Superior no univ. completo (026)",326,,,,,105,115,98,8
"Superior univ. incompleto (027)",90,,,,13,33,23,16,5
"Superior univ. completo (028)",277,,,,,64,106,93,14
,,,,,,,,,
"URBANA (030)",6204,220,588,782,659,950,910,1492,603
"Sin nivel (031)",572,220,63,7,4,37,42,84,115
"Educación inicial (032)",218,,182,25,,3,8,,
"Primaria (033)",2531,,343,482,133,274,274,656,369
"Secundaria (034)",1780,,,268,468,360,265,377,42
"Superior no univ. incompleto (035)",214,,,,35,73,48,49,9
"Superior no univ. completo (036)",397,,,,,94,128,154,21
"Superior univ. incompleto (037)",138,,,,19,54,25,32,8
"Superior univ. completo (038)",354,,,,,55,120,140,39
"Hombres (040)",3094,126,304,391,322,478,438,751,284
"Sin nivel (041)",216,126,31,,2,9,3,24,21
"Educación inicial (042)",131,,106,17,,2,6,,
"Primaria (043)",1207,,167,233,65,149,113,296,184
"Secundaria (044)",968,,,141,229,189,166,219,24
"Superior no univ. incompleto (045)",111,,,,15,41,23,26,6
"Superior no univ. completo (046)",186,,,,,29,58,84,15
"Superior univ. incompleto (047)",80,,,,11,33,12,19,5
"Superior univ. completo (048)",195,,,,,26,57,83,29
"Mujeres (050)",3110,94,284,391,337,472,472,741,319
"Sin nivel (051)",356,94,32,7,2,28,39,60,94
"Educación inicial (052)",87,,76,8,,1,2,,
"Primaria (053)",1324,,176,249,68,125,161,360,185
"Secundaria (054)",812,,,127,239,171,99,158,18
"Superior no univ. incompleto (055)",103,,,,20,32,25,23,3
"Superior no univ. completo (056)",211,,,,,65,70,70,6
"Superior univ. incompleto (057)",58,,,,8,21,13,13,3
"Superior univ. completo (058)",159,,,,,29,63,57,10
,,,,,,,,,
"RURAL (060)",22228,1089,2530,2824,2150,3623,3236,4908,1868
"Sin nivel (061)",4198,1089,540,93,95,242,382,923,834
"Educación inicial (062)",643,,489,76,23,37,18,,
"Primaria (063)",12235,,1501,2211,954,1782,1794,3038,955
"Secundaria (064)",4151,,,444,1056,1266,683,652,50
"Superior no univ. incompleto (065)",209,,,,9,78,72,44,6
"Superior no univ. completo (066)",329,,,,,103,124,95,7
"Superior univ. incompleto (067)",112,,,,13,34,26,31,8
"Superior univ. completo (068)",351,,,,,81,137,125,8
"Hombres (070)",12278,537,1252,1503,1174,2116,1889,2785,1022
"Sin nivel (071)",1827,537,291,50,52,113,153,324,307
"Educación inicial (072)",294,,221,29,13,20,11,,
"Primaria (073)",6924,,740,1217,517,994,1019,1782,655
"Secundaria (074)",2581,,,207,581,804,479,468,42
"Superior no univ. incompleto (075)",125,,,,3,54,38,27,3
"Superior no univ. completo (076)",214,,,,,63,79,67,5
"Superior univ. incompleto (077)",80,,,,8,22,16,28,6
"Superior univ. completo (078)",233,,,,,46,94,89,4
"Mujeres (080)",9950,552,1278,1321,976,1507,1347,2123,846
"Sin nivel (081)",2371,552,249,43,43,129,229,599,527
"Educación inicial (082)",349,,268,47,10,17,7,,
"Primaria (083)",5311,,761,994,437,788,775,1256,300
"Secundaria (084)",1570,,,237,475,462,204,184,8
"Superior no univ. incompleto (085)",84,,,,6,24,34,17,3
"Superior no univ. completo (086)",115,,,,,40,45,28,2
"Superior univ. incompleto (087)",32,,,,5,12,10,3,2
"Superior univ. completo (088)",118,,,,,35,43,36,4
