"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PATAZ (000)",22552,3006,28,9754,5012,879,2115,384,1374
"Empleado (001)",3374,47,1,216,609,255,1137,166,943
"Obrero (002)",6260,395,2,2245,2236,379,629,103,271
"Trabajador independiente (003)",10313,2020,16,5935,1611,200,300,95,136
"Empleador o patrono (004)",247,42,1,108,63,6,11,7,9
"Trabajador familiar no remunerado (005)",1929,401,6,1053,393,25,29,9,13
"Trabajador del hogar (006)",429,101,2,197,100,14,9,4,2
"Hombres (008)",19156,2295,20,8716,4428,745,1608,307,1037
"Empleado (009)",2285,17,1,128,462,185,722,113,657
"Obrero (010)",6045,352,2,2151,2199,369,612,102,258
"Trabajador independiente (011)",9062,1642,13,5448,1369,164,241,77,108
"Empleador o patrono (012)",212,36,1,100,48,5,9,6,7
"Trabajador familiar no remunerado (013)",1513,245,3,869,341,18,22,8,7
"Trabajador del hogar (014)",39,3,,20,9,4,2,1,
"Mujeres (016)",3396,711,8,1038,584,134,507,77,337
"Empleado (017)",1089,30,,88,147,70,415,53,286
"Obrero (018)",215,43,,94,37,10,17,1,13
"Trabajador independiente (019)",1251,378,3,487,242,36,59,18,28
"Empleador o patrono (020)",35,6,,8,15,1,2,1,2
"Trabajador familiar no remunerado (021)",416,156,3,184,52,7,7,1,6
"Trabajador del hogar (022)",390,98,2,177,91,10,7,3,2
,,,,,,,,,
"URBANA (024)",7062,433,10,1990,2031,463,1099,199,837
"Empleado (025)",1960,31,1,119,334,139,661,98,577
"Obrero (026)",2348,99,,729,916,162,244,40,158
"Trabajador independiente (027)",2137,218,3,872,606,132,172,51,83
"Empleador o patrono (028)",106,16,1,32,36,4,3,5,9
"Trabajador familiar no remunerado (029)",279,41,3,123,73,13,15,3,8
"Trabajador del hogar (030)",232,28,2,115,66,13,4,2,2
"Hombres (032)",5299,262,4,1520,1643,370,748,143,609
"Empleado (033)",1219,10,1,56,235,98,375,60,384
"Obrero (034)",2249,85,,688,895,156,234,39,152
"Trabajador independiente (035)",1560,131,1,657,441,103,127,37,63
"Empleador o patrono (036)",82,13,1,27,24,3,2,5,7
"Trabajador familiar no remunerado (037)",164,22,1,78,43,6,9,2,3
"Trabajador del hogar (038)",25,1,,14,5,4,1,,
"Mujeres (040)",1763,171,6,470,388,93,351,56,228
"Empleado (041)",741,21,,63,99,41,286,38,193
"Obrero (042)",99,14,,41,21,6,10,1,6
"Trabajador independiente (043)",577,87,2,215,165,29,45,14,20
"Empleador o patrono (044)",24,3,,5,12,1,1,,2
"Trabajador familiar no remunerado (045)",115,19,2,45,30,7,6,1,5
"Trabajador del hogar (046)",207,27,2,101,61,9,3,2,2
,,,,,,,,,
"RURAL (048)",15490,2573,18,7764,2981,416,1016,185,537
"Empleado (049)",1414,16,,97,275,116,476,68,366
"Obrero (050)",3912,296,2,1516,1320,217,385,63,113
"Trabajador independiente (051)",8176,1802,13,5063,1005,68,128,44,53
"Empleador o patrono (052)",141,26,,76,27,2,8,2,
"Trabajador familiar no remunerado (053)",1650,360,3,930,320,12,14,6,5
"Trabajador del hogar (054)",197,73,,82,34,1,5,2,
"Hombres (056)",13857,2033,16,7196,2785,375,860,164,428
"Empleado (057)",1066,7,,72,227,87,347,53,273
"Obrero (058)",3796,267,2,1463,1304,213,378,63,106
"Trabajador independiente (059)",7502,1511,12,4791,928,61,114,40,45
"Empleador o patrono (060)",130,23,,73,24,2,7,1,
"Trabajador familiar no remunerado (061)",1349,223,2,791,298,12,13,6,4
"Trabajador del hogar (062)",14,2,,6,4,,1,1,
"Mujeres (064)",1633,540,2,568,196,41,156,21,109
"Empleado (065)",348,9,,25,48,29,129,15,93
"Obrero (066)",116,29,,53,16,4,7,,7
"Trabajador independiente (067)",674,291,1,272,77,7,14,4,8
"Empleador o patrono (068)",11,3,,3,3,,1,1,
"Trabajador familiar no remunerado (069)",301,137,1,139,22,,1,,1
"Trabajador del hogar (070)",183,71,,76,30,1,4,1,
