"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL CACERES (000)",43756,9075,4971,1879,27977
"Hombres (001)",23342,4480,2456,1174,15343
"Mujeres (002)",20414,4595,2515,705,12634
"PEA (003)",20852,2321,2442,963,15188
"Hombres (004)",15326,1640,1459,732,11539
"Mujeres (005)",5526,681,983,231,3649
"Ocupada (006)",20469,2266,2415,953,14897
"Hombres (007)",15061,1612,1443,725,11325
"Mujeres (008)",5408,654,972,228,3572
"Desocupada (009)",383,55,27,10,291
"Hombres (010)",265,28,16,7,214
"Mujeres (011)",118,27,11,3,77
"No PEA (012)",22904,6754,2529,916,12789
"Hombres (013)",8016,2840,997,442,3804
"Mujeres (014)",14888,3914,1532,474,8985
,,,,,
"URBANA (018)",27569,4010,4440,1615,17639
"Hombres (019)",14132,1929,2182,1012,9113
"Mujeres (020)",13437,2081,2258,603,8526
"PEA (021)",13148,1005,2227,816,9156
"Hombres (022)",8961,646,1294,613,6448
"Mujeres (023)",4187,359,933,203,2708
"Ocupada (024)",12879,979,2202,807,8947
"Hombres (025)",8779,633,1280,606,6300
"Mujeres (026)",4100,346,922,201,2647
"Desocupada (027)",269,26,25,9,209
"Hombres (028)",182,13,14,7,148
"Mujeres (029)",87,13,11,2,61
"No PEA (030)",14421,3005,2213,799,8483
"Hombres (031)",5171,1283,888,399,2665
"Mujeres (032)",9250,1722,1325,400,5818
,,,,,
"RURAL (036)",16187,5065,531,264,10338
"Hombres (037)",9210,2551,274,162,6230
"Mujeres (038)",6977,2514,257,102,4108
"PEA (039)",7704,1316,215,147,6032
"Hombres (040)",6365,994,165,119,5091
"Mujeres (041)",1339,322,50,28,941
"Ocupada (042)",7590,1287,213,146,5950
"Hombres (043)",6282,979,163,119,5025
"Mujeres (044)",1308,308,50,27,925
"Desocupada (045)",114,29,2,1,82
"Hombres (046)",83,15,2,,66
"Mujeres (047)",31,14,,1,16
"No PEA (048)",8483,3749,316,117,4306
"Hombres (049)",2845,1557,109,43,1139
"Mujeres (050)",5638,2192,207,74,3167
