"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CALCA (000)",64469,1052,22604,15868,11937,8916,4092
"Jefe o Jefa (001)",16568,,55,2780,5926,5302,2505
"Esposa(o) / compañera(o) (002)",10980,,24,2794,4480,2896,786
"Hijo(a) / hijastro(a) (003)",29048,848,19195,8048,809,146,2
"Yerno / nuera (004)",596,,18,421,141,15,1
"Nieto(a) (005)",1789,133,1404,243,8,1,
"Padres / suegros (006)",829,,,,20,211,598
"Otro(a) pariente (007)",3278,62,1515,962,358,237,144
"Trabajador(a) del hogar (008)",156,,45,78,19,9,5
"Pensionistas (009)",61,,13,36,10,2,
"Otro(a) no pariente (010)",1164,9,335,506,166,97,51
"Hombres (011)",32368,519,11569,8148,5893,4383,1856
"Jefe o Jefa (012)",12052,,29,2098,4654,3775,1496
"Esposa(o) / compañera(o) (013)",1076,,14,278,437,253,94
"Hijo(a) / hijastro(a) (014)",15270,428,9794,4549,419,78,2
"Yerno / nuera (015)",270,,10,170,83,6,1
"Nieto(a) (016)",923,70,706,142,5,,
"Padres / suegros (017)",244,,,,5,64,175
"Otro(a) pariente (018)",1751,19,800,547,187,142,56
"Trabajador(a) del hogar (019)",48,,17,22,3,2,4
"Pensionistas (020)",32,,6,20,5,1,
"Otro(a) no pariente (021)",702,2,193,322,95,62,28
"Mujeres (022)",32101,533,11035,7720,6044,4533,2236
"Jefe o Jefa (023)",4516,,26,682,1272,1527,1009
"Esposa(o) / compañera(o) (024)",9904,,10,2516,4043,2643,692
"Hijo(a) / hijastro(a) (025)",13778,420,9401,3499,390,68,
"Yerno / nuera (026)",326,,8,251,58,9,
"Nieto(a) (027)",866,63,698,101,3,1,
"Padres / suegros (028)",585,,,,15,147,423
"Otro(a) pariente (029)",1527,43,715,415,171,95,88
"Trabajador(a) del hogar (030)",108,,28,56,16,7,1
"Pensionistas (031)",29,,7,16,5,1,
"Otro(a) no pariente (032)",462,7,142,184,71,35,23
,,,,,,,
"URBANA (033)",22287,326,7047,6025,4354,3079,1456
"Jefe o Jefa (034)",5978,,46,1076,2143,1837,876
"Esposa(o) / compañera(o) (035)",3467,,15,859,1414,904,275
"Hijo(a) / hijastro(a) (036)",8915,246,5376,2812,395,85,1
"Yerno / nuera (037)",262,,10,162,81,8,1
"Nieto(a) (038)",762,47,583,127,4,1,
"Padres / suegros (039)",299,,,,9,72,218
"Otro(a) pariente (040)",1612,25,728,509,187,110,53
"Trabajador(a) del hogar (041)",124,,41,66,10,6,1
"Pensionistas (042)",57,,12,35,9,1,
"Otro(a) no pariente (043)",811,8,236,379,102,55,31
"Hombres (044)",10978,154,3631,3016,2054,1489,634
"Jefe o Jefa (045)",3948,,24,705,1502,1225,492
"Esposa(o) / compañera(o) (046)",434,,10,126,149,100,49
"Hijo(a) / hijastro(a) (047)",4627,122,2786,1492,180,46,1
"Yerno / nuera (048)",123,,6,66,46,4,1
"Nieto(a) (049)",379,22,278,76,3,,
"Padres / suegros (050)",86,,,,3,21,62
"Otro(a) pariente (051)",857,8,374,281,116,62,16
"Trabajador(a) del hogar (052)",34,,15,17,1,,1
"Pensionistas (053)",29,,5,20,4,,
"Otro(a) no pariente (054)",461,2,133,233,50,31,12
"Mujeres (055)",11309,172,3416,3009,2300,1590,822
"Jefe o Jefa (056)",2030,,22,371,641,612,384
"Esposa(o) / compañera(o) (057)",3033,,5,733,1265,804,226
"Hijo(a) / hijastro(a) (058)",4288,124,2590,1320,215,39,
"Yerno / nuera (059)",139,,4,96,35,4,
"Nieto(a) (060)",383,25,305,51,1,1,
"Padres / suegros (061)",213,,,,6,51,156
"Otro(a) pariente (062)",755,17,354,228,71,48,37
"Trabajador(a) del hogar (063)",90,,26,49,9,6,
"Pensionistas (064)",28,,7,15,5,1,
"Otro(a) no pariente (065)",350,6,103,146,52,24,19
,,,,,,,
"RURAL (066)",42182,726,15557,9843,7583,5837,2636
"Jefe o Jefa (067)",10590,,9,1704,3783,3465,1629
"Esposa(o) / compañera(o) (068)",7513,,9,1935,3066,1992,511
"Hijo(a) / hijastro(a) (069)",20133,602,13819,5236,414,61,1
"Yerno / nuera (070)",334,,8,259,60,7,
"Nieto(a) (071)",1027,86,821,116,4,,
"Padres / suegros (072)",530,,,,11,139,380
"Otro(a) pariente (073)",1666,37,787,453,171,127,91
"Trabajador(a) del hogar (074)",32,,4,12,9,3,4
"Pensionistas (075)",4,,1,1,1,1,
"Otro(a) no pariente (076)",353,1,99,127,64,42,20
"Hombres (077)",21390,365,7938,5132,3839,2894,1222
"Jefe o Jefa (078)",8104,,5,1393,3152,2550,1004
"Esposa(o) / compañera(o) (079)",642,,4,152,288,153,45
"Hijo(a) / hijastro(a) (080)",10643,306,7008,3057,239,32,1
"Yerno / nuera (081)",147,,4,104,37,2,
"Nieto(a) (082)",544,48,428,66,2,,
"Padres / suegros (083)",158,,,,2,43,113
"Otro(a) pariente (084)",894,11,426,266,71,80,40
"Trabajador(a) del hogar (085)",14,,2,5,2,2,3
"Pensionistas (086)",3,,1,,1,1,
"Otro(a) no pariente (087)",241,,60,89,45,31,16
"Mujeres (088)",20792,361,7619,4711,3744,2943,1414
"Jefe o Jefa (089)",2486,,4,311,631,915,625
"Esposa(o) / compañera(o) (090)",6871,,5,1783,2778,1839,466
"Hijo(a) / hijastro(a) (091)",9490,296,6811,2179,175,29,
"Yerno / nuera (092)",187,,4,155,23,5,
"Nieto(a) (093)",483,38,393,50,2,,
"Padres / suegros (094)",372,,,,9,96,267
"Otro(a) pariente (095)",772,26,361,187,100,47,51
"Trabajador(a) del hogar (096)",18,,2,7,7,1,1
"Pensionistas (097)",1,,,1,,,
