"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PADRE ABAD (000)",558,20,277,172,68,21
"Sin nivel (001)",22,1,4,5,7,5
"Primaria (003)",208,13,77,66,37,15
"Secundaria (004)",260,6,156,77,20,1
"Superior no univ. incompleta (005)",23,,18,5,,
"Superior no univ. completa (006)",22,,13,7,2,
"Superior univ. incompleta (007)",9,,5,2,2,
"Superior univ. completa (008)",14,,4,10,,
"Hombres (010)",398,16,180,133,53,16
"Sin nivel (011)",9,1,2,3,2,1
"Primaria (013)",156,11,54,47,30,14
"Secundaria (014)",186,4,103,61,17,1
"Superior no univ. incompleta (015)",16,,11,5,,
"Superior no univ. completa (016)",16,,7,7,2,
"Superior univ. incompleta (017)",7,,3,2,2,
"Superior univ. completa (018)",8,,,8,,
"Mujeres (020)",160,4,97,39,15,5
"Sin nivel (021)",13,,2,2,5,4
"Primaria (023)",52,2,23,19,7,1
"Secundaria (024)",74,2,53,16,3,
"Superior no univ. incompleta (025)",7,,7,,,
"Superior no univ. completa (026)",6,,6,,,
"Superior univ. incompleta (027)",2,,2,,,
"Superior univ. completa (028)",6,,4,2,,
,,,,,,
"Area Urbana (030)",385,12,206,113,46,8
"Sin nivel (031)",12,,3,4,3,2
"Primaria (033)",115,7,43,34,25,6
"Secundaria (034)",198,5,125,54,14,
"Superior no univ. incompleta (035)",19,,14,5,,
"Superior no univ. completa (036)",20,,12,6,2,
"Superior univ. incompleta (037)",9,,5,2,2,
"Superior univ. completa (038)",12,,4,8,,
"Hombres (040)",270,8,129,88,38,7
"Sin nivel (041)",7,,2,2,2,1
"Primaria (043)",83,5,30,23,19,6
"Secundaria (044)",140,3,81,43,13,
"Superior no univ. incompleta (045)",12,,7,5,,
"Superior no univ. completa (046)",14,,6,6,2,
"Superior univ. incompleta (047)",7,,3,2,2,
"Superior univ. completa (048)",7,,,7,,
"Mujeres (050)",115,4,77,25,8,1
"Sin nivel (051)",5,,1,2,1,1
"Primaria (053)",32,2,13,11,6,
"Secundaria (054)",58,2,44,11,1,
"Superior no univ. incompleta (055)",7,,7,,,
"Superior no univ. completa (056)",6,,6,,,
"Superior univ. incompleta (057)",2,,2,,,
"Superior univ. completa (058)",5,,4,1,,
,,,,,,
"Area Rural (060)",173,8,71,59,22,13
"Sin nivel (061)",10,1,1,1,4,3
"Primaria (063)",93,6,34,32,12,9
"Secundaria (064)",62,1,31,23,6,1
"Superior no univ. incompleta (065)",4,,4,,,
"Superior no univ. completa (066)",2,,1,1,,
"Superior univ. completa (068)",2,,,2,,
"Hombres (070)",128,8,51,45,15,9
"Sin nivel (071)",2,1,,1,,
"Primaria (073)",73,6,24,24,11,8
"Secundaria (074)",46,1,22,18,4,1
"Superior no univ. incompleta (075)",4,,4,,,
"Superior no univ. completa (076)",2,,1,1,,
"Superior univ. completa (078)",1,,,1,,
"Mujeres (080)",45,,20,14,7,4
"Sin nivel (081)",8,,1,,4,3
"Primaria (083)",20,,10,8,1,1
"Secundaria (084)",16,,9,5,2,
"Superior univ. completa (088)",1,,,1,,
