"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAURA (000)",197384,29895,47259,9734,111183
"Menos de 1 año (001)",3182,1306,680,61,1138
"De 1 a 14 años (002)",51096,16828,11164,1641,21592
"De 15 a 29 años (003)",54158,6058,7973,2213,38009
"De 30 a 44 años (004)",40618,3037,10489,2388,24914
"De 45 a 64 años (005)",32344,1962,9863,2309,18421
"De 65 y mas años (006)",15986,704,7090,1122,7109
"Hombres (008)",99472,14025,23861,5647,56337
"Menos de 1 año (009)",1601,663,346,28,567
"De 1 a 14 años (010)",26076,8753,5686,829,10876
"De 15 a 29 años (011)",27463,2323,4060,1382,19756
"De 30 a 44 años (012)",20045,1075,5166,1419,12504
"De 45 a 64 años (013)",16176,848,4770,1364,9318
"De 65 y mas años (014)",8111,363,3833,625,3316
"Mujeres (016)",97912,15870,23398,4087,54846
"Menos de 1 año (017)",1581,643,334,33,571
"De 1 a 14 años (018)",25020,8075,5478,812,10716
"De 15 a 29 años (019)",26695,3735,3913,831,18253
"De 30 a 44 años (020)",20573,1962,5323,969,12410
"De 45 a 64 años (021)",16168,1114,5093,945,9103
"De 65 y mas años (022)",7875,341,3257,497,3793
,,,,,
"URBANA (024)",170562,24624,43720,9087,93803
"Menos de 1 año (025)",2702,1048,616,56,985
"De 1 a 14 años (026)",43540,13322,10455,1556,18331
"De 15 a 29 años (027)",46756,5146,7217,2080,32407
"De 30 a 44 años (028)",35558,2684,9729,2217,21132
"De 45 a 64 años (029)",28129,1784,9209,2160,15184
"De 65 y mas años (030)",13877,640,6494,1018,5764
"Hombres (032)",85159,11471,21761,5216,47103
"Menos de 1 año (033)",1376,535,319,24,501
"De 1 a 14 años (034)",22176,6922,5313,791,9217
"De 15 a 29 años (035)",23504,1966,3602,1284,16709
"De 30 a 44 años (036)",17307,956,4685,1296,10486
"De 45 a 64 años (037)",13854,763,4386,1265,7563
"De 65 y mas años (038)",6942,329,3456,556,2627
"Mujeres (040)",85403,13153,21959,3871,46700
"Menos de 1 año (041)",1326,513,297,32,484
"De 1 a 14 años (042)",21364,6400,5142,765,9114
"De 15 a 29 años (043)",23252,3180,3615,796,15698
"De 30 a 44 años (044)",18251,1728,5044,921,10646
"De 45 a 64 años (045)",14275,1021,4823,895,7621
"De 65 y mas años (046)",6935,311,3038,462,3137
,,,,,
"RURAL (048)",26822,5271,3539,647,17380
"Menos de 1 año (049)",480,258,64,5,153
"De 1 a 14 años (050)",7556,3506,709,85,3261
"De 15 a 29 años (051)",7402,912,756,133,5602
"De 30 a 44 años (052)",5060,353,760,171,3782
"De 45 a 64 años (053)",4215,178,654,149,3237
"De 65 y mas años (054)",2109,64,596,104,1345
"Hombres (056)",14313,2554,2100,431,9234
"Menos de 1 año (057)",225,128,27,4,66
"De 1 a 14 años (058)",3900,1831,373,38,1659
"De 15 a 29 años (059)",3959,357,458,98,3047
"De 30 a 44 años (060)",2738,119,481,123,2018
"De 45 a 64 años (061)",2322,85,384,99,1755
"De 65 y mas años (062)",1169,34,377,69,689
"Mujeres (064)",12509,2717,1439,216,8146
"Menos de 1 año (065)",255,130,37,1,87
"De 1 a 14 años (066)",3656,1675,336,47,1602
"De 15 a 29 años (067)",3443,555,298,35,2555
"De 30 a 44 años (068)",2322,234,279,48,1764
"De 45 a 64 años (069)",1893,93,270,50,1482
"De 65 y mas años (070)",940,30,219,35,656
