"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CHINCHEROS",,,,,,
"Viviendas particulares (001)",13194,13063,116,14,1,
"Ocupantes presentes (002)",51325,50301,879,132,13,
"Casa independiente",,,,,,
"Viviendas particulares (004)",12923,12796,113,13,1,
"Ocupantes presentes (005)",50712,49719,857,123,13,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",1,1,,,,
"Ocupantes presentes (008)",6,6,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",2,2,,,,
"Ocupantes presentes (011)",9,9,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",30,26,3,1,,
"Ocupantes presentes (014)",109,78,22,9,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",228,228,,,,
"Ocupantes presentes (017)",459,459,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",2,2,,,,
"Ocupantes presentes (020)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",7,7,,,,
"Ocupantes presentes (023)",19,19,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",1,1,,,,
"Ocupantes presentes (026)",7,7,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",4158,4050,93,14,1,
"Ocupantes presentes (029)",16336,15485,706,132,13,
"Casa independiente",,,,,,
"Viviendas particulares (031)",4121,4017,90,13,1,
"Ocupantes presentes (032)",16201,15381,684,123,13,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",1,1,,,,
"Ocupantes presentes (035)",6,6,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",2,2,,,,
"Ocupantes presentes (038)",9,9,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",30,26,3,1,,
"Ocupantes presentes (041)",109,78,22,9,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",2,2,,,,
"Ocupantes presentes (047)",4,4,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",7,7,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",9036,9013,23,,,
"Ocupantes presentes (056)",34989,34816,173,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",8802,8779,23,,,
"Ocupantes presentes (059)",34511,34338,173,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",228,228,,,,
"Ocupantes presentes (071)",459,459,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",5,5,,,,
"Ocupantes presentes (077)",12,12,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",7,7,,,,
