"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHUMBIVILCAS (000)",69902,16267,2028,34197,14886,623,942,273,686
"Jefe o Jefa (001)",19536,4434,12,9701,4088,260,536,106,399
"Esposa(o)/ compa¤era(o) (002)",12094,4781,18,5414,1525,78,140,32,106
"Hijo(a)/ hijastro(a) (003)",31841,5137,1774,16450,7943,215,156,84,82
"Yerno/ nuera (004)",497,26,3,184,237,14,19,5,9
"Nieto(a) (005)",1840,509,142,924,254,5,3,2,1
"Padres/ suegros (006)",938,742,,173,16,,1,3,3
"Otro(a) pariente (007)",2571,542,72,1188,642,33,35,24,35
"Trabajador(a) del hogar (008)",61,9,,26,26,,,,
"Pensionista (009)",11,4,,1,3,1,1,,1
"Otro(a) no pariente (010)",513,83,7,136,152,17,51,17,50
"Hombres (012)",35181,5215,1018,18028,9286,404,598,194,438
"Jefe o Jefa (013)",14457,1902,6,8055,3469,209,412,90,314
"Esposa(o)/ compa¤era(o) (014)",694,75,,325,228,19,18,7,22
"Hijo(a)/ hijastro(a) (015)",17000,2558,894,8365,4844,131,99,61,48
"Yerno/ nuera (016)",144,2,,34,79,9,11,3,6
"Nieto(a) (017)",921,260,67,421,165,3,3,1,1
"Padres/ suegros (018)",301,158,,129,10,,,2,2
"Otro(a) pariente (019)",1341,219,46,604,385,25,26,19,17
"Trabajador(a) del hogar (020)",28,8,,8,12,,,,
"Pensionista (021)",6,,,1,3,,1,,1
"Otro(a) no pariente (022)",289,33,5,86,91,8,28,11,27
"Mujeres (024)",34721,11052,1010,16169,5600,219,344,79,248
"Jefe o Jefa (025)",5079,2532,6,1646,619,51,124,16,85
"Esposa(o)/ compa¤era(o) (026)",11400,4706,18,5089,1297,59,122,25,84
"Hijo(a)/ hijastro(a) (027)",14841,2579,880,8085,3099,84,57,23,34
"Yerno/ nuera (028)",353,24,3,150,158,5,8,2,3
"Nieto(a) (029)",919,249,75,503,89,2,,1,
"Padres/ suegros (030)",637,584,,44,6,,1,1,1
"Otro(a) pariente (031)",1230,323,26,584,257,8,9,5,18
"Trabajador(a) del hogar (032)",33,1,,18,14,,,,
"Pensionista (033)",5,4,,,,1,,,
"Otro(a) no pariente (034)",224,50,2,50,61,9,23,6,23
,,,,,,,,,
"URBANA (036)",15910,2446,514,6340,4773,363,728,189,557
"Jefe o Jefa (037)",4742,594,2,1720,1461,162,413,71,319
"Esposa(o)/ compa¤era(o) (038)",2464,523,4,964,682,53,121,26,91
"Hijo(a)/ hijastro(a) (039)",6616,927,440,2939,1994,101,101,50,64
"Yerno/ nuera (040)",131,3,1,25,67,9,12,5,9
"Nieto(a) (041)",367,102,33,146,81,1,2,1,1
"Padres/ suegros (042)",187,128,,49,5,,1,3,1
"Otro(a) pariente (043)",1017,139,30,413,335,23,31,20,26
"Trabajador(a) del hogar (044)",30,1,,10,19,,,,
"Pensionista (045)",4,1,,,1,1,,,1
"Otro(a) no pariente (046)",352,28,4,74,128,13,47,13,45
