"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia YAUYOS (000)",273,103,170
"De 14 a 29 años (001)",140,79,61
"De 30 a 44 años (002)",84,19,65
"De 45 a 64 años (003)",36,5,31
"De 65 y más años (004)",13,,13
"Hombres (005)",192,67,125
"De 14 a 29 años (006)",89,48,41
"De 30 a 44 años (007)",59,14,45
"De 45 a 64 años (008)",33,5,28
"De 65 y más años (009)",11,,11
"Mujeres (010)",81,36,45
"De 14 a 29 años (011)",51,31,20
"De 30 a 44 años (012)",25,5,20
"De 45 a 64 años (013)",3,,3
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",184,58,126
"De 14 a 29 años (016)",93,44,49
"De 30 a 44 años (017)",56,13,43
"De 45 a 64 años (018)",22,1,21
"De 65 y más años (019)",13,,13
"Hombres (020)",132,38,94
"De 14 a 29 años (021)",62,29,33
"De 30 a 44 años (022)",39,8,31
"De 45 a 64 años (023)",20,1,19
"De 65 y más años (024)",11,,11
"Mujeres (025)",52,20,32
"De 14 a 29 años (026)",31,15,16
"De 30 a 44 años (027)",17,5,12
"De 45 a 64 años (028)",2,,2
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",89,45,44
"De 14 a 29 años (031)",47,35,12
"De 30 a 44 años (032)",28,6,22
"De 45 a 64 años (033)",14,4,10
"Hombres (035)",60,29,31
"De 14 a 29 años (036)",27,19,8
"De 30 a 44 años (037)",20,6,14
"De 45 a 64 años (038)",13,4,9
"Mujeres (040)",29,16,13
"De 14 a 29 años (041)",20,16,4
"De 30 a 44 años (042)",8,,8
"De 45 a 64 años (043)",1,,1
