"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CUTERVO (000)",1635,703,932
"De 14 a 29 años (001)",1010,557,453
"De 30 a 44 años (002)",409,125,284
"De 45 a 64 años (003)",163,21,142
"De 65 y más años (004)",53,,53
"Hombres (005)",1228,459,769
"De 14 a 29 años (006)",709,348,361
"De 30 a 44 años (007)",317,90,227
"De 45 a 64 años (008)",151,21,130
"De 65 y más años (009)",51,,51
"Mujeres (010)",407,244,163
"De 14 a 29 años (011)",301,209,92
"De 30 a 44 años (012)",92,35,57
"De 45 a 64 años (013)",12,,12
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",714,272,442
"De 14 a 29 años (016)",407,205,202
"De 30 a 44 años (017)",213,62,151
"De 45 a 64 años (018)",65,5,60
"De 65 y más años (019)",29,,29
"Hombres (020)",515,174,341
"De 14 a 29 años (021)",279,131,148
"De 30 a 44 años (022)",149,38,111
"De 45 a 64 años (023)",59,5,54
"De 65 y más años (024)",28,,28
"Mujeres (025)",199,98,101
"De 14 a 29 años (026)",128,74,54
"De 30 a 44 años (027)",64,24,40
"De 45 a 64 años (028)",6,,6
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",921,431,490
"De 14 a 29 años (031)",603,352,251
"De 30 a 44 años (032)",196,63,133
"De 45 a 64 años (033)",98,16,82
"De 65 y más años (034)",24,,24
"Hombres (035)",713,285,428
"De 14 a 29 años (036)",430,217,213
"De 30 a 44 años (037)",168,52,116
"De 45 a 64 años (038)",92,16,76
"De 65 y más años (039)",23,,23
"Mujeres (040)",208,146,62
"De 14 a 29 años (041)",173,135,38
"De 30 a 44 años (042)",28,11,17
"De 45 a 64 años (043)",6,,6
"De 65 y más años (044)",1,,1
