"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAROCHIRI (000)",32373,5468,8891,13638,451,3123,802
"Sin nivel (001)",800,36,151,433,6,136,38
"Educación inicial (002)",17,2,6,4,,4,1
"Primaria (003)",7751,281,1532,4375,118,1231,214
"Secundaria (004)",14475,1555,5028,5944,188,1374,386
"Superior no univ. incompleta (005)",2402,565,773,838,31,132,63
"Superior no univ. completa (006)",2442,811,706,761,32,92,40
"Superior univ. incompleta (007)",1488,506,346,511,25,72,28
"Superior univ. completa (008)",2998,1712,349,772,51,82,32
"Hombres (010)",22050,3105,7931,9392,315,1276,31
"Sin nivel (011)",305,9,92,166,1,36,1
"Educación inicial (012)",6,,5,1,,,
"Primaria (013)",4745,155,1217,2918,82,362,11
"Secundaria (014)",10815,974,4621,4364,138,707,11
"Superior no univ. incompleta (015)",1702,336,700,574,25,66,1
"Superior no univ. completa (016)",1596,410,649,466,21,47,3
"Superior univ. incompleta (017)",1034,293,326,364,18,31,2
"Superior univ. completa (018)",1847,928,321,539,30,27,2
"Mujeres (020)",10323,2363,960,4246,136,1847,771
"Sin nivel (021)",495,27,59,267,5,100,37
"Educación inicial (022)",11,2,1,3,,4,1
"Primaria (023)",3006,126,315,1457,36,869,203
"Secundaria (024)",3660,581,407,1580,50,667,375
"Superior no univ. incompleta (025)",700,229,73,264,6,66,62
"Superior no univ. completa (026)",846,401,57,295,11,45,37
"Superior univ. incompleta (027)",454,213,20,147,7,41,26
"Superior univ. completa (028)",1151,784,28,233,21,55,30
,,,,,,,
"URBANA (030)",21142,4445,5134,8921,291,1779,572
"Sin nivel (031)",456,25,79,251,5,68,28
"Educación inicial (032)",14,2,6,3,,2,1
"Primaria (033)",4208,218,798,2388,50,625,129
"Secundaria (034)",9248,1208,2847,3977,126,819,271
"Superior no univ. incompleta (035)",1718,458,484,609,24,88,55
"Superior no univ. completa (036)",1889,665,467,630,27,67,33
"Superior univ. incompleta (037)",1154,422,224,414,19,48,27
"Superior univ. completa (038)",2455,1447,229,649,40,62,28
"Hombres (040)",13613,2424,4500,5812,190,666,21
"Sin nivel (041)",146,4,54,72,,15,1
"Educación inicial (042)",5,,5,,,,
"Primaria (043)",2339,115,611,1437,28,140,8
"Secundaria (044)",6589,735,2558,2801,91,398,6
"Superior no univ. incompleta (045)",1161,266,437,396,19,42,1
"Superior no univ. completa (046)",1154,316,416,370,17,33,2
"Superior univ. incompleta (047)",776,234,212,295,13,20,2
"Superior univ. completa (048)",1443,754,207,441,22,18,1
"Mujeres (050)",7529,2021,634,3109,101,1113,551
"Sin nivel (051)",310,21,25,179,5,53,27
"Educación inicial (052)",9,2,1,3,,2,1
"Primaria (053)",1869,103,187,951,22,485,121
"Secundaria (054)",2659,473,289,1176,35,421,265
"Superior no univ. incompleta (055)",557,192,47,213,5,46,54
"Superior no univ. completa (056)",735,349,51,260,10,34,31
"Superior univ. incompleta (057)",378,188,12,119,6,28,25
"Superior univ. completa (058)",1012,693,22,208,18,44,27
,,,,,,,
"RURAL (060)",11231,1023,3757,4717,160,1344,230
"Sin nivel (061)",344,11,72,182,1,68,10
"Educación inicial (062)",3,,,1,,2,
"Primaria (063)",3543,63,734,1987,68,606,85
"Secundaria (064)",5227,347,2181,1967,62,555,115
"Superior no univ. incompleta (065)",684,107,289,229,7,44,8
"Superior no univ. completa (066)",553,146,239,131,5,25,7
"Superior univ. incompleta (067)",334,84,122,97,6,24,1
"Superior univ. completa (068)",543,265,120,123,11,20,4
"Hombres (070)",8437,681,3431,3580,125,610,10
"Sin nivel (071)",159,5,38,94,1,21,
"Educación inicial (072)",1,,,1,,,
"Primaria (073)",2406,40,606,1481,54,222,3
"Secundaria (074)",4226,239,2063,1563,47,309,5
"Superior no univ. incompleta (075)",541,70,263,178,6,24,
"Superior no univ. completa (076)",442,94,233,96,4,14,1
"Superior univ. incompleta (077)",258,59,114,69,5,11,
"Superior univ. completa (078)",404,174,114,98,8,9,1
"Mujeres (080)",2794,342,326,1137,35,734,220
"Sin nivel (081)",185,6,34,88,,47,10
"Educación inicial (082)",2,,,,,2,
"Primaria (083)",1137,23,128,506,14,384,82
"Secundaria (084)",1001,108,118,404,15,246,110
"Superior no univ. incompleta (085)",143,37,26,51,1,20,8
"Superior no univ. completa (086)",111,52,6,35,1,11,6
"Superior univ. incompleta (087)",76,25,8,28,1,13,1
"Superior univ. completa (088)",139,91,6,25,3,11,3
