"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia ASUNCION",,,,,,,,,
"Viviendas particulares (001)",2290,109,2166,2,1,1,9,1,1
"Ocupantes presentes (002)",8953,490,8391,8,2,9,49,3,1
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2203,107,2084,1,1,,9,1,
"Ocupantes presentes (005)",8618,485,8075,4,2,,49,3,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",6,2,4,,,,,,
"Ocupantes presentes (014)",23,5,18,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",77,,77,,,,,,
"Ocupantes presentes (017)",297,,297,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,,1,,1,,,
"Ocupantes presentes (020)",13,,,4,,9,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,1,,,,,,
"Ocupantes presentes (023)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",503,87,412,1,,1,,1,1
"Ocupantes presentes (029)",2201,414,1770,4,,9,,3,1
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",494,85,408,,,,,1,
"Ocupantes presentes (032)",2164,409,1752,,,,,3,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",6,2,4,,,,,,
"Ocupantes presentes (041)",23,5,18,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,,1,,1,,,
"Ocupantes presentes (047)",13,,,4,,9,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1787,22,1754,1,1,,9,,
"Ocupantes presentes (056)",6752,76,6621,4,2,,49,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1709,22,1676,1,1,,9,,
"Ocupantes presentes (059)",6454,76,6323,4,2,,49,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",77,,77,,,,,,
"Ocupantes presentes (071)",297,,297,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
