"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ZARUMILLA (000)",582,141,441
"Sin nivel (001)",26,3,23
"Educación inicial (002)",1,,1
"Primaria (003)",168,37,131
"Secundaria (004)",268,70,198
"Superior no univ. incompleta (005)",34,5,29
"Superior no univ. completa (006)",45,14,31
"Superior univ. incompleta (007)",16,6,10
"Superior univ. completa (008)",24,6,18
"De 14 a 29 años (010)",320,108,212
"Sin nivel (011)",10,,10
"Educación inicial (012)",1,,1
"Primaria (013)",64,24,40
"Secundaria (014)",166,54,112
"Superior no univ. incompleta (015)",24,5,19
"Superior no univ. completa (016)",32,14,18
"Superior univ. incompleta (017)",13,6,7
"Superior univ. completa (018)",10,5,5
"De 30 a 44 años (020)",177,25,152
"Sin nivel (021)",5,,5
"Primaria (023)",58,9,49
"Secundaria (024)",81,15,66
"Superior no univ. incompleta (025)",7,,7
"Superior no univ. completa (026)",12,,12
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",13,1,12
"De 45 a 64 años (030)",73,8,65
"Sin nivel (031)",7,3,4
"Primaria (033)",38,4,34
"Secundaria (034)",21,1,20
"Superior no univ. incompleta (035)",3,,3
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",12,,12
"Sin nivel (041)",4,,4
"Primaria (043)",8,,8
,,,
"AREA URBANA (050)",529,135,394
"Sin nivel (051)",16,3,13
"Educación inicial (052)",1,,1
"Primaria (053)",151,34,117
"Secundaria (054)",250,70,180
"Superior no univ. incompleta (055)",31,4,27
"Superior no univ. completa (056)",41,13,28
"Superior univ. incompleta (057)",15,5,10
"Superior univ. completa (058)",24,6,18
"De 14 a 29 años (060)",291,103,188
"Sin nivel (061)",6,,6
"Educación inicial (062)",1,,1
"Primaria (063)",58,22,36
"Secundaria (064)",152,54,98
"Superior no univ. incompleta (065)",21,4,17
"Superior no univ. completa (066)",31,13,18
"Superior univ. incompleta (067)",12,5,7
"Superior univ. completa (068)",10,5,5
"De 30 a 44 años (070)",163,24,139
"Sin nivel (071)",3,,3
"Primaria (073)",51,8,43
"Secundaria (074)",79,15,64
"Superior no univ. incompleta (075)",7,,7
"Superior no univ. completa (076)",9,,9
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",13,1,12
"De 45 a 64 años (080)",65,8,57
"Sin nivel (081)",5,3,2
"Primaria (083)",34,4,30
"Secundaria (084)",19,1,18
"Superior no univ. incompleta (085)",3,,3
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",2,,2
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",10,,10
"Sin nivel (091)",2,,2
"Primaria (093)",8,,8
,,,
"AREA RURAL (100)",53,6,47
"Sin nivel (101)",10,,10
"Primaria (103)",17,3,14
"Secundaria (104)",18,,18
"Superior no univ. incompleta (105)",3,1,2
"Superior no univ. completa (106)",4,1,3
"Superior univ. incompleta (107)",1,1,
"De 14 a 29 años (110)",29,5,24
"Sin nivel (111)",4,,4
"Primaria (113)",6,2,4
"Secundaria (114)",14,,14
"Superior no univ. incompleta (115)",3,1,2
"Superior no univ. completa (116)",1,1,
"Superior univ. incompleta (117)",1,1,
"De 30 a 44 años (120)",14,1,13
"Sin nivel (121)",2,,2
"Primaria (123)",7,1,6
"Secundaria (124)",2,,2
"Superior no univ. completa (126)",3,,3
"De 45 a 64 años (130)",8,,8
"Sin nivel (131)",2,,2
"Primaria (133)",4,,4
"Secundaria (134)",2,,2
"De 65 y más años (140)",2,,2
"Sin nivel (141)",2,,2
