"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia YAROWILCA (000)",9394,31,434,65,41,339,4388,102,156,3285,24,259,270
"Agric., ganadería, caza y silvicultura (001)",7329,,,,,,4388,,,2941,,,
"Explotación de minas y canteras (003)",16,,,2,,,,8,1,5,,,
"Industrias manufactureras (004)",92,,,3,1,1,,83,2,2,,,
"Construcción (006)",137,,3,1,1,,,1,79,52,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",315,,,1,,230,,10,,74,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",11,,,,,5,,6,,,,,
"Comercio al por mayor (009)",18,,,,,18,,,,,,,
"Comercio al por menor (010)",286,,,1,,207,,4,,74,,,
"Hoteles y restaurantes (011)",143,,,1,,96,,,,46,,,
"Trans., almac. y comunicaciones (012)",92,,,,,,,,71,21,,,
"Intermediación financiera (013)",1,,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",18,,2,6,3,2,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",95,23,3,3,26,3,,,3,10,24,,
"Enseñanza (016)",421,8,393,1,6,,,,,13,,,
"Servicios sociales y de salud (017)",64,,25,30,2,6,,,,1,,,
"Otras activ. serv.comun.soc y personales (018)",33,,6,16,,1,,,,10,,,
"Hogares privados con servicio doméstico (019)",105,,,,,,,,,105,,,
"Actividad economica no especificada (021)",263,,1,1,2,,,,,,,259,
"Desocupado (022)",270,,,,,,,,,,,,270
"Hombres (023)",6292,25,287,51,29,108,3657,87,156,1590,24,72,206
"Agric., ganadería, caza y silvicultura (024)",5077,,,,,,3657,,,1420,,,
"Explotación de minas y canteras (026)",16,,,2,,,,8,1,5,,,
"Industrias manufactureras (027)",76,,,3,,1,,68,2,2,,,
"Construcción (029)",136,,3,1,,,,1,79,52,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",149,,,1,,95,,10,,43,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",11,,,,,5,,6,,,,,
"Comercio al por mayor (032)",6,,,,,6,,,,,,,
"Comercio al por menor (033)",132,,,1,,84,,4,,43,,,
"Hoteles y restaurantes (034)",16,,,,,6,,,,10,,,
"Trans., almac. y comunicaciones (035)",85,,,,,,,,71,14,,,
"Intermediación financiera (036)",1,,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",15,,2,5,2,2,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",83,19,2,3,21,3,,,3,8,24,,
"Enseñanza (039)",282,6,264,1,3,,,,,8,,,
"Servicios sociales y de salud (040)",30,,9,18,1,1,,,,1,,,
"Otras activ. serv.comun.soc y personales (041)",24,,5,16,,,,,,3,,,
"Hogares privados con servicio doméstico (042)",20,,,,,,,,,20,,,
"Actividad economica no especificada (044)",76,,1,1,2,,,,,,,72,
"Desocupado (045)",206,,,,,,,,,,,,206
"Mujeres (046)",3102,6,147,14,12,231,731,15,,1695,,187,64
"Agric., ganadería, caza y silvicultura (047)",2252,,,,,,731,,,1521,,,
"Industrias manufactureras (050)",16,,,,1,,,15,,,,,
"Construcción (052)",1,,,,1,,,,,,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",166,,,,,135,,,,31,,,
"Comercio al por mayor (055)",12,,,,,12,,,,,,,
"Comercio al por menor (056)",154,,,,,123,,,,31,,,
"Hoteles y restaurantes (057)",127,,,1,,90,,,,36,,,
"Trans., almac. y comunicaciones (058)",7,,,,,,,,,7,,,
"Activid.inmobil., empres. y alquileres (060)",3,,,1,1,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",12,4,1,,5,,,,,2,,,
"Enseñanza (062)",139,2,129,,3,,,,,5,,,
"Servicios sociales y de salud (063)",34,,16,12,1,5,,,,,,,
"Otras activ. serv.comun.soc y personales (064)",9,,1,,,1,,,,7,,,
"Hogares privados con servicio doméstico (065)",85,,,,,,,,,85,,,
"Actividad economica no especificada (067)",187,,,,,,,,,,,187,
"Desocupado (068)",64,,,,,,,,,,,,64
,,,,,,,,,,,,,
"URBANA (069)",2472,25,278,35,35,221,821,39,71,703,24,88,132
"Agric., ganadería, caza y silvicultura (070)",1372,,,,,,821,,,551,,,
"Explotación de minas y canteras (072)",8,,,1,,,,3,,4,,,
"Industrias manufactureras (073)",38,,,3,1,1,,30,1,2,,,
"Construcción (075)",56,,2,,1,,,1,29,23,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",193,,,,,154,,5,,34,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",6,,,,,3,,3,,,,,
"Comercio al por mayor (078)",12,,,,,12,,,,,,,
"Comercio al por menor (079)",175,,,,,139,,2,,34,,,
"Hoteles y restaurantes (080)",90,,,,,58,,,,32,,,
"Trans., almac. y comunicaciones (081)",45,,,,,,,,38,7,,,
"Activid.inmobil., empres. y alquileres (083)",12,,1,6,3,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",79,18,2,2,21,3,,,3,6,24,,
"Enseñanza (085)",269,7,244,1,5,,,,,12,,,
"Servicios sociales y de salud (086)",47,,23,16,2,5,,,,1,,,
"Otras activ. serv.comun.soc y personales (087)",20,,6,6,,,,,,8,,,
"Hogares privados con servicio doméstico (088)",21,,,,,,,,,21,,,
"Actividad economica no especificada (090)",90,,,,2,,,,,,,88,
"Desocupado (091)",132,,,,,,,,,,,,132
"Hombres (092)",1644,20,172,27,24,65,708,34,71,364,24,38,97
"Agric., ganadería, caza y silvicultura (093)",994,,,,,,708,,,286,,,
"Explotación de minas y canteras (095)",8,,,1,,,,3,,4,,,
"Industrias manufactureras (096)",32,,,3,,1,,25,1,2,,,
"Construcción (098)",55,,2,,,,,1,29,23,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",81,,,,,59,,5,,17,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",6,,,,,3,,3,,,,,
"Comercio al por mayor (101)",5,,,,,5,,,,,,,
"Comercio al por menor (102)",70,,,,,51,,2,,17,,,
"Hoteles y restaurantes (103)",9,,,,,1,,,,8,,,
"Trans., almac. y comunicaciones (104)",44,,,,,,,,38,6,,,
"Activid.inmobil., empres. y alquileres (106)",10,,1,5,2,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",70,15,1,2,17,3,,,3,5,24,,
"Enseñanza (108)",171,5,156,1,2,,,,,7,,,
"Servicios sociales y de salud (109)",19,,7,9,1,1,,,,1,,,
"Otras activ. serv.comun.soc y personales (110)",12,,5,6,,,,,,1,,,
"Hogares privados con servicio doméstico (111)",2,,,,,,,,,2,,,
"Actividad economica no especificada (113)",40,,,,2,,,,,,,38,
"Desocupado (114)",97,,,,,,,,,,,,97
"Mujeres (115)",828,5,106,8,11,156,113,5,,339,,50,35
"Agric., ganadería, caza y silvicultura (116)",378,,,,,,113,,,265,,,
"Industrias manufactureras (119)",6,,,,1,,,5,,,,,
"Construcción (121)",1,,,,1,,,,,,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",112,,,,,95,,,,17,,,
"Comercio al por mayor (124)",7,,,,,7,,,,,,,
"Comercio al por menor (125)",105,,,,,88,,,,17,,,
"Hoteles y restaurantes (126)",81,,,,,57,,,,24,,,
"Trans., almac. y comunicaciones (127)",1,,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",2,,,1,1,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",9,3,1,,4,,,,,1,,,
"Enseñanza (131)",98,2,88,,3,,,,,5,,,
"Servicios sociales y de salud (132)",28,,16,7,1,4,,,,,,,
"Otras activ. serv.comun.soc y personales (133)",8,,1,,,,,,,7,,,
"Hogares privados con servicio doméstico (134)",19,,,,,,,,,19,,,
"Actividad economica no especificada (136)",50,,,,,,,,,,,50,
"Desocupado (137)",35,,,,,,,,,,,,35
,,,,,,,,,,,,,
"RURAL (138)",6922,6,156,30,6,118,3567,63,85,2582,,171,138
"Agric., ganadería, caza y silvicultura (139)",5957,,,,,,3567,,,2390,,,
"Explotación de minas y canteras (141)",8,,,1,,,,5,1,1,,,
"Industrias manufactureras (142)",54,,,,,,,53,1,,,,
"Construcción (144)",81,,1,1,,,,,50,29,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",122,,,1,,76,,5,,40,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",5,,,,,2,,3,,,,,
"Comercio al por mayor (147)",6,,,,,6,,,,,,,
"Comercio al por menor (148)",111,,,1,,68,,2,,40,,,
"Hoteles y restaurantes (149)",53,,,1,,38,,,,14,,,
"Trans., almac. y comunicaciones (150)",47,,,,,,,,33,14,,,
"Intermediación financiera (151)",1,,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (152)",6,,1,,,2,,,,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",16,5,1,1,5,,,,,4,,,
"Enseñanza (154)",152,1,149,,1,,,,,1,,,
"Servicios sociales y de salud (155)",17,,2,14,,1,,,,,,,
"Otras activ. serv.comun.soc y personales (156)",13,,,10,,1,,,,2,,,
"Hogares privados con servicio doméstico (157)",84,,,,,,,,,84,,,
"Actividad economica no especificada (159)",173,,1,1,,,,,,,,171,
"Desocupado (160)",138,,,,,,,,,,,,138
"Hombres (161)",4648,5,115,24,5,43,2949,53,85,1226,,34,109
"Agric., ganadería, caza y silvicultura (162)",4083,,,,,,2949,,,1134,,,
"Explotación de minas y canteras (164)",8,,,1,,,,5,1,1,,,
"Industrias manufactureras (165)",44,,,,,,,43,1,,,,
"Construcción (167)",81,,1,1,,,,,50,29,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (168)",68,,,1,,36,,5,,26,,,
"Venta, mant.y rep. veh.autom.y motoc. (169)",5,,,,,2,,3,,,,,
"Comercio al por mayor (170)",1,,,,,1,,,,,,,
"Comercio al por menor (171)",62,,,1,,33,,2,,26,,,
"Hoteles y restaurantes (172)",7,,,,,5,,,,2,,,
"Trans., almac. y comunicaciones (173)",41,,,,,,,,33,8,,,
"Intermediación financiera (174)",1,,1,,,,,,,,,,
"Activid.inmobil., empres. y alquileres (175)",5,,1,,,2,,,,2,,,
