"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ISLAY (000)",50252,708,12608,12371,11079,9112,4374
"Jefe o Jefa (001)",14663,,23,1724,4894,5291,2731
"Esposa(o) / compañera(o) (002)",8517,,7,1574,3330,2699,907
"Hijo(a) / hijastro(a) (003)",19393,448,9854,6732,1860,479,20
"Yerno / nuera (004)",804,,2,425,312,61,4
"Nieto(a) (005)",2857,218,2015,577,45,2,
"Padres / suegros (006)",586,,,,3,133,450
"Otro(a) pariente (007)",2508,40,605,922,409,316,216
"Trabajador(a) del hogar (008)",84,,8,49,20,7,
"Pensionistas (009)",48,,,26,11,7,4
"Otro(a) no pariente (010)",792,2,94,342,195,117,42
"Hombres (011)",25235,364,6337,6127,5430,4735,2242
"Jefe o Jefa (012)",10808,,11,1242,3678,3976,1901
"Esposa(o) / compañera(o) (013)",473,,5,95,168,142,63
"Hijo(a) / hijastro(a) (014)",9978,227,4963,3536,982,260,10
"Yerno / nuera (015)",425,,,195,191,37,2
"Nieto(a) (016)",1468,114,996,332,26,,
"Padres / suegros (017)",187,,,,,45,142
"Otro(a) pariente (018)",1373,22,307,512,256,185,91
"Trabajador(a) del hogar (019)",16,,5,6,3,2,
"Pensionistas (020)",37,,,18,10,5,4
"Otro(a) no pariente (021)",470,1,50,191,116,83,29
"Mujeres (022)",25017,344,6271,6244,5649,4377,2132
"Jefe o Jefa (023)",3855,,12,482,1216,1315,830
"Esposa(o) / compañera(o) (024)",8044,,2,1479,3162,2557,844
"Hijo(a) / hijastro(a) (025)",9415,221,4891,3196,878,219,10
"Yerno / nuera (026)",379,,2,230,121,24,2
"Nieto(a) (027)",1389,104,1019,245,19,2,
"Padres / suegros (028)",399,,,,3,88,308
"Otro(a) pariente (029)",1135,18,298,410,153,131,125
"Trabajador(a) del hogar (030)",68,,3,43,17,5,
"Pensionistas (031)",11,,,8,1,2,
"Otro(a) no pariente (032)",322,1,44,151,79,34,13
,,,,,,,
"URBANA (033)",45952,651,11524,11320,10145,8340,3972
"Jefe o Jefa (034)",13251,,21,1496,4440,4832,2462
"Esposa(o) / compañera(o) (035)",7731,,6,1396,3034,2475,820
"Hijo(a) / hijastro(a) (036)",17740,406,8932,6215,1733,436,18
"Yerno / nuera (037)",755,,1,401,295,55,3
"Nieto(a) (038)",2705,204,1909,548,42,2,
"Padres / suegros (039)",543,,,,3,116,424
"Otro(a) pariente (040)",2359,39,563,867,387,302,201
"Trabajador(a) del hogar (041)",80,,7,48,19,6,
"Pensionistas (042)",48,,,26,11,7,4
"Otro(a) no pariente (043)",740,2,85,323,181,109,40
"Hombres (044)",22906,331,5775,5562,4937,4291,2010
"Jefe o Jefa (045)",9649,,11,1048,3299,3599,1692
"Esposa(o) / compañera(o) (046)",440,,5,90,159,127,59
"Hijo(a) / hijastro(a) (047)",9076,204,4483,3240,908,232,9
"Yerno / nuera (048)",413,,,189,187,36,1
"Nieto(a) (049)",1380,105,937,313,25,,
"Padres / suegros (050)",170,,,,,38,132
"Otro(a) pariente (051)",1298,21,291,483,242,176,85
"Trabajador(a) del hogar (052)",14,,4,5,3,2,
"Pensionistas (053)",37,,,18,10,5,4
"Otro(a) no pariente (054)",429,1,44,176,104,76,28
"Mujeres (055)",23046,320,5749,5758,5208,4049,1962
"Jefe o Jefa (056)",3602,,10,448,1141,1233,770
"Esposa(o) / compañera(o) (057)",7291,,1,1306,2875,2348,761
"Hijo(a) / hijastro(a) (058)",8664,202,4449,2975,825,204,9
"Yerno / nuera (059)",342,,1,212,108,19,2
"Nieto(a) (060)",1325,99,972,235,17,2,
"Padres / suegros (061)",373,,,,3,78,292
"Otro(a) pariente (062)",1061,18,272,384,145,126,116
"Trabajador(a) del hogar (063)",66,,3,43,16,4,
"Pensionistas (064)",11,,,8,1,2,
"Otro(a) no pariente (065)",311,1,41,147,77,33,12
,,,,,,,
"RURAL (066)",4300,57,1084,1051,934,772,402
"Jefe o Jefa (067)",1412,,2,228,454,459,269
"Esposa(o) / compañera(o) (068)",786,,1,178,296,224,87
"Hijo(a) / hijastro(a) (069)",1653,42,922,517,127,43,2
"Yerno / nuera (070)",49,,1,24,17,6,1
"Nieto(a) (071)",152,14,106,29,3,,
"Padres / suegros (072)",43,,,,,17,26
"Otro(a) pariente (073)",149,1,42,55,22,14,15
"Trabajador(a) del hogar (074)",4,,1,1,1,1,
"Otro(a) no pariente (076)",52,,9,19,14,8,2
"Hombres (077)",2329,33,562,565,493,444,232
"Jefe o Jefa (078)",1159,,,194,379,377,209
"Esposa(o) / compañera(o) (079)",33,,,5,9,15,4
"Hijo(a) / hijastro(a) (080)",902,23,480,296,74,28,1
"Yerno / nuera (081)",12,,,6,4,1,1
"Nieto(a) (082)",88,9,59,19,1,,
"Padres / suegros (083)",17,,,,,7,10
"Otro(a) pariente (084)",75,1,16,29,14,9,6
"Trabajador(a) del hogar (085)",2,,1,1,,,
"Otro(a) no pariente (087)",41,,6,15,12,7,1
"Mujeres (088)",1971,24,522,486,441,328,170
"Jefe o Jefa (089)",253,,2,34,75,82,60
"Esposa(o) / compañera(o) (090)",753,,1,173,287,209,83
"Hijo(a) / hijastro(a) (091)",751,19,442,221,53,15,1
"Yerno / nuera (092)",37,,1,18,13,5,
"Nieto(a) (093)",64,5,47,10,2,,
"Padres / suegros (094)",26,,,,,10,16
"Otro(a) pariente (095)",74,,26,26,8,5,9
"Trabajador(a) del hogar (096)",2,,,,1,1,
"Otro(a) no pariente (098)",11,,3,4,2,1,1
