"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUARMEY (000)",24667,2561,5232,755,16161
"Hombres (001)",12804,1219,2801,437,8378
"Mujeres (002)",11863,1342,2431,318,7783
"PEA (003)",10991,590,2542,380,7507
"Hombres (004)",7902,397,1760,294,5475
"Mujeres (005)",3089,193,782,86,2032
"Ocupada (006)",10485,561,2476,371,7105
"Hombres (007)",7547,381,1711,288,5191
"Mujeres (008)",2938,180,765,83,1914
"Desocupada (009)",506,29,66,9,402
"Hombres (010)",355,16,49,6,284
"Mujeres (011)",151,13,17,3,118
"No PEA (012)",13676,1971,2690,375,8654
"Hombres (013)",4902,822,1041,143,2903
"Mujeres (014)",8774,1149,1649,232,5751
,,,,,
"URBANA (018)",18800,1974,4700,708,11459
"Hombres (019)",9574,920,2488,412,5784
"Mujeres (020)",9226,1054,2212,296,5675
"PEA (021)",8408,465,2273,357,5340
"Hombres (022)",5727,302,1544,276,3628
"Mujeres (023)",2681,163,729,81,1712
"Ocupada (024)",7999,447,2213,348,5018
"Hombres (025)",5449,294,1499,270,3409
"Mujeres (026)",2550,153,714,78,1609
"Desocupada (027)",409,18,60,9,322
"Hombres (028)",278,8,45,6,219
"Mujeres (029)",131,10,15,3,103
"No PEA (030)",10392,1509,2427,351,6119
"Hombres (031)",3847,618,944,136,2156
"Mujeres (032)",6545,891,1483,215,3963
,,,,,
"RURAL (036)",5867,587,532,47,4702
"Hombres (037)",3230,299,313,25,2594
"Mujeres (038)",2637,288,219,22,2108
"PEA (039)",2583,125,269,23,2167
"Hombres (040)",2175,95,216,18,1847
"Mujeres (041)",408,30,53,5,320
"Ocupada (042)",2486,114,263,23,2087
"Hombres (043)",2098,87,212,18,1782
"Mujeres (044)",388,27,51,5,305
"Desocupada (045)",97,11,6,,80
"Hombres (046)",77,8,4,,65
"Mujeres (047)",20,3,2,,15
"No PEA (048)",3284,462,263,24,2535
"Hombres (049)",1055,204,97,7,747
"Mujeres (050)",2229,258,166,17,1788
