"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUALGAYOC (000)",23760,137,453,1315,2786,5494,8597,4978
"De 12 a 14 años (001)",36,,,,,,4,32
"De 15 a 19 años (002)",734,,,,,,461,273
"De 20 a 24 años (003)",2727,,,,,16,1755,956
"De 25 a 29 años (004)",3145,,,,,302,2059,784
"De 30 a 34 años (005)",2946,,,,1,682,1696,567
"De 35 a 39 años (006)",2784,,,,49,1008,1310,417
"De 40 a 44 años (007)",2334,,,,169,1012,818,335
"De 45 a 49 años (008)",1943,,,5,337,983,393,225
"De 50 y más años (009)",7111,137,453,1310,2230,1491,101,1389
"PEA (010)",14877,33,178,683,1716,3735,5811,2721
"De 12 a 14 años (011)",8,,,,,,3,5
"De 15 a 19 años (012)",418,,,,,,287,131
"De 20 a 24 años (013)",1780,,,,,13,1204,563
"De 25 a 29 años (014)",2121,,,,,223,1411,487
"De 30 a 34 años (015)",2017,,,,,498,1160,359
"De 35 a 39 años (016)",1835,,,,33,689,859,254
"De 40 a 44 años (017)",1540,,,,116,693,561,170
"De 45 a 49 años (018)",1270,,,2,222,649,269,128
"De 50 y más años (019)",3888,33,178,681,1345,970,57,624
"Ocupada (020)",14771,33,178,682,1709,3714,5774,2681
"De 12 a 14 años (021)",8,,,,,,3,5
"De 15 a 19 años (022)",414,,,,,,284,130
"De 20 a 24 años (023)",1763,,,,,13,1196,554
"De 25 a 29 años (024)",2094,,,,,221,1403,470
"De 30 a 34 años (025)",1996,,,,,492,1152,352
"De 35 a 39 años (026)",1819,,,,33,682,852,252
"De 40 a 44 años (027)",1532,,,,116,690,558,168
"De 45 a 49 años (028)",1264,,,2,219,647,269,127
"De 50 y más años (029)",3881,33,178,680,1341,969,57,623
"Desocupada (030)",106,,,1,7,21,37,40
"De 15 a 19 años (032)",4,,,,,,3,1
"De 20 a 24 años (033)",17,,,,,,8,9
"De 25 a 29 años (034)",27,,,,,2,8,17
"De 30 a 34 años (035)",21,,,,,6,8,7
"De 35 a 39 años (036)",16,,,,,7,7,2
"De 40 a 44 años (037)",8,,,,,3,3,2
"De 45 a 49 años (038)",6,,,,3,2,,1
"De 50 y más años (039)",7,,,1,4,1,,1
"No PEA (040)",8883,104,275,632,1070,1759,2786,2257
"De 12 a 14 años (041)",28,,,,,,1,27
"De 15 a 19 años (042)",316,,,,,,174,142
"De 20 a 24 años (043)",947,,,,,3,551,393
"De 25 a 29 años (044)",1024,,,,,79,648,297
"De 30 a 34 años (045)",929,,,,1,184,536,208
"De 35 a 39 años (046)",949,,,,16,319,451,163
