"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ESPINAR (000)",22864,17883,1959,1292,1730
"Agric., ganadería, caza y silvicultura (001)",11998,11230,707,56,5
"Pesca (002)",15,13,1,1,
"Explotación de minas y canteras (003)",1208,169,117,163,759
"Industrias manufactureras (004)",812,717,55,30,10
"Suministro de electricidad, gas y agua (005)",36,2,,34,
"Construcción (006)",1947,978,429,362,178
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2532,2363,122,38,9
"Venta, mant.y rep. veh.autom y motoc. (008)",234,171,35,20,8
"Comercio al por mayor (009)",94,83,8,2,1
"Comercio al por menor (010)",2204,2109,79,16,
"Hoteles y restaurantes (011)",701,604,51,22,24
"Trans., almac. y comunicaciones (012)",792,638,55,56,43
"Intermediación financiera (013)",11,5,1,3,2
"Activid.inmobil., empres. y alquileres (014)",342,170,56,70,46
"Admin.pub. y defensa; p. segur soc.afil (015)",443,,,,443
"Enseñanza (016)",1010,263,268,372,107
"Servicios sociales y de salud (017)",146,51,11,12,72
"Otras activ. serv.comun.soc y personales (018)",272,185,34,48,5
"Hogares privados con servicio doméstico (019)",240,240,,,
"Organiz. y organos extraterritoriales (020)",1,,1,,
"Actividad economica no especificada (021)",358,255,51,25,27
"Hombres (022)",13426,9541,1369,1015,1501
"Agric., ganadería, caza y silvicultura (023)",6279,5830,409,36,4
"Pesca (024)",12,11,1,,
"Explotación de minas y canteras (025)",1153,160,116,157,720
"Industrias manufactureras (026)",569,496,40,25,8
"Suministro de electricidad, gas y agua (027)",34,2,,32,
"Construcción (028)",1846,944,408,329,165
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",961,854,69,31,7
"Venta, mant.y rep. veh.autom y motoc. (030)",214,156,32,19,7
"Comercio al por mayor (031)",44,38,4,2,
"Comercio al por menor (032)",703,660,33,10,
"Hoteles y restaurantes (033)",196,140,20,15,21
"Trans., almac. y comunicaciones (034)",724,581,49,52,42
"Intermediación financiera (035)",7,5,1,,1
"Activid.inmobil., empres. y alquileres (036)",270,124,46,61,39
"Admin.pub. y defensa; p. segur soc.afil (037)",365,,,,365
"Enseñanza (038)",559,114,154,223,68
"Servicios sociales y de salud (039)",65,25,5,5,30
"Otras activ. serv.comun.soc y personales (040)",164,108,17,34,5
