"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CONCEPCION",,,,,,,
"Viviendas particulares (001)",14130,1840,175,308,10168,351,1288
"Ocupantes presentes (002)",59074,7721,813,1368,42557,1294,5321
"Casa independiente",,,,,,,
"Viviendas particulares (004)",13827,1787,67,306,10066,344,1257
"Ocupantes presentes (005)",57551,7436,259,1362,42051,1267,5176
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",8,5,,,3,,
"Ocupantes presentes (008)",26,11,,,15,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",58,18,,1,29,1,9
"Ocupantes presentes (011)",398,136,,4,204,7,47
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",49,19,,,17,1,12
"Ocupantes presentes (014)",220,88,,,75,1,56
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",177,5,108,1,50,4,9
"Ocupantes presentes (017)",822,26,554,2,197,12,31
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",4,4,,,,,
"Ocupantes presentes (020)",14,14,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,2,,,3,1,1
"Ocupantes presentes (023)",43,10,,,15,7,11
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",7170,1256,62,236,4670,206,740
"Ocupantes presentes (029)",30262,5385,229,1057,19821,803,2967
"Casa independiente",,,,,,,
"Viviendas particulares (031)",7045,1209,62,235,4618,203,718
"Ocupantes presentes (032)",29562,5127,229,1053,19512,788,2853
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",8,5,,,3,,
"Ocupantes presentes (035)",26,11,,,15,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",58,18,,1,29,1,9
"Ocupantes presentes (038)",398,136,,4,204,7,47
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",49,19,,,17,1,12
"Ocupantes presentes (041)",220,88,,,75,1,56
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",4,4,,,,,
"Ocupantes presentes (047)",14,14,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",6,1,,,3,1,1
"Ocupantes presentes (050)",42,9,,,15,7,11
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6960,584,113,72,5498,145,548
"Ocupantes presentes (056)",28812,2336,584,311,22736,491,2354
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6782,578,5,71,5448,141,539
"Ocupantes presentes (059)",27989,2309,30,309,22539,479,2323
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",177,5,108,1,50,4,9
"Ocupantes presentes (071)",822,26,554,2,197,12,31
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,1,,,,,
"Ocupantes presentes (077)",1,1,,,,,
"Otro tipo",,,,,,,
