"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MARISCAL CACERES (000)",20003,2976,3196,10071,748,2203,809
"Sin nivel (001)",783,11,196,378,30,129,39
"Educación inicial (002)",13,1,3,4,,4,1
"Primaria (003)",8954,162,1587,5194,406,1183,422
"Secundaria (004)",6990,797,1229,3623,243,800,298
"Superior no univ. incompleta (005)",747,336,65,267,21,31,27
"Superior no univ. completa (006)",1267,865,57,281,21,28,15
"Superior univ. incompleta (007)",407,201,30,143,11,18,4
"Superior univ. completa (008)",842,603,29,181,16,10,3
"Hombres (010)",14716,1688,2775,8218,662,1337,36
"Sin nivel (011)",510,6,150,283,25,46,
"Educación inicial (012)",8,1,2,4,,1,
"Primaria (013)",6875,83,1369,4351,374,680,18
"Secundaria (014)",5294,498,1085,2923,210,566,12
"Superior no univ. incompleta (015)",479,181,57,205,17,15,4
"Superior no univ. completa (016)",713,437,55,195,12,13,1
"Superior univ. incompleta (017)",285,122,28,115,9,11,
"Superior univ. completa (018)",552,360,29,142,15,5,1
"Mujeres (020)",5287,1288,421,1853,86,866,773
"Sin nivel (021)",273,5,46,95,5,83,39
"Educación inicial (022)",5,,1,,,3,1
"Primaria (023)",2079,79,218,843,32,503,404
"Secundaria (024)",1696,299,144,700,33,234,286
"Superior no univ. incompleta (025)",268,155,8,62,4,16,23
"Superior no univ. completa (026)",554,428,2,86,9,15,14
"Superior univ. incompleta (027)",122,79,2,28,2,7,4
"Superior univ. completa (028)",290,243,,39,1,5,2
,,,,,,,
"URBANA (030)",12634,2813,1653,6239,321,971,637
"Sin nivel (031)",277,7,36,155,6,46,27
"Educación inicial (032)",9,1,2,3,,3,
"Primaria (033)",4324,142,665,2646,121,446,304
"Secundaria (034)",5054,784,819,2646,135,407,263
"Superior no univ. incompleta (035)",664,316,52,233,18,23,22
"Superior no univ. completa (036)",1151,787,45,262,19,24,14
"Superior univ. incompleta (037)",356,193,18,119,7,15,4
"Superior univ. completa (038)",799,583,16,175,15,7,3
"Hombres (040)",8607,1591,1405,4791,263,527,30
"Sin nivel (041)",144,4,22,103,5,10,
"Educación inicial (042)",6,1,1,3,,1,
"Primaria (043)",3041,75,549,2063,104,237,13
"Secundaria (044)",3613,487,714,2039,111,250,12
"Superior no univ. incompleta (045)",419,173,44,175,14,10,3
"Superior no univ. completa (046)",629,387,43,179,10,9,1
"Superior univ. incompleta (047)",240,118,16,93,5,8,
"Superior univ. completa (048)",515,346,16,136,14,2,1
"Mujeres (050)",4027,1222,248,1448,58,444,607
"Sin nivel (051)",133,3,14,52,1,36,27
"Educación inicial (052)",3,,1,,,2,
"Primaria (053)",1283,67,116,583,17,209,291
"Secundaria (054)",1441,297,105,607,24,157,251
"Superior no univ. incompleta (055)",245,143,8,58,4,13,19
"Superior no univ. completa (056)",522,400,2,83,9,15,13
"Superior univ. incompleta (057)",116,75,2,26,2,7,4
"Superior univ. completa (058)",284,237,,39,1,5,2
,,,,,,,
"RURAL (060)",7369,163,1543,3832,427,1232,172
"Sin nivel (061)",506,4,160,223,24,83,12
"Educación inicial (062)",4,,1,1,,1,1
"Primaria (063)",4630,20,922,2548,285,737,118
"Secundaria (064)",1936,13,410,977,108,393,35
"Superior no univ. incompleta (065)",83,20,13,34,3,8,5
"Superior no univ. completa (066)",116,78,12,19,2,4,1
"Superior univ. incompleta (067)",51,8,12,24,4,3,
"Superior univ. completa (068)",43,20,13,6,1,3,
"Hombres (070)",6109,97,1370,3427,399,810,6
"Sin nivel (071)",366,2,128,180,20,36,
"Educación inicial (072)",2,,1,1,,,
"Primaria (073)",3834,8,820,2288,270,443,5
"Secundaria (074)",1681,11,371,884,99,316,
"Superior no univ. incompleta (075)",60,8,13,30,3,5,1
"Superior no univ. completa (076)",84,50,12,16,2,4,
"Superior univ. incompleta (077)",45,4,12,22,4,3,
"Superior univ. completa (078)",37,14,13,6,1,3,
"Mujeres (080)",1260,66,173,405,28,422,166
"Sin nivel (081)",140,2,32,43,4,47,12
"Educación inicial (082)",2,,,,,1,1
"Primaria (083)",796,12,102,260,15,294,113
"Secundaria (084)",255,2,39,93,9,77,35
"Superior no univ. incompleta (085)",23,12,,4,,3,4
"Superior no univ. completa (086)",32,28,,3,,,1
"Superior univ. incompleta (087)",6,4,,2,,,
"Superior univ. completa (088)",6,6,,,,,
