"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AZANGARO (000)",39030,584,10831,12628,10909,4078
"Agric., ganadería, caza y silvicultura (001)",26277,483,6405,7850,7897,3642
"Pesca (002)",42,,16,17,8,1
"Explotación de minas y canteras (003)",716,,394,235,80,7
"Industrias manufactureras (004)",1108,24,483,337,210,54
"Suministro de electricidad, gas y agua (005)",37,,14,12,9,2
"Construcción (006)",1770,3,619,716,379,53
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2899,37,995,1050,652,165
"Venta, mant.y rep. veh.autom.y motoc. (008)",155,3,84,45,20,3
"Comercio al por mayor (009)",128,1,47,52,23,5
"Comercio al por menor (010)",2616,33,864,953,609,157
"Hoteles y restaurantes (011)",487,12,229,156,80,10
"Trans., almac. y comunicaciones (012)",908,8,370,340,179,11
"Intermediación financiera (013)",12,,7,4,1,
"Activid.inmobil., empres. y alquileres (014)",226,,90,91,43,2
"Admin.pub. y defensa; p. segur.soc.afil (015)",821,,297,315,203,6
"Enseñanza (016)",2114,,252,1026,819,17
"Servicios sociales y de salud (017)",292,,64,123,99,6
"Otras activ. serv.comun.soc y personales (018)",214,5,99,72,32,6
"Hogares privados con servicio doméstico (019)",407,11,234,90,59,13
"Actividad economica no especificada (021)",700,1,263,194,159,83
"Hombres (022)",23145,308,6073,7524,6692,2548
"Agric., ganadería, caza y silvicultura (023)",14939,256,3332,4461,4597,2293
"Pesca (024)",31,,13,12,5,1
"Explotación de minas y canteras (025)",674,,377,217,73,7
"Industrias manufactureras (026)",734,12,338,219,136,29
"Suministro de electricidad, gas y agua (027)",34,,13,10,9,2
"Construcción (028)",1717,3,580,704,377,53
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1129,18,425,375,241,70
"Venta, mant.y rep. veh.autom.y motoc. (030)",134,1,80,32,18,3
"Comercio al por mayor (031)",72,,28,33,9,2
"Comercio al por menor (032)",923,17,317,310,214,65
"Hoteles y restaurantes (033)",106,5,54,26,18,3
"Trans., almac. y comunicaciones (034)",864,8,342,331,174,9
"Intermediación financiera (035)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (036)",172,,63,70,37,2
"Admin.pub. y defensa; p. segur.soc.afil (037)",615,,191,242,176,6
"Enseñanza (038)",1543,,140,694,692,17
"Servicios sociales y de salud (039)",143,,23,52,65,3
"Otras activ. serv.comun.soc y personales (040)",106,3,48,32,17,6
