"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia CONTUMAZA (000)",9137,29,907,178,188,706,2718,504,515,3183,45,164
"Agric., ganadería, caza y silvicultura (001)",4955,1,4,5,2,,2713,3,2,2225,,
"Pesca (002)",5,,,,,,5,,,,,
"Explotación de minas y canteras (003)",53,1,3,6,2,,,33,3,5,,
"Industrias manufactureras (004)",420,,,8,4,2,,386,15,5,,
"Suministro de electricidad, gas y agua (005)",30,,,7,1,,,3,8,11,,
"Construcción (006)",403,,15,8,2,,,10,198,170,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",786,,2,23,3,518,,62,1,177,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",68,,,7,,17,,41,1,2,,
"Comercio al por mayor (009)",34,,1,4,1,27,,,,1,,
"Comercio al por menor (010)",684,,1,12,2,474,,21,,174,,
"Hoteles y restaurantes (011)",248,,2,5,1,127,,,,113,,
"Trans., almac. y comunicaciones (012)",337,,3,3,10,,,3,274,44,,
"Intermediación financiera (013)",4,,2,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",130,,17,19,13,43,,2,6,30,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",338,16,19,11,85,2,,1,6,153,45,
"Enseñanza (016)",822,11,774,3,26,,,,,8,,
"Servicios sociales y de salud (017)",128,,54,58,11,2,,,1,2,,
"Otras activ. serv.comun.soc y personales (018)",120,,9,16,6,12,,1,1,75,,
"Hogares privados con servicio doméstico (019)",165,,,1,,,,,,164,,
"Actividad economica no especificada (021)",193,,3,5,20,,,,,1,,164
"Hombres (022)",7162,24,440,120,102,314,2647,313,508,2565,45,84
"Agric., ganadería, caza y silvicultura (023)",4712,1,3,5,1,,2642,3,2,2055,,
"Pesca (024)",5,,,,,,5,,,,,
"Explotación de minas y canteras (025)",47,1,3,6,2,,,29,3,3,,
"Industrias manufactureras (026)",226,,,6,4,1,,200,12,3,,
"Suministro de electricidad, gas y agua (027)",28,,,6,1,,,3,8,10,,
"Construcción (028)",392,,14,8,2,,,10,196,162,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",421,,1,19,1,238,,61,1,100,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",62,,,6,,12,,41,1,2,,
"Comercio al por mayor (031)",19,,,2,,16,,,,1,,
"Comercio al por menor (032)",340,,1,11,1,210,,20,,97,,
"Hoteles y restaurantes (033)",41,,2,1,,24,,,,14,,
"Trans., almac. y comunicaciones (034)",318,,3,2,5,,,3,272,33,,
"Intermediación financiera (035)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",101,,15,15,5,43,,2,6,15,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",269,14,11,7,54,2,,1,6,129,45,
"Enseñanza (038)",377,8,355,1,6,,,,,7,,
"Servicios sociales y de salud (039)",59,,21,25,9,2,,,1,1,,
"Otras activ. serv.comun.soc y personales (040)",62,,8,15,3,4,,1,1,30,,
"Hogares privados con servicio doméstico (041)",2,,,,,,,,,2,,
"Actividad economica no especificada (043)",101,,3,4,9,,,,,1,,84
"Mujeres (044)",1975,5,467,58,86,392,71,191,7,618,,80
"Agric., ganadería, caza y silvicultura (045)",243,,1,,1,,71,,,170,,
"Explotación de minas y canteras (047)",6,,,,,,,4,,2,,
"Industrias manufactureras (048)",194,,,2,,1,,186,3,2,,
"Suministro de electricidad, gas y agua (049)",2,,,1,,,,,,1,,
"Construcción (050)",11,,1,,,,,,2,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",365,,1,4,2,280,,1,,77,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",6,,,1,,5,,,,,,
"Comercio al por mayor (053)",15,,1,2,1,11,,,,,,
"Comercio al por menor (054)",344,,,1,1,264,,1,,77,,
"Hoteles y restaurantes (055)",207,,,4,1,103,,,,99,,
"Trans., almac. y comunicaciones (056)",19,,,1,5,,,,2,11,,
"Intermediación financiera (057)",3,,1,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",29,,2,4,8,,,,,15,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",69,2,8,4,31,,,,,24,,
"Enseñanza (060)",445,3,419,2,20,,,,,1,,
"Servicios sociales y de salud (061)",69,,33,33,2,,,,,1,,
"Otras activ. serv.comun.soc y personales (062)",58,,1,1,3,8,,,,45,,
"Hogares privados con servicio doméstico (063)",163,,,1,,,,,,162,,
"Actividad economica no especificada (065)",92,,,1,11,,,,,,,80
,,,,,,,,,,,,
"URBANA (066)",4444,26,808,159,179,564,567,305,434,1267,42,93
"Agric., ganadería, caza y silvicultura (067)",1133,1,2,4,2,,565,3,2,554,,
"Pesca (068)",2,,,,,,2,,,,,
"Explotación de minas y canteras (069)",46,1,3,4,2,,,28,3,5,,
"Industrias manufactureras (070)",236,,,7,4,2,,208,11,4,,
"Suministro de electricidad, gas y agua (071)",16,,,6,1,,,3,3,3,,
"Construcción (072)",305,,13,7,2,,,9,165,109,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",626,,2,19,3,418,,47,1,136,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",51,,,5,,10,,33,1,2,,
"Comercio al por mayor (075)",27,,1,3,1,21,,,,1,,
"Comercio al por menor (076)",548,,1,11,2,387,,14,,133,,
"Hoteles y restaurantes (077)",210,,2,5,1,101,,,,101,,
"Trans., almac. y comunicaciones (078)",293,,3,3,9,,,3,238,37,,
"Intermediación financiera (079)",4,,2,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",106,,16,18,12,28,,2,3,27,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",272,13,18,11,83,2,,1,6,96,42,
"Enseñanza (082)",728,11,685,3,23,,,,,6,,
"Servicios sociales y de salud (083)",119,,51,54,9,2,,,1,2,,
"Otras activ. serv.comun.soc y personales (084)",101,,8,12,6,11,,1,1,62,,
"Hogares privados con servicio doméstico (085)",125,,,1,,,,,,124,,
"Actividad economica no especificada (087)",122,,3,5,20,,,,,1,,93
"Hombres (088)",2968,21,397,103,96,243,535,231,428,825,42,47
"Agric., ganadería, caza y silvicultura (089)",1033,1,2,4,1,,533,3,2,487,,
"Pesca (090)",2,,,,,,2,,,,,
"Explotación de minas y canteras (091)",41,1,3,4,2,,,25,3,3,,
"Industrias manufactureras (092)",159,,,5,4,1,,138,9,2,,
"Suministro de electricidad, gas y agua (093)",15,,,5,1,,,3,3,3,,
"Construcción (094)",294,,12,7,2,,,9,163,101,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",326,,1,16,1,188,,46,1,73,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",46,,,5,,5,,33,1,2,,
"Comercio al por mayor (097)",15,,,1,,13,,,,1,,
"Comercio al por menor (098)",265,,1,10,1,170,,13,,70,,
"Hoteles y restaurantes (099)",34,,2,1,,18,,,,13,,
"Trans., almac. y comunicaciones (100)",274,,3,2,4,,,3,236,26,,
"Intermediación financiera (101)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",78,,15,14,4,28,,2,3,12,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",205,11,10,7,54,2,,1,6,72,42,
"Enseñanza (104)",336,8,318,1,4,,,,,5,,
"Servicios sociales y de salud (105)",53,,20,22,7,2,,,1,1,,
"Otras activ. serv.comun.soc y personales (106)",52,,7,11,3,4,,1,1,25,,
"Hogares privados con servicio doméstico (107)",1,,,,,,,,,1,,
"Actividad economica no especificada (109)",64,,3,4,9,,,,,1,,47
"Mujeres (110)",1476,5,411,56,83,321,32,74,6,442,,46
"Agric., ganadería, caza y silvicultura (111)",100,,,,1,,32,,,67,,
"Explotación de minas y canteras (113)",5,,,,,,,3,,2,,
"Industrias manufactureras (114)",77,,,2,,1,,70,2,2,,
"Suministro de electricidad, gas y agua (115)",1,,,1,,,,,,,,
"Construcción (116)",11,,1,,,,,,2,8,,
