"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CORONEL PORTILLO (000)",242900,40759,34489,10373,158087
"Conviviente (001)",92223,14985,9625,2873,64924
"Separado(a) (002)",8603,1128,971,292,6232
"Casado(a) (003)",41514,4502,11810,3196,22373
"Viudo(a) (004)",6431,838,919,274,4415
"Divorciado(a) (005)",896,71,218,70,545
"Soltero(a) (006)",93233,19235,10946,3668,59598
"Hombres (008)",122634,17948,17363,6458,81383
"Conviviente (009)",44043,5365,5157,1854,31787
"Separado(a) (010)",3122,293,332,141,2366
"Casado(a) (011)",20344,1905,5821,1975,10895
"Viudo(a) (012)",1842,243,245,72,1290
"Divorciado(a) (013)",420,23,90,42,269
"Soltero(a) (014)",52863,10119,5718,2374,34776
"Mujeres (016)",120266,22811,17126,3915,76704
"Conviviente (017)",48180,9620,4468,1019,33137
"Separado(a) (018)",5481,835,639,151,3866
"Casado(a) (019)",21170,2597,5989,1221,11478
"Viudo(a) (020)",4589,595,674,202,3125
"Divorciado(a) (021)",476,48,128,28,276
"Soltero(a) (022)",40370,9116,5228,1294,24822
,,,,,
"URBANA (024)",207833,27508,33363,9763,137931
"Conviviente (025)",75563,9280,9167,2650,54627
"Separado(a) (026)",7556,817,947,272,5538
"Casado(a) (027)",37070,3155,11544,3071,19643
"Viudo(a) (028)",5582,606,903,262,3824
"Divorciado(a) (029)",820,55,216,68,489
"Soltero(a) (030)",81242,13595,10586,3440,53810
"Hombres (032)",102759,11253,16750,6083,69140
"Conviviente (033)",35484,2890,4915,1745,26043
"Separado(a) (034)",2522,162,322,127,1921
"Casado(a) (035)",18022,1270,5668,1896,9420
"Viudo(a) (036)",1400,129,242,68,968
"Divorciado(a) (037)",379,19,90,40,234
"Soltero(a) (038)",44952,6783,5513,2207,30554
"Mujeres (040)",105074,16255,16613,3680,68791
"Conviviente (041)",40079,6390,4252,905,28584
"Separado(a) (042)",5034,655,625,145,3617
"Casado(a) (043)",19048,1885,5876,1175,10223
"Viudo(a) (044)",4182,477,661,194,2856
"Divorciado(a) (045)",441,36,126,28,255
"Soltero(a) (046)",36290,6812,5073,1233,23256
,,,,,
"RURAL (048)",35067,13251,1126,610,20156
"Conviviente (049)",16660,5705,458,223,10297
"Separado(a) (050)",1047,311,24,20,694
"Casado(a) (051)",4444,1347,266,125,2730
"Viudo(a) (052)",849,232,16,12,591
"Divorciado(a) (053)",76,16,2,2,56
"Soltero(a) (054)",11991,5640,360,228,5788
"Hombres (056)",19875,6695,613,375,12243
"Conviviente (057)",8559,2475,242,109,5744
"Separado(a) (058)",600,131,10,14,445
"Casado(a) (059)",2322,635,153,79,1475
"Viudo(a) (060)",442,114,3,4,322
"Divorciado(a) (061)",41,4,,2,35
"Soltero(a) (062)",7911,3336,205,167,4222
"Mujeres (064)",15192,6556,513,235,7913
"Conviviente (065)",8101,3230,216,114,4553
"Separado(a) (066)",447,180,14,6,249
"Casado(a) (067)",2122,712,113,46,1255
"Viudo(a) (068)",407,118,13,8,269
"Divorciado(a) (069)",35,12,2,,21
"Soltero(a) (070)",4080,2304,155,61,1566
