"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia OYON",,,,,,,,,
"Viviendas particulares (001)",278,146,69,21,24,1,3,1,13
"Ocupantes presentes (002)",1212,528,371,131,101,4,6,4,67
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",255,136,61,19,22,1,3,1,12
"Ocupantes presentes (005)",1110,496,327,117,95,4,6,4,61
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",9,2,6,1,,,,,
"Ocupantes presentes (011)",46,5,32,9,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",14,8,2,1,2,,,,1
"Ocupantes presentes (014)",56,27,12,5,6,,,,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",258,129,66,21,24,1,3,1,13
"Ocupantes presentes (029)",1156,487,356,131,101,4,6,4,67
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",235,119,58,19,22,1,3,1,12
"Ocupantes presentes (032)",1054,455,312,117,95,4,6,4,61
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",9,2,6,1,,,,,
"Ocupantes presentes (038)",46,5,32,9,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",14,8,2,1,2,,,,1
"Ocupantes presentes (041)",56,27,12,5,6,,,,6
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",20,17,3,,,,,,
"Ocupantes presentes (056)",56,41,15,,,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",20,17,3,,,,,,
"Ocupantes presentes (059)",56,41,15,,,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
