"CUADRO Nº 6: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES Y TOTAL DE OCUPANTES PRESENTES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y TIPO DE VIVIENDA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y TIPO DE VIVIENDA",TOTAL,,URBANA,,RURAL,
,"VIVIENDAS PARTICULARES","PERSONAS PRESENTES","VIVIENDAS PARTICULARES","PERSONAS PRESENTES","VIVIENDAS PARTICULARES","PERSONAS PRESENTES"
,,,,,,
"Provincia MANU (000)",4749,18562,1843,7013,2906,11549
"Casa independiente (001)",4022,15495,1670,6478,2352,9017
"Vivienda en quinta (003)",40,144,40,144,,
"Vivienda en casa de vecindad (004)",59,199,59,199,,
"Choza o cabaña (005)",514,2388,,,514,2388
"Vivienda improvisada (006)",56,148,56,148,,
"Local no dest.para hab. humana (007)",22,61,15,39,7,22
"Otro tipo (008)",36,127,3,5,33,122
