"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia GRAN CHIMU (000)",26528,6129,7382,5913,4633,2471
"Hombres (001)",14421,3162,4090,3298,2565,1306
"Mujeres (002)",12107,2967,3292,2615,2068,1165
"PEA (003)",10568,210,3489,3498,2526,845
"Hombres (004)",9054,178,3011,2917,2187,761
"Mujeres (005)",1514,32,478,581,339,84
"Ocupada (006)",10214,191,3265,3417,2503,838
"Hombres (007)",8757,167,2828,2843,2165,754
"Mujeres (008)",1457,24,437,574,338,84
"Desocupada (009)",354,19,224,81,23,7
"Hombres (010)",297,11,183,74,22,7
"Mujeres (011)",57,8,41,7,1,
"No PEA (012)",15960,5919,3893,2415,2107,1626
"Hombres (013)",5367,2984,1079,381,378,545
"Mujeres (014)",10593,2935,2814,2034,1729,1081
,,,,,,
"URBANA (018)",5876,1262,1609,1354,1048,603
"Hombres (019)",2910,637,800,655,534,284
"Mujeres (020)",2966,625,809,699,514,319
"PEA (021)",2409,51,721,859,615,163
"Hombres (022)",1688,38,518,561,444,127
"Mujeres (023)",721,13,203,298,171,36
"Ocupada (024)",2343,50,675,847,609,162
"Hombres (025)",1635,38,483,550,438,126
"Mujeres (026)",708,12,192,297,171,36
"Desocupada (027)",66,1,46,12,6,1
"Hombres (028)",53,,35,11,6,1
"Mujeres (029)",13,1,11,1,,
"No PEA (030)",3467,1211,888,495,433,440
"Hombres (031)",1222,599,282,94,90,157
"Mujeres (032)",2245,612,606,401,343,283
,,,,,,
"RURAL (036)",20652,4867,5773,4559,3585,1868
"Hombres (037)",11511,2525,3290,2643,2031,1022
"Mujeres (038)",9141,2342,2483,1916,1554,846
"PEA (039)",8159,159,2768,2639,1911,682
"Hombres (040)",7366,140,2493,2356,1743,634
"Mujeres (041)",793,19,275,283,168,48
"Ocupada (042)",7871,141,2590,2570,1894,676
"Hombres (043)",7122,129,2345,2293,1727,628
"Mujeres (044)",749,12,245,277,167,48
"Desocupada (045)",288,18,178,69,17,6
"Hombres (046)",244,11,148,63,16,6
"Mujeres (047)",44,7,30,6,1,
"No PEA (048)",12493,4708,3005,1920,1674,1186
"Hombres (049)",4145,2385,797,287,288,388
"Mujeres (050)",8348,2323,2208,1633,1386,798
