"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia OYON",,,,,,,,,
"Viviendas particulares (001)",3263,131,383,241,317,16,32,23,2120
"Ocupantes presentes (002)",12793,485,1508,863,1230,95,149,102,8361
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3058,127,338,229,300,16,27,22,1999
"Ocupantes presentes (005)",11905,470,1331,783,1162,95,132,97,7835
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",25,,,,1,,,,24
"Ocupantes presentes (008)",78,,,,4,,,,74
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",81,,35,4,5,,1,1,35
"Ocupantes presentes (011)",382,,134,35,32,,4,5,172
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",93,4,9,8,11,,4,,57
"Ocupantes presentes (014)",417,15,39,45,32,,13,,273
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,1,,,,,,
"Ocupantes presentes (017)",4,,4,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,,,,,,,,5
"Ocupantes presentes (023)",7,,,,,,,,7
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2620,119,350,130,271,15,31,17,1687
"Ocupantes presentes (029)",10730,439,1392,548,1071,91,148,80,6961
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2416,115,306,118,254,15,26,16,1566
"Ocupantes presentes (032)",9846,424,1219,468,1003,91,131,75,6435
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",25,,,,1,,,,24
"Ocupantes presentes (035)",78,,,,4,,,,74
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",81,,35,4,5,,1,1,35
"Ocupantes presentes (038)",382,,134,35,32,,4,5,172
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",93,4,9,8,11,,4,,57
"Ocupantes presentes (041)",417,15,39,45,32,,13,,273
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,,,,,,,,5
"Ocupantes presentes (050)",7,,,,,,,,7
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",643,12,33,111,46,1,1,6,433
"Ocupantes presentes (056)",2063,46,116,315,159,4,1,22,1400
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",642,12,32,111,46,1,1,6,433
"Ocupantes presentes (059)",2059,46,112,315,159,4,1,22,1400
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,1,,,,,,
"Ocupantes presentes (071)",4,,4,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
