"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCABAMBA (000)",33768,929,11471,10459,8232,2677
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",52,,4,29,18,1
"Profes., científicos e intelectuales (002)",1963,,499,1010,439,15
"Técnicos de nivel medio y trab.asimilados (003)",455,,154,208,82,11
"Jefes y empleados de oficina (004)",445,,140,208,95,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1274,9,375,445,362,83
"Agricult.trabaj. calif. agrop. y pesqueros (006)",15491,111,3522,4982,4923,1953
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1278,24,497,412,266,79
"Obreros construc., conf., papel, fab., instr. (008)",1011,4,391,387,204,25
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",8479,663,4413,1806,1277,320
"Otra (010)",66,,17,35,14,
"Ocupación no especificada (011)",800,,245,269,207,79
"Desocupado (012)",2454,118,1214,668,345,109
"Hombres (013)",26317,650,8754,8054,6572,2287
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",43,,1,26,15,1
"Profes., científicos e intelectuales (015)",1011,,269,461,269,12
"Técnicos de nivel medio y trab.asimilados (016)",290,,93,132,55,10
"Jefes y empleados de oficina (017)",245,,65,121,57,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",653,7,189,224,188,45
"Agricult.trabaj. calif. agrop. y pesqueros (019)",14481,97,3227,4729,4599,1829
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",594,5,207,212,123,47
"Obreros construc., conf., papel, fab., instr. (021)",978,2,374,380,197,25
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",5778,475,3332,1068,704,199
"Otra (023)",65,,16,35,14,
"Ocupación no especificada (024)",195,,66,74,33,22
"Desocupado (025)",1984,64,915,592,318,95
"Mujeres (026)",7451,279,2717,2405,1660,390
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",9,,3,3,3,
"Profes., científicos e intelectuales (028)",952,,230,549,170,3
"Técnicos de nivel medio y trab.asimilados (029)",165,,61,76,27,1
"Jefes y empleados de oficina (030)",200,,75,87,38,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",621,2,186,221,174,38
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1010,14,295,253,324,124
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",684,19,290,200,143,32
