"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia BOLIVAR (000)",11052,2294,1826,1963,1852,1296,1821
"Católica (001)",8662,1805,1449,1565,1450,990,1403
"Cristiana/Evangélica (002)",1597,322,255,250,255,209,306
"Otra (003)",437,90,58,80,70,54,85
"Ninguna (004)",356,77,64,68,77,43,27
"Hombres (006)",5721,1216,951,980,938,694,942
"Católica (007)",4531,941,784,788,751,534,733
"Cristiana/Evangélica (008)",789,182,111,122,115,106,153
"Otra (009)",201,44,23,36,27,28,43
"Ninguna (010)",200,49,33,34,45,26,13
"Mujeres (012)",5331,1078,875,983,914,602,879
"Católica (013)",4131,864,665,777,699,456,670
"Cristiana/Evangélica (014)",808,140,144,128,140,103,153
"Otra (015)",236,46,35,44,43,26,42
"Ninguna (016)",156,28,31,34,32,17,14
,,,,,,,
"URBANA (018)",4109,849,589,679,733,556,703
"Católica (019)",3301,696,461,552,598,440,554
"Cristiana/Evangélica (020)",487,94,74,68,78,73,100
"Otra (021)",208,36,31,37,38,29,37
"Ninguna (022)",113,23,23,22,19,14,12
"Hombres (024)",2058,420,300,319,370,292,357
"Católica (025)",1662,339,247,259,303,233,281
"Cristiana/Evangélica (026)",236,52,25,32,40,34,53
"Otra (027)",94,14,15,16,14,17,18
"Ninguna (028)",66,15,13,12,13,8,5
"Mujeres (030)",2051,429,289,360,363,264,346
"Católica (031)",1639,357,214,293,295,207,273
"Cristiana/Evangélica (032)",251,42,49,36,38,39,47
"Otra (033)",114,22,16,21,24,12,19
"Ninguna (034)",47,8,10,10,6,6,7
,,,,,,,
"RURAL (036)",6943,1445,1237,1284,1119,740,1118
"Católica (037)",5361,1109,988,1013,852,550,849
"Cristiana/Evangélica (038)",1110,228,181,182,177,136,206
"Otra (039)",229,54,27,43,32,25,48
"Ninguna (040)",243,54,41,46,58,29,15
"Hombres (042)",3663,796,651,661,568,402,585
"Católica (043)",2869,602,537,529,448,301,452
"Cristiana/Evangélica (044)",553,130,86,90,75,72,100
"Otra (045)",107,30,8,20,13,11,25
"Ninguna (046)",134,34,20,22,32,18,8
"Mujeres (048)",3280,649,586,623,551,338,533
"Católica (049)",2492,507,451,484,404,249,397
"Cristiana/Evangélica (050)",557,98,95,92,102,64,106
"Otra (051)",122,24,19,23,19,14,23
"Ninguna (052)",109,20,21,24,26,11,7
