"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia PALLASCA (000)",427,184,243
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",72,72,
"Casa pensión (003)",8,8,
"Hospital, clinica (004)",6,6,
"Aldea infantil, orfelinato, etc (007)",1,1,
"Otro (008)",290,47,243
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",50,50,
