"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SIHUAS (000)",30700,580,11430,7044,5091,4203,2352
"Hombres (001)",15106,286,5752,3610,2394,2021,1043
"Mujeres (002)",15594,294,5678,3434,2697,2182,1309
"Viviendas particulares (003)",30554,580,11418,7008,5017,4181,2350
"Hombres (004)",15003,286,5746,3589,2337,2003,1042
"Mujeres (005)",15551,294,5672,3419,2680,2178,1308
"Viviendas colectivas (006)",80,,8,20,42,8,2
"Hombres (007)",52,,5,12,28,6,1
"Mujeres (008)",28,,3,8,14,2,1
"Otro tipo (009)",66,,4,16,32,14,
"Hombres (010)",51,,1,9,29,12,
"Mujeres (011)",15,,3,7,3,2,
,,,,,,,
"URBANA (012)",7977,135,2563,2011,1559,1130,579
"Hombres (013)",3997,68,1326,1038,738,563,264
"Mujeres (014)",3980,67,1237,973,821,567,315
"Viviendas particulares (015)",7833,135,2551,1976,1486,1108,577
"Hombres (016)",3895,68,1320,1018,681,545,263
"Mujeres (017)",3938,67,1231,958,805,563,314
"Viviendas colectivas (018)",78,,8,19,41,8,2
"Hombres (019)",51,,5,11,28,6,1
"Mujeres (020)",27,,3,8,13,2,1
"Otro tipo (021)",66,,4,16,32,14,
"Hombres (022)",51,,1,9,29,12,
"Mujeres (023)",15,,3,7,3,2,
,,,,,,,
"RURAL (024)",22723,445,8867,5033,3532,3073,1773
"Hombres (025)",11109,218,4426,2572,1656,1458,779
"Mujeres (026)",11614,227,4441,2461,1876,1615,994
"Viviendas particulares (027)",22721,445,8867,5032,3531,3073,1773
"Hombres (028)",11108,218,4426,2571,1656,1458,779
"Mujeres (029)",11613,227,4441,2461,1875,1615,994
"Viviendas colectivas (030)",2,,,1,1,,
"Hombres (031)",1,,,1,,,
"Mujeres (032)",1,,,,1,,
