"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CHOTA",,,,,,,
"Viviendas particulares (001)",38911,3130,230,369,34035,526,621
"Ocupantes presentes (002)",159146,10703,938,1530,141708,1871,2396
"Casa independiente",,,,,,,
"Viviendas particulares (004)",38184,2937,222,359,33567,513,586
"Ocupantes presentes (005)",156428,10115,898,1495,139829,1831,2260
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",80,59,,2,17,1,1
"Ocupantes presentes (008)",243,163,,4,58,11,7
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",74,61,,1,10,,2
"Ocupantes presentes (011)",236,156,,7,67,,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",58,47,,,11,,
"Ocupantes presentes (014)",195,158,,,37,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",495,20,8,7,420,9,31
"Ocupantes presentes (017)",1976,97,40,24,1676,19,120
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,,,,1,,
"Ocupantes presentes (020)",1,,,,1,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",16,3,,,9,3,1
"Ocupantes presentes (023)",59,6,,,40,10,3
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,3,,,,,
"Ocupantes presentes (026)",8,8,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",8457,1913,43,169,6015,82,235
"Ocupantes presentes (029)",31640,6278,147,650,23417,277,871
"Casa independiente",,,,,,,
"Viviendas particulares (031)",8234,1742,43,166,5972,79,232
"Ocupantes presentes (032)",30937,5789,147,639,23243,261,858
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",80,59,,2,17,1,1
"Ocupantes presentes (035)",243,163,,4,58,11,7
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",74,61,,1,10,,2
"Ocupantes presentes (038)",236,156,,7,67,,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",58,47,,,11,,
"Ocupantes presentes (041)",195,158,,,37,,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,,,,1,,
"Ocupantes presentes (047)",1,,,,1,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",8,2,,,4,2,
"Ocupantes presentes (050)",21,5,,,11,5,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,2,,,,,
"Ocupantes presentes (053)",7,7,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",30454,1217,187,200,28020,444,386
"Ocupantes presentes (056)",127506,4425,791,880,118291,1594,1525
"Casa independiente",,,,,,,
"Viviendas particulares (058)",29950,1195,179,193,27595,434,354
"Ocupantes presentes (059)",125491,4326,751,856,116586,1570,1402
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",495,20,8,7,420,9,31
"Ocupantes presentes (071)",1976,97,40,24,1676,19,120
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",8,1,,,5,1,1
"Ocupantes presentes (077)",38,1,,,29,5,3
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,1,,,,,
"Ocupantes presentes (080)",1,1,,,,,
