"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CANAS (000)",23062,12560,41,150,9928,107,12,22,,242
"Hombres (001)",10054,6748,31,74,2994,59,8,11,,129
"Mujeres (002)",13008,5812,10,76,6934,48,4,11,,113
"De 06 a 14 años (003)",9529,9259,,,145,38,,3,,84
"Hombres (004)",4971,4847,,,58,27,,1,,38
"Mujeres (005)",4558,4412,,,87,11,,2,,46
"De 15 a 29 años (006)",5741,3214,,41,2429,,5,4,,48
"Hombres (007)",2604,1850,,22,702,,3,3,,24
"Mujeres (008)",3137,1364,,19,1727,,2,1,,24
"De 30 a 44 años (009)",2983,71,1,41,2821,,4,4,,41
"Hombres (010)",854,44,1,23,753,,3,2,,28
"Mujeres (011)",2129,27,,18,2068,,1,2,,13
"De 45 a 64 años (012)",2720,13,16,33,2618,1,3,3,,33
"Hombres (013)",865,6,13,15,801,1,2,2,,25
"Mujeres (014)",1855,7,3,18,1817,,1,1,,8
"De 65 y más años (015)",2089,3,24,35,1915,68,,8,,36
"Hombres (016)",760,1,17,14,680,31,,3,,14
"Mujeres (017)",1329,2,7,21,1235,37,,5,,22
,,,,,,,,,,
"AREA URBANA (018)",3487,2014,20,46,1361,11,4,2,,29
"Hombres (019)",1535,1061,17,19,421,3,2,1,,11
"Mujeres (020)",1952,953,3,27,940,8,2,1,,18
"De 06 a 14 años (021)",1389,1349,,,33,2,,,,5
"Hombres (022)",718,697,,,19,,,,,2
"Mujeres (023)",671,652,,,14,2,,,,3
"De 15 a 29 años (024)",1034,640,,15,366,,2,1,,10
"Hombres (025)",485,351,,7,122,,1,1,,3
"Mujeres (026)",549,289,,8,244,,1,,,7
"De 30 a 44 años (027)",454,21,,11,416,,2,,,4
"Hombres (028)",123,12,,7,100,,1,,,3
"Mujeres (029)",331,9,,4,316,,1,,,1
"De 45 a 64 años (030)",334,3,10,11,308,,,,,2
"Hombres (031)",108,1,9,3,93,,,,,2
"Mujeres (032)",226,2,1,8,215,,,,,
"De 65 y más años (033)",276,1,10,9,238,9,,1,,8
"Hombres (034)",101,,8,2,87,3,,,,1
"Mujeres (035)",175,1,2,7,151,6,,1,,7
,,,,,,,,,,
"AREA RURAL (036)",19575,10546,21,104,8567,96,8,20,,213
"Hombres (037)",8519,5687,14,55,2573,56,6,10,,118
"Mujeres (038)",11056,4859,7,49,5994,40,2,10,,95
"De 06 a 14 años (039)",8140,7910,,,112,36,,3,,79
"Hombres (040)",4253,4150,,,39,27,,1,,36
"Mujeres (041)",3887,3760,,,73,9,,2,,43
"De 15 a 29 años (042)",4707,2574,,26,2063,,3,3,,38
"Hombres (043)",2119,1499,,15,580,,2,2,,21
"Mujeres (044)",2588,1075,,11,1483,,1,1,,17
"De 30 a 44 años (045)",2529,50,1,30,2405,,2,4,,37
"Hombres (046)",731,32,1,16,653,,2,2,,25
"Mujeres (047)",1798,18,,14,1752,,,2,,12
"De 45 a 64 años (048)",2386,10,6,22,2310,1,3,3,,31
"Hombres (049)",757,5,4,12,708,1,2,2,,23
"Mujeres (050)",1629,5,2,10,1602,,1,1,,8
"De 65 y más años (051)",1813,2,14,26,1677,59,,7,,28
"Hombres (052)",659,1,9,12,593,28,,3,,13
"Mujeres (053)",1154,1,5,14,1084,31,,4,,15
