"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia PUERTO INCA",,,,,
"Viviendas particulares (001)",103,22,12,56,13
"Ocupantes presentes (002)",400,86,59,213,42
"Casa independiente",,,,,
"Viviendas particulares (004)",97,17,12,55,13
"Ocupantes presentes (005)",389,76,59,212,42
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",6,5,,1,
"Ocupantes presentes (011)",11,10,,1,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",95,21,9,52,13
"Ocupantes presentes (029)",359,81,38,198,42
"Casa independiente",,,,,
"Viviendas particulares (031)",89,16,9,51,13
"Ocupantes presentes (032)",348,71,38,197,42
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",6,5,,1,
"Ocupantes presentes (038)",11,10,,1,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",8,1,3,4,
"Ocupantes presentes (056)",41,5,21,15,
"Casa independiente",,,,,
"Viviendas particulares (058)",8,1,3,4,
"Ocupantes presentes (059)",41,5,21,15,
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
