"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LIMA (000)",7231601,423979,1779811,896710,4228159
"Quechua (001)",456225,18544,82041,26803,330239
"Aymara (002)",25898,1041,4812,1953,18391
"Asháninka (003)",1750,206,345,439,903
"Otra lengua nativa (004)",4651,307,753,499,3133
"Castellano (005)",6725320,403180,1688878,861457,3866534
"Idioma Extranjero (006)",12692,207,2129,5257,5530
"Es Sordomudo/a (007)",5065,494,853,302,3429
"Hombres (009)",3522483,197105,855835,470165,2048697
"Quechua (010)",210382,7492,42577,15699,145535
"Aymara (011)",12519,482,2514,1189,8479
"Asháninka (012)",851,92,176,237,414
"Otra lengua nativa (013)",2321,142,388,283,1526
"Castellano (014)",3287117,188530,808664,449833,1888030
"Idioma Extranjero (015)",6559,104,1047,2757,2872
"Es Sordomudo/a (016)",2734,263,469,167,1841
"Mujeres (018)",3709118,226874,923976,426545,2179462
"Quechua (019)",245843,11052,39464,11104,184704
"Aymara (020)",13379,559,2298,764,9912
"Asháninka (021)",899,114,169,202,489
"Otra lengua nativa (022)",2330,165,365,216,1607
"Castellano (023)",3438203,214650,880214,411624,1978504
"Idioma Extranjero (024)",6133,103,1082,2500,2658
"Es Sordomudo/a (025)",2331,231,384,135,1588
,,,,,
"URBANA (027)",7222488,422600,1778848,896423,4221667
"Quechua (028)",454781,18421,81896,26760,329103
"Aymara (029)",25879,1038,4810,1951,18378
"Asháninka (030)",1750,206,345,439,903
"Otra lengua nativa (031)",4650,307,753,499,3132
"Castellano (032)",6717684,401930,1688062,861216,3861201
"Idioma Extranjero (033)",12689,207,2129,5256,5528
"Es Sordomudo/a (034)",5055,491,853,302,3422
"Hombres (036)",3517657,196467,855257,469983,2045262
"Quechua (037)",209638,7447,42480,15672,144957
"Aymara (038)",12507,481,2513,1188,8470
"Asháninka (039)",851,92,176,237,414
"Otra lengua nativa (040)",2320,142,388,283,1525
"Castellano (041)",3283055,187939,808184,449680,1885188
"Idioma Extranjero (042)",6558,104,1047,2756,2872
"Es Sordomudo/a (043)",2728,262,469,167,1836
"Mujeres (045)",3704831,226133,923591,426440,2176405
"Quechua (046)",245143,10974,39416,11088,184146
"Aymara (047)",13372,557,2297,763,9908
"Asháninka (048)",899,114,169,202,489
"Otra lengua nativa (049)",2330,165,365,216,1607
"Castellano (050)",3434629,213991,879878,411536,1976013
"Idioma Extranjero (051)",6131,103,1082,2500,2656
"Es Sordomudo/a (052)",2327,229,384,135,1586
,,,,,
"RURAL (054)",9113,1379,963,287,6492
"Quechua (055)",1444,123,145,43,1136
"Aymara (056)",19,3,2,2,13
"Otra lengua nativa (058)",1,,,,1
"Castellano (059)",7636,1250,816,241,5333
"Idioma Extranjero (060)",3,,,1,2
"Es Sordomudo/a (061)",10,3,,,7
"Hombres (063)",4826,638,578,182,3435
"Quechua (064)",744,45,97,27,578
"Aymara (065)",12,1,1,1,9
"Otra lengua nativa (067)",1,,,,1
"Castellano (068)",4062,591,480,153,2842
"Idioma Extranjero (069)",1,,,1,
"Es Sordomudo/a (070)",6,1,,,5
"Mujeres (072)",4287,741,385,105,3057
"Quechua (073)",700,78,48,16,558
"Aymara (074)",7,2,1,1,4
"Castellano (077)",3574,659,336,88,2491
"Idioma Extranjero (078)",2,,,,2
"Es Sordomudo/a (079)",4,2,,,2
