"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia ANGARAES (000)",17715,5429,12286
"Casa independiente (001)",15863,5198,10665
"Departamento en edificio (002)",10,10,
"Vivienda en quinta (003)",128,128,
"Vivienda en casa de vecindad (004)",66,66,
"Choza o cabaña (005)",1616,,1616
"Vivienda improvisada (006)",13,13,
"Local no dest.para hab. humana (007)",17,14,3
"Otro tipo (008)",2,,2
