"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SIHUAS (000)",7658,7365,21,1206,1145,1107,1864,1324,543,155,293,29754
"De 12 a 14 años (001)",11,4,,3,1,,,,,,7,5
"De 15 a 19 años (002)",210,181,3,162,12,3,1,,,,29,199
"De 20 a 24 años (003)",801,694,4,395,209,62,23,1,,,107,1104
"De 25 a 29 años (004)",720,670,1,213,215,165,75,1,,,50,1462
"De 30 a 34 años (005)",877,850,,129,218,225,218,56,3,1,27,2579
"De 35 a 39 años (006)",891,872,,68,140,176,337,118,28,5,19,3374
"De 40 a 44 años (007)",839,829,1,24,83,129,311,204,72,5,10,3917
"De 45 a 49 años (008)",711,705,2,38,59,90,197,211,83,25,6,3631
"De 50 y más años (009)",2598,2560,10,174,208,257,702,733,357,119,38,13483
"PEA (010)",2218,2108,4,403,368,353,500,316,124,40,110,7886
"De 15 a 19 años (012)",36,32,,31,,1,,,,,4,34
"De 20 a 24 años (013)",236,190,1,106,59,19,4,1,,,46,304
"De 25 a 29 años (014)",220,201,1,93,55,37,15,,,,19,379
"De 30 a 34 años (015)",295,278,,66,76,67,58,10,1,,17,745
"De 35 a 39 años (016)",293,285,,35,56,68,84,36,4,2,8,996
"De 40 a 44 años (017)",325,321,,13,44,65,118,56,22,3,4,1390
"De 45 a 49 años (018)",230,228,1,14,19,33,75,54,23,9,2,1119
"De 50 y más años (019)",583,573,1,45,59,63,146,159,74,26,10,2919
"Ocupada (020)",2165,2062,3,383,364,344,492,313,124,39,103,7768
"De 15 a 19 años (022)",35,31,,30,,1,,,,,4,33
"De 20 a 24 años (023)",225,182,,99,59,19,4,1,,,43,297
"De 25 a 29 años (024)",213,194,1,88,54,36,15,,,,19,369
