"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PALLASCA (000)",25056,3428,609,12210,6179,570,676,430,954
"Hombres (001)",12648,827,310,6246,3607,395,405,286,572
"Mujeres (002)",12408,2601,299,5964,2572,175,271,144,382
"PEA (003)",8496,730,8,3445,2372,359,511,296,775
"Hombres (004)",6754,467,7,2892,2007,293,352,234,502
"Mujeres (005)",1742,263,1,553,365,66,159,62,273
"Ocupada (006)",7928,693,8,3155,2184,344,501,284,759
"Hombres (007)",6296,444,7,2650,1855,282,344,224,490
"Mujeres (008)",1632,249,1,505,329,62,157,60,269
"Desocupada (009)",568,37,,290,188,15,10,12,16
"Hombres (010)",458,23,,242,152,11,8,10,12
"Mujeres (011)",110,14,,48,36,4,2,2,4
"No PEA (012)",16560,2698,601,8765,3807,211,165,134,179
"Hombres (013)",5894,360,303,3354,1600,102,53,52,70
"Mujeres (014)",10666,2338,298,5411,2207,109,112,82,109
,,,,,,,,,
"URBANA (018)",13171,1578,287,5694,3656,429,498,342,687
"Hombres (019)",6550,325,146,2841,2026,284,291,229,408
"Mujeres (020)",6621,1253,141,2853,1630,145,207,113,279
"PEA (021)",4667,313,2,1536,1407,254,375,234,546
"Hombres (022)",3495,167,2,1220,1123,203,248,185,347
"Mujeres (023)",1172,146,,316,284,51,127,49,199
"Ocupada (024)",4358,300,2,1406,1280,245,368,224,533
"Hombres (025)",3247,158,2,1111,1022,197,243,176,338
"Mujeres (026)",1111,142,,295,258,48,125,48,195
"Desocupada (027)",309,13,,130,127,9,7,10,13
"Hombres (028)",248,9,,109,101,6,5,9,9
"Mujeres (029)",61,4,,21,26,3,2,1,4
"No PEA (030)",8504,1265,285,4158,2249,175,123,108,141
"Hombres (031)",3055,158,144,1621,903,81,43,44,61
"Mujeres (032)",5449,1107,141,2537,1346,94,80,64,80
,,,,,,,,,
"RURAL (036)",11885,1850,322,6516,2523,141,178,88,267
"Hombres (037)",6098,502,164,3405,1581,111,114,57,164
"Mujeres (038)",5787,1348,158,3111,942,30,64,31,103
"PEA (039)",3829,417,6,1909,965,105,136,62,229
"Hombres (040)",3259,300,5,1672,884,90,104,49,155
"Mujeres (041)",570,117,1,237,81,15,32,13,74
"Ocupada (042)",3570,393,6,1749,904,99,133,60,226
"Hombres (043)",3049,286,5,1539,833,85,101,48,152
"Mujeres (044)",521,107,1,210,71,14,32,12,74
"Desocupada (045)",259,24,,160,61,6,3,2,3
"Hombres (046)",210,14,,133,51,5,3,1,3
"Mujeres (047)",49,10,,27,10,1,,1,
"No PEA (048)",8056,1433,316,4607,1558,36,42,26,38
"Hombres (049)",2839,202,159,1733,697,21,10,8,9
"Mujeres (050)",5217,1231,157,2874,861,15,32,18,29
