"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",6115,4430,649,368,668
"Hombres (001)",4648,3499,516,256,377
"Mujeres (002)",1467,931,133,112,291
"De 06 a 14 años (003)",82,71,5,2,4
"Hombres (004)",61,55,2,1,3
"Mujeres (005)",21,16,3,1,1
"De 15 a 29 años (006)",2059,1472,274,102,211
"Hombres (007)",1590,1198,222,70,100
"Mujeres (008)",469,274,52,32,111
"De 30 a 44 años (009)",2161,1482,242,168,269
"Hombres (010)",1566,1129,186,108,143
"Mujeres (011)",595,353,56,60,126
"De 45 a 64 años (012)",1525,1150,121,88,166
"Hombres (013)",1191,903,100,69,119
"Mujeres (014)",334,247,21,19,47
"De 65 y más años (015)",288,255,7,8,18
"Hombres (016)",240,214,6,8,12
"Mujeres (017)",48,41,1,,6
,,,,,
"URBANA (018)",4857,3351,576,338,592
"Hombres (019)",3586,2561,460,232,333
"Mujeres (020)",1271,790,116,106,259
"De 06 a 14 años (021)",80,69,5,2,4
"Hombres (022)",59,53,2,1,3
"Mujeres (023)",21,16,3,1,1
"De 15 a 29 años (024)",1715,1193,242,91,189
"Hombres (025)",1300,951,195,60,94
"Mujeres (026)",415,242,47,31,95
"De 30 a 44 años (027)",1715,1117,211,154,233
"Hombres (028)",1204,821,166,98,119
"Mujeres (029)",511,296,45,56,114
"De 45 a 64 años (030)",1185,843,111,83,148
"Hombres (031)",897,636,91,65,105
"Mujeres (032)",288,207,20,18,43
"De 65 y más años (033)",162,129,7,8,18
"Hombres (034)",126,100,6,8,12
"Mujeres (035)",36,29,1,,6
,,,,,
"RURAL (036)",1258,1079,73,30,76
"Hombres (037)",1062,938,56,24,44
"Mujeres (038)",196,141,17,6,32
"De 06 a 14 años (039)",2,2,,,
"Hombres (040)",2,2,,,
"De 15 a 29 años (042)",344,279,32,11,22
"Hombres (043)",290,247,27,10,6
"Mujeres (044)",54,32,5,1,16
"De 30 a 44 años (045)",446,365,31,14,36
"Hombres (046)",362,308,20,10,24
"Mujeres (047)",84,57,11,4,12
"De 45 a 64 años (048)",340,307,10,5,18
"Hombres (049)",294,267,9,4,14
"Mujeres (050)",46,40,1,1,4
"De 65 y más años (051)",126,126,,,
"Hombres (052)",114,114,,,
"Mujeres (053)",12,12,,,
