"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LAMPA (000)",2014,903,1111
"De 14 a 29 años (001)",1043,628,415
"De 30 a 44 años (002)",620,229,391
"De 45 a 64 años (003)",284,46,238
"De 65 y más años (004)",67,,67
"Hombres (005)",1575,665,910
"De 14 a 29 años (006)",756,443,313
"De 30 a 44 años (007)",510,180,330
"De 45 a 64 años (008)",249,42,207
"De 65 y más años (009)",60,,60
"Mujeres (010)",439,238,201
"De 14 a 29 años (011)",287,185,102
"De 30 a 44 años (012)",110,49,61
"De 45 a 64 años (013)",35,4,31
"De 65 y más años (014)",7,,7
,,,
"AREA URBANA (015)",799,378,421
"De 14 a 29 años (016)",433,262,171
"De 30 a 44 años (017)",271,98,173
"De 45 a 64 años (018)",79,18,61
"De 65 y más años (019)",16,,16
"Hombres (020)",613,270,343
"De 14 a 29 años (021)",307,179,128
"De 30 a 44 años (022)",222,75,147
"De 45 a 64 años (023)",69,16,53
"De 65 y más años (024)",15,,15
"Mujeres (025)",186,108,78
"De 14 a 29 años (026)",126,83,43
"De 30 a 44 años (027)",49,23,26
"De 45 a 64 años (028)",10,2,8
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",1215,525,690
"De 14 a 29 años (031)",610,366,244
"De 30 a 44 años (032)",349,131,218
"De 45 a 64 años (033)",205,28,177
"De 65 y más años (034)",51,,51
"Hombres (035)",962,395,567
"De 14 a 29 años (036)",449,264,185
"De 30 a 44 años (037)",288,105,183
"De 45 a 64 años (038)",180,26,154
"De 65 y más años (039)",45,,45
"Mujeres (040)",253,130,123
"De 14 a 29 años (041)",161,102,59
"De 30 a 44 años (042)",61,26,35
"De 45 a 64 años (043)",25,2,23
"De 65 y más años (044)",6,,6
