"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia SIHUAS",,,,,,,,
"Hogares (001)",7070,4231,1559,423,46,279,216,2425
"Ocupantes presentes (002)",30554,19387,6890,1879,215,1262,999,9421
"Casa independiente",,,,,,,,
"Hogares (004)",6975,4172,1547,419,45,279,215,2391
"Ocupantes presentes (005)",30199,19142,6835,1864,210,1262,998,9324
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",19,13,9,4,1,,1,4
"Ocupantes presentes (014)",70,47,39,15,5,,1,10
"Choza o cabaña",,,,,,,,
"Hogares (016)",72,44,2,,,,,28
"Ocupantes presentes (017)",275,190,13,,,,,85
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1,1,1,,,,,
"Ocupantes presentes (020)",3,3,3,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",3,1,,,,,,2
"Ocupantes presentes (023)",7,5,,,,,,2
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",1938,1275,1026,334,43,255,205,388
"Ocupantes presentes (029)",7833,5396,4336,1440,198,1142,944,1333
"Casa independiente",,,,,,,,
"Hogares (031)",1917,1260,1016,330,42,255,204,384
"Ocupantes presentes (032)",7755,5341,4294,1425,193,1142,943,1323
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",19,13,9,4,1,,1,4
"Ocupantes presentes (041)",70,47,39,15,5,,1,10
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1,1,1,,,,,
"Ocupantes presentes (047)",3,3,3,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",1,1,,,,,,
"Ocupantes presentes (050)",5,5,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",5132,2956,533,89,3,24,11,2037
"Ocupantes presentes (056)",22721,13991,2554,439,17,120,55,8088
"Casa independiente",,,,,,,,
"Hogares (058)",5058,2912,531,89,3,24,11,2007
"Ocupantes presentes (059)",22444,13801,2541,439,17,120,55,8001
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",72,44,2,,,,,28
"Ocupantes presentes (071)",275,190,13,,,,,85
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,,,,,,,2
"Ocupantes presentes (077)",2,,,,,,,2
"Otro tipo",,,,,,,,
