"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia OXAPAMPA",,,,,,,,,
"Viviendas particulares (001)",241,95,38,54,37,5,4,4,4
"Ocupantes presentes (002)",890,318,146,209,145,21,14,22,15
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",166,49,35,39,27,4,4,4,4
"Ocupantes presentes (005)",655,177,135,157,118,17,14,22,15
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",30,29,,,,1,,,
"Ocupantes presentes (008)",91,87,,,,4,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",24,12,3,3,6,,,,
"Ocupantes presentes (011)",72,35,11,6,20,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,,,5,4,,,,
"Ocupantes presentes (014)",29,,,22,7,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",11,4,,7,,,,,
"Ocupantes presentes (020)",39,15,,24,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",221,77,38,54,35,5,4,4,4
"Ocupantes presentes (029)",823,260,146,209,136,21,14,22,15
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",146,31,35,39,25,4,4,4,4
"Ocupantes presentes (032)",588,119,135,157,109,17,14,22,15
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",30,29,,,,1,,,
"Ocupantes presentes (035)",91,87,,,,4,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",24,12,3,3,6,,,,
"Ocupantes presentes (038)",72,35,11,6,20,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,,,5,4,,,,
"Ocupantes presentes (041)",29,,,22,7,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",11,4,,7,,,,,
"Ocupantes presentes (047)",39,15,,24,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",20,18,,,2,,,,
"Ocupantes presentes (056)",67,58,,,9,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",20,18,,,2,,,,
"Ocupantes presentes (059)",67,58,,,9,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
