"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAYTARA (000)",20347,4768,2645,648,12485
"Hombres (001)",10724,2340,1905,459,6209
"Mujeres (002)",9623,2428,740,189,6276
"PEA (003)",8638,501,2000,418,5902
"Hombres (004)",6236,298,1664,365,4088
"Mujeres (005)",2402,203,336,53,1814
"Ocupada (006)",8262,478,1987,401,5577
"Hombres (007)",5938,281,1655,349,3830
"Mujeres (008)",2324,197,332,52,1747
"Desocupada (009)",376,23,13,17,325
"Hombres (010)",298,17,9,16,258
"Mujeres (011)",78,6,4,1,67
"No PEA (012)",11709,4267,645,230,6583
"Hombres (013)",4488,2042,241,94,2121
"Mujeres (014)",7221,2225,404,136,4462
,,,,,
"URBANA (018)",5966,1226,875,165,3707
"Hombres (019)",3040,641,465,122,1816
"Mujeres (020)",2926,585,410,43,1891
"PEA (021)",2558,141,529,125,1766
"Hombres (022)",1696,89,332,104,1173
"Mujeres (023)",862,52,197,21,593
"Ocupada (024)",2411,138,520,116,1639
"Hombres (025)",1590,87,327,96,1081
"Mujeres (026)",821,51,193,20,558
"Desocupada (027)",147,3,9,9,127
"Hombres (028)",106,2,5,8,92
"Mujeres (029)",41,1,4,1,35
"No PEA (030)",3408,1085,346,40,1941
"Hombres (031)",1344,552,133,18,643
"Mujeres (032)",2064,533,213,22,1298
,,,,,
"RURAL (036)",14381,3542,1770,483,8778
"Hombres (037)",7684,1699,1440,337,4393
"Mujeres (038)",6697,1843,330,146,4385
"PEA (039)",6080,360,1471,293,4136
"Hombres (040)",4540,209,1332,261,2915
"Mujeres (041)",1540,151,139,32,1221
"Ocupada (042)",5851,340,1467,285,3938
"Hombres (043)",4348,194,1328,253,2749
"Mujeres (044)",1503,146,139,32,1189
"Desocupada (045)",229,20,4,8,198
"Hombres (046)",192,15,4,8,166
"Mujeres (047)",37,5,,,32
"No PEA (048)",8301,3182,299,190,4642
"Hombres (049)",3144,1490,108,76,1478
"Mujeres (050)",5157,1692,191,114,3164
