"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",47383,4421,950,491,41537
"Sin Nivel (001)",6980,1034,85,79,5787
"Educación Inicial (002)",1008,328,16,10,656
"Primaria (003)",17533,2059,253,153,15073
"Secundaria (004)",18320,913,265,142,17002
"Sup. no Univ. Incompleta (005)",1184,29,37,18,1102
"Sup. no Univ. Completa (006)",794,15,85,30,664
"Sup. Univ. Incompleta (007)",748,12,21,21,694
"Sup. Univ. Completa (008)",816,31,188,38,559
"Hombres (010)",25278,2176,547,274,22294
"Sin Nivel (011)",2713,529,43,25,2121
"Educación Inicial (012)",529,170,7,6,347
"Primaria (013)",8356,995,115,76,7173
"Secundaria (014)",11273,428,155,82,10610
"Sup. no Univ. Incompleta (015)",778,14,23,13,730
"Sup. no Univ. Completa (016)",534,7,55,25,447
"Sup. Univ. Incompleta (017)",497,9,13,16,459
"Sup. Univ. Completa (018)",598,24,136,31,407
"Mujeres (020)",22105,2245,403,217,19243
"Sin Nivel (021)",4267,505,42,54,3666
"Educación Inicial (022)",479,158,9,4,309
"Primaria (023)",9177,1064,138,77,7900
"Secundaria (024)",7047,485,110,60,6392
"Sup. no Univ. Incompleta (025)",406,15,14,5,372
"Sup. no Univ. Completa (026)",260,8,30,5,217
"Sup. Univ. Incompleta (027)",251,3,8,5,235
"Sup. Univ. Completa (028)",218,7,52,7,152
,,,,,
"URBANA (030)",31556,2347,845,412,27963
"Sin Nivel (031)",3540,529,71,51,2890
"Educación Inicial (032)",715,185,15,6,510
"Primaria (033)",10948,958,237,136,9622
"Secundaria (034)",13444,596,232,131,12487
"Sup. no Univ. Incompleta (035)",988,26,36,16,912
"Sup. no Univ. Completa (036)",607,12,71,26,498
"Sup. Univ. Incompleta (037)",621,11,17,19,574
"Sup. Univ. Completa (038)",693,30,166,27,470
"Hombres (040)",17051,1152,476,223,15208
"Sin Nivel (041)",1464,278,38,14,1135
"Educación Inicial (042)",374,96,6,2,270
"Primaria (043)",5121,459,109,64,4492
"Secundaria (044)",8146,270,128,74,7676
"Sup. no Univ. Incompleta (045)",640,13,22,11,596
"Sup. no Univ. Completa (046)",403,5,46,22,330
"Sup. Univ. Incompleta (047)",407,8,10,14,375
"Sup. Univ. Completa (048)",496,23,117,22,334
"Mujeres (050)",14505,1195,369,189,12755
"Sin Nivel (051)",2076,251,33,37,1755
"Educación Inicial (052)",341,89,9,4,240
"Primaria (053)",5827,499,128,72,5130
"Secundaria (054)",5298,326,104,57,4811
"Sup. no Univ. Incompleta (055)",348,13,14,5,316
"Sup. no Univ. Completa (056)",204,7,25,4,168
"Sup. Univ. Incompleta (057)",214,3,7,5,199
"Sup. Univ. Completa (058)",197,7,49,5,136
,,,,,
"RURAL (060)",15827,2074,105,79,13574
"Sin Nivel (061)",3440,505,14,28,2897
"Educación Inicial (062)",293,143,1,4,146
"Primaria (063)",6585,1101,16,17,5451
"Secundaria (064)",4876,317,33,11,4515
"Sup. no Univ. Incompleta (065)",196,3,1,2,190
"Sup. no Univ. Completa (066)",187,3,14,4,166
"Sup. Univ. Incompleta (067)",127,1,4,2,120
"Sup. Univ. Completa (068)",123,1,22,11,89
"Hombres (070)",8227,1024,71,51,7086
"Sin Nivel (071)",1249,251,5,11,986
"Educación Inicial (072)",155,74,1,4,77
"Primaria (073)",3235,536,6,12,2681
"Secundaria (074)",3127,158,27,8,2934
"Sup. no Univ. Incompleta (075)",138,1,1,2,134
"Sup. no Univ. Completa (076)",131,2,9,3,117
"Sup. Univ. Incompleta (077)",90,1,3,2,84
"Sup. Univ. Completa (078)",102,1,19,9,73
"Mujeres (080)",7600,1050,34,28,6488
"Sin Nivel (081)",2191,254,9,17,1911
"Educación Inicial (082)",138,69,,,69
"Primaria (083)",3350,565,10,5,2770
"Secundaria (084)",1749,159,6,3,1581
"Sup. no Univ. Incompleta (085)",58,2,,,56
"Sup. no Univ. Completa (086)",56,1,5,1,49
"Sup. Univ. Incompleta (087)",37,,1,,36
"Sup. Univ. Completa (088)",21,,3,2,16
