"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MANU (000)",15136,1490,883,273,12525
"Conviviente (001)",7095,582,361,97,6070
"Separado(a) (002)",560,33,26,9,493
"Casado(a) (003)",1871,185,207,53,1434
"Viudo(a) (004)",282,24,15,6,237
"Divorciado(a) (005)",87,3,7,2,75
"Soltero(a) (006)",5241,663,267,106,4216
"Hombres (008)",9002,681,495,195,7657
"Conviviente (009)",3746,198,182,69,3308
"Separado(a) (010)",314,14,16,9,276
"Casado(a) (011)",1089,89,122,36,847
"Viudo(a) (012)",148,9,10,2,127
"Divorciado(a) (013)",66,3,5,1,57
"Soltero(a) (014)",3639,368,160,78,3042
"Mujeres (016)",6134,809,388,78,4868
"Conviviente (017)",3349,384,179,28,2762
"Separado(a) (018)",246,19,10,,217
"Casado(a) (019)",782,96,85,17,587
"Viudo(a) (020)",134,15,5,4,110
"Divorciado(a) (021)",21,,2,1,18
"Soltero(a) (022)",1602,295,107,28,1174
,,,,,
"URBANA (024)",5175,507,455,109,4113
"Conviviente (025)",2278,188,167,42,1882
"Separado(a) (026)",190,16,12,1,161
"Casado(a) (027)",791,67,130,21,576
"Viudo(a) (028)",85,4,5,2,74
"Divorciado(a) (029)",24,,6,,18
"Soltero(a) (030)",1807,232,135,43,1402
"Hombres (032)",2657,217,231,75,2140
"Conviviente (033)",1051,61,73,29,889
"Separado(a) (034)",76,6,6,1,63
"Casado(a) (035)",419,30,77,14,299
"Viudo(a) (036)",41,2,3,,36
"Divorciado(a) (037)",15,,5,,10
"Soltero(a) (038)",1055,118,67,31,843
"Mujeres (040)",2518,290,224,34,1973
"Conviviente (041)",1227,127,94,13,993
"Separado(a) (042)",114,10,6,,98
"Casado(a) (043)",372,37,53,7,277
"Viudo(a) (044)",44,2,2,2,38
"Divorciado(a) (045)",9,,1,,8
"Soltero(a) (046)",752,114,68,12,559
,,,,,
"RURAL (048)",9961,983,428,164,8412
"Conviviente (049)",4817,394,194,55,4188
"Separado(a) (050)",370,17,14,8,332
"Casado(a) (051)",1080,118,77,32,858
"Viudo(a) (052)",197,20,10,4,163
"Divorciado(a) (053)",63,3,1,2,57
"Soltero(a) (054)",3434,431,132,63,2814
"Hombres (056)",6345,464,264,120,5517
"Conviviente (057)",2695,137,109,40,2419
"Separado(a) (058)",238,8,10,8,213
"Casado(a) (059)",670,59,45,22,548
"Viudo(a) (060)",107,7,7,2,91
"Divorciado(a) (061)",51,3,,1,47
"Soltero(a) (062)",2584,250,93,47,2199
"Mujeres (064)",3616,519,164,44,2895
"Conviviente (065)",2122,257,85,15,1769
"Separado(a) (066)",132,9,4,,119
"Casado(a) (067)",410,59,32,10,310
"Viudo(a) (068)",90,13,3,2,72
"Divorciado(a) (069)",12,,1,1,10
"Soltero(a) (070)",850,181,39,16,615
