"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia JULCAN",,,,,,,,,
"Viviendas particulares (001)",8163,38,7779,6,1,10,327,2,
"Ocupantes presentes (002)",32928,160,31443,23,6,45,1240,11,
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8060,38,7749,6,1,8,256,2,
"Ocupantes presentes (005)",32552,160,31339,23,6,36,977,11,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",7,,7,,,,,,
"Ocupantes presentes (014)",20,,20,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",96,,23,,,2,71,,
"Ocupantes presentes (017)",356,,84,,,9,263,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1356,12,1338,1,,1,4,,
"Ocupantes presentes (029)",4829,43,4765,3,,7,11,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1349,12,1331,1,,1,4,,
"Ocupantes presentes (032)",4809,43,4745,3,,7,11,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",7,,7,,,,,,
"Ocupantes presentes (041)",20,,20,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6807,26,6441,5,1,9,323,2,
"Ocupantes presentes (056)",28099,117,26678,20,6,38,1229,11,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6711,26,6418,5,1,7,252,2,
"Ocupantes presentes (059)",27743,117,26594,20,6,29,966,11,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",96,,23,,,2,71,,
"Ocupantes presentes (071)",356,,84,,,9,263,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
