"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CONTUMAZA (000)",9137,1591,2076,4121,119,1065,165
"Sin nivel (001)",434,14,102,221,8,77,12
"Educación inicial (002)",7,,2,3,,1,1
"Primaria (003)",4485,80,1092,2485,50,682,96
"Secundaria (004)",2269,249,688,1015,38,232,47
"Superior no univ. incompleta (005)",248,81,52,89,3,19,4
"Superior no univ. completa (006)",1060,703,104,200,9,39,5
"Superior univ. incompleta (007)",144,78,16,39,3,8,
"Superior univ. completa (008)",490,386,20,69,8,7,
"Hombres (010)",7162,879,1909,3389,106,877,2
"Sin nivel (011)",310,3,78,180,5,44,
"Educación inicial (012)",5,,1,3,,1,
"Primaria (013)",3796,43,1007,2109,46,589,2
"Secundaria (014)",1858,168,652,812,34,192,
"Superior no univ. incompleta (015)",176,48,43,68,3,14,
"Superior no univ. completa (016)",617,362,93,129,7,26,
"Superior univ. incompleta (017)",103,45,15,34,3,6,
"Superior univ. completa (018)",297,210,20,54,8,5,
"Mujeres (020)",1975,712,167,732,13,188,163
"Sin nivel (021)",124,11,24,41,3,33,12
"Educación inicial (022)",2,,1,,,,1
"Primaria (023)",689,37,85,376,4,93,94
"Secundaria (024)",411,81,36,203,4,40,47
"Superior no univ. incompleta (025)",72,33,9,21,,5,4
"Superior no univ. completa (026)",443,341,11,71,2,13,5
"Superior univ. incompleta (027)",41,33,1,5,,2,
"Superior univ. completa (028)",193,176,,15,,2,
,,,,,,,
"URBANA (030)",4444,1429,978,1628,75,209,125
"Sin nivel (031)",108,12,42,33,5,7,9
"Educación inicial (032)",5,,2,1,,1,1
"Primaria (033)",1284,69,377,665,25,77,71
"Secundaria (034)",1357,202,403,610,25,80,37
"Superior no univ. incompleta (035)",187,74,35,63,1,10,4
"Superior no univ. completa (036)",918,635,84,165,8,23,3
"Superior univ. incompleta (037)",131,73,15,34,3,6,
"Superior univ. completa (038)",454,364,20,57,8,5,
"Hombres (040)",2968,782,862,1132,64,127,1
"Sin nivel (041)",54,2,26,21,3,2,
"Educación inicial (042)",3,,1,1,,1,
"Primaria (043)",890,37,331,451,22,48,1
"Secundaria (044)",1020,133,370,443,21,53,
"Superior no univ. incompleta (045)",121,45,26,44,1,5,
"Superior no univ. completa (046)",514,323,74,100,6,11,
"Superior univ. incompleta (047)",95,44,14,30,3,4,
"Superior univ. completa (048)",271,198,20,42,8,3,
"Mujeres (050)",1476,647,116,496,11,82,124
"Sin nivel (051)",54,10,16,12,2,5,9
"Educación inicial (052)",2,,1,,,,1
"Primaria (053)",394,32,46,214,3,29,70
"Secundaria (054)",337,69,33,167,4,27,37
"Superior no univ. incompleta (055)",66,29,9,19,,5,4
"Superior no univ. completa (056)",404,312,10,65,2,12,3
"Superior univ. incompleta (057)",36,29,1,4,,2,
"Superior univ. completa (058)",183,166,,15,,2,
,,,,,,,
"RURAL (060)",4693,162,1098,2493,44,856,40
"Sin nivel (061)",326,2,60,188,3,70,3
"Educación inicial (062)",2,,,2,,,
"Primaria (063)",3201,11,715,1820,25,605,25
"Secundaria (064)",912,47,285,405,13,152,10
"Superior no univ. incompleta (065)",61,7,17,26,2,9,
"Superior no univ. completa (066)",142,68,20,35,1,16,2
"Superior univ. incompleta (067)",13,5,1,5,,2,
"Superior univ. completa (068)",36,22,,12,,2,
"Hombres (070)",4194,97,1047,2257,42,750,1
"Sin nivel (071)",256,1,52,159,2,42,
"Educación inicial (072)",2,,,2,,,
"Primaria (073)",2906,6,676,1658,24,541,1
"Secundaria (074)",838,35,282,369,13,139,
"Superior no univ. incompleta (075)",55,3,17,24,2,9,
"Superior no univ. completa (076)",103,39,19,29,1,15,
"Superior univ. incompleta (077)",8,1,1,4,,2,
"Superior univ. completa (078)",26,12,,12,,2,
"Mujeres (080)",499,65,51,236,2,106,39
"Sin nivel (081)",70,1,8,29,1,28,3
"Primaria (083)",295,5,39,162,1,64,24
"Secundaria (084)",74,12,3,36,,13,10
"Superior no univ. incompleta (085)",6,4,,2,,,
"Superior no univ. completa (086)",39,29,1,6,,1,2
"Superior univ. incompleta (087)",5,4,,1,,,
"Superior univ. completa (088)",10,10,,,,,
