"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAYLLOMA (000)",64487,6149,930,23182,21134,3790,3833,2297,3172
"Hombres (001)",33124,1527,495,11395,12020,2139,2239,1449,1860
"Mujeres (002)",31363,4622,435,11787,9114,1651,1594,848,1312
"PEA (003)",33813,3115,39,9325,11887,2516,3057,1316,2558
"Hombres (004)",20768,962,16,5324,8129,1669,2030,971,1667
"Mujeres (005)",13045,2153,23,4001,3758,847,1027,345,891
"Ocupada (006)",32911,3055,35,9086,11510,2446,2975,1287,2517
"Hombres (007)",20176,932,14,5179,7863,1622,1978,947,1641
"Mujeres (008)",12735,2123,21,3907,3647,824,997,340,876
"Desocupada (009)",902,60,4,239,377,70,82,29,41
"Hombres (010)",592,30,2,145,266,47,52,24,26
"Mujeres (011)",310,30,2,94,111,23,30,5,15
"No PEA (012)",30674,3034,891,13857,9247,1274,776,981,614
"Hombres (013)",12356,565,479,6071,3891,470,209,478,193
"Mujeres (014)",18318,2469,412,7786,5356,804,567,503,421
,,,,,,,,,
"URBANA (018)",43016,3543,640,15125,14855,2746,2672,1359,2076
"Hombres (019)",21532,749,349,7230,8218,1468,1479,831,1208
"Mujeres (020)",21484,2794,291,7895,6637,1278,1193,528,868
"PEA (021)",21946,1660,22,5552,8164,1856,2152,835,1705
"Hombres (022)",12980,427,9,3011,5385,1155,1335,581,1077
"Mujeres (023)",8966,1233,13,2541,2779,701,817,254,628
"Ocupada (024)",21243,1619,18,5357,7864,1798,2094,815,1678
"Hombres (025)",12531,409,7,2896,5180,1118,1299,563,1059
"Mujeres (026)",8712,1210,11,2461,2684,680,795,252,619
"Desocupada (027)",703,41,4,195,300,58,58,20,27
"Hombres (028)",449,18,2,115,205,37,36,18,18
"Mujeres (029)",254,23,2,80,95,21,22,2,9
"No PEA (030)",21070,1883,618,9573,6691,890,520,524,371
"Hombres (031)",8552,322,340,4219,2833,313,144,250,131
"Mujeres (032)",12518,1561,278,5354,3858,577,376,274,240
,,,,,,,,,
"RURAL (036)",21471,2606,290,8057,6279,1044,1161,938,1096
"Hombres (037)",11592,778,146,4165,3802,671,760,618,652
"Mujeres (038)",9879,1828,144,3892,2477,373,401,320,444
"PEA (039)",11867,1455,17,3773,3723,660,905,481,853
"Hombres (040)",7788,535,7,2313,2744,514,695,390,590
"Mujeres (041)",4079,920,10,1460,979,146,210,91,263
"Ocupada (042)",11668,1436,17,3729,3646,648,881,472,839
"Hombres (043)",7645,523,7,2283,2683,504,679,384,582
"Mujeres (044)",4023,913,10,1446,963,144,202,88,257
"Desocupada (045)",199,19,,44,77,12,24,9,14
"Hombres (046)",143,12,,30,61,10,16,6,8
"Mujeres (047)",56,7,,14,16,2,8,3,6
"No PEA (048)",9604,1151,273,4284,2556,384,256,457,243
"Hombres (049)",3804,243,139,1852,1058,157,65,228,62
"Mujeres (050)",5800,908,134,2432,1498,227,191,229,181
