"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MOHO (000)",21070,1528,709,172,18674
"Conviviente (001)",3182,147,99,24,2914
"Separado(a) (002)",379,11,7,,361
"Casado(a) (003)",8649,345,391,87,7827
"Viudo(a) (004)",1941,61,45,7,1831
"Divorciado(a) (005)",62,2,2,2,56
"Soltero(a) (006)",6857,962,165,52,5685
"Hombres (008)",10240,753,387,119,8988
"Conviviente (009)",1479,49,54,16,1360
"Separado(a) (010)",105,3,2,,100
"Casado(a) (011)",4190,159,222,63,3747
"Viudo(a) (012)",646,18,18,3,608
"Divorciado(a) (013)",29,1,2,1,25
"Soltero(a) (014)",3791,523,89,36,3148
"Mujeres (016)",10830,775,322,53,9686
"Conviviente (017)",1703,98,45,8,1554
"Separado(a) (018)",274,8,5,,261
"Casado(a) (019)",4459,186,169,24,4080
"Viudo(a) (020)",1295,43,27,4,1223
"Divorciado(a) (021)",33,1,,1,31
"Soltero(a) (022)",3066,439,76,16,2537
,,,,,
"URBANA (024)",5942,534,399,93,4921
"Conviviente (025)",1207,59,65,18,1065
"Separado(a) (026)",101,6,5,,90
"Casado(a) (027)",2167,147,210,53,1758
"Viudo(a) (028)",351,21,23,2,306
"Divorciado(a) (029)",20,,1,2,17
"Soltero(a) (030)",2096,301,95,18,1685
"Hombres (032)",3097,287,219,75,2520
"Conviviente (033)",592,27,35,14,516
"Separado(a) (034)",28,2,2,,24
"Casado(a) (035)",1131,76,122,45,889
"Viudo(a) (036)",133,5,9,2,118
"Divorciado(a) (037)",9,,1,1,7
"Soltero(a) (038)",1204,177,50,13,966
"Mujeres (040)",2845,247,180,18,2401
"Conviviente (041)",615,32,30,4,549
"Separado(a) (042)",73,4,3,,66
"Casado(a) (043)",1036,71,88,8,869
"Viudo(a) (044)",218,16,14,,188
"Divorciado(a) (045)",11,,,1,10
"Soltero(a) (046)",892,124,45,5,719
,,,,,
"RURAL (048)",15128,994,310,79,13753
"Conviviente (049)",1975,88,34,6,1849
"Separado(a) (050)",278,5,2,,271
"Casado(a) (051)",6482,198,181,34,6069
"Viudo(a) (052)",1590,40,22,5,1525
"Divorciado(a) (053)",42,2,1,,39
"Soltero(a) (054)",4761,661,70,34,4000
"Hombres (056)",7143,466,168,44,6468
"Conviviente (057)",887,22,19,2,844
"Separado(a) (058)",77,1,,,76
"Casado(a) (059)",3059,83,100,18,2858
"Viudo(a) (060)",513,13,9,1,490
"Divorciado(a) (061)",20,1,1,,18
"Soltero(a) (062)",2587,346,39,23,2182
"Mujeres (064)",7985,528,142,35,7285
"Conviviente (065)",1088,66,15,4,1005
"Separado(a) (066)",201,4,2,,195
"Casado(a) (067)",3423,115,81,16,3211
"Viudo(a) (068)",1077,27,13,4,1035
"Divorciado(a) (069)",22,1,,,21
"Soltero(a) (070)",2174,315,31,11,1818
