"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CHANCHAMAYO (000)",97062,92672,4390
"Hombres (001)",52242,50085,2157
"Mujeres (002)",44820,42587,2233
"De 18 a 29 años (003)",36089,33348,2741
"Hombres (004)",19213,17688,1525
"Mujeres (005)",16876,15660,1216
"De 30 a 44 años (006)",33015,32394,621
"Hombres (007)",17224,16977,247
"Mujeres (008)",15791,15417,374
"De 45 a 64 años (009)",21251,20802,449
"Hombres (010)",11943,11765,178
"Mujeres (011)",9308,9037,271
"De 65 y más años (012)",6707,6128,579
"Hombres (013)",3862,3655,207
"Mujeres (014)",2845,2473,372
,,,
"URBANA (015)",55743,53787,1956
"Hombres (016)",28286,27351,935
"Mujeres (017)",27457,26436,1021
"De 18 a 29 años (018)",20670,19358,1312
"Hombres (019)",10428,9706,722
"Mujeres (020)",10242,9652,590
"De 30 a 44 años (021)",19747,19488,259
"Hombres (022)",9643,9540,103
"Mujeres (023)",10104,9948,156
"De 45 a 64 años (024)",11959,11797,162
"Hombres (025)",6426,6372,54
"Mujeres (026)",5533,5425,108
"De 65 y más años (027)",3367,3144,223
"Hombres (028)",1789,1733,56
"Mujeres (029)",1578,1411,167
,,,
"RURAL (030)",41319,38885,2434
"Hombres (031)",23956,22734,1222
"Mujeres (032)",17363,16151,1212
"De 18 a 29 años (033)",15419,13990,1429
"Hombres (034)",8785,7982,803
"Mujeres (035)",6634,6008,626
"De 30 a 44 años (036)",13268,12906,362
"Hombres (037)",7581,7437,144
"Mujeres (038)",5687,5469,218
"De 45 a 64 años (039)",9292,9005,287
"Hombres (040)",5517,5393,124
"Mujeres (041)",3775,3612,163
"De 65 y más años (042)",3340,2984,356
"Hombres (043)",2073,1922,151
"Mujeres (044)",1267,1062,205
