"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia CASTROVIRREYNA",,,,,,,
"Viviendas particulares (001)",5978,382,76,92,833,91,4504
"Ocupantes presentes (002)",18472,1223,248,356,3161,299,13185
"Casa independiente",,,,,,,
"Viviendas particulares (004)",5163,350,69,89,797,78,3780
"Ocupantes presentes (005)",16255,1150,228,351,3036,274,11216
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,,2,,,,
"Ocupantes presentes (008)",4,,4,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",8,,,,,,8
"Ocupantes presentes (011)",13,,,,,,13
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",52,29,5,,,,18
"Ocupantes presentes (014)",145,67,16,,,,62
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",634,,,2,33,13,586
"Ocupantes presentes (017)",1794,,,4,117,25,1648
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",6,,,,,,6
"Ocupantes presentes (020)",26,,,,,,26
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",9,3,,1,2,,3
"Ocupantes presentes (023)",25,6,,1,7,,11
"Otro tipo",,,,,,,
"Viviendas particulares (025)",104,,,,1,,103
"Ocupantes presentes (026)",210,,,,1,,209
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1888,378,73,26,175,65,1171
"Ocupantes presentes (029)",5542,1216,236,77,645,236,3132
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1723,346,66,26,175,65,1045
"Ocupantes presentes (032)",5161,1143,216,77,645,236,2844
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,,2,,,,
"Ocupantes presentes (035)",4,,4,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",8,,,,,,8
"Ocupantes presentes (038)",13,,,,,,13
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",52,29,5,,,,18
"Ocupantes presentes (041)",145,67,16,,,,62
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",6,,,,,,6
"Ocupantes presentes (047)",26,,,,,,26
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",6,3,,,,,3
"Ocupantes presentes (050)",17,6,,,,,11
"Otro tipo",,,,,,,
"Viviendas particulares (052)",91,,,,,,91
"Ocupantes presentes (053)",176,,,,,,176
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4090,4,3,66,658,26,3333
"Ocupantes presentes (056)",12930,7,12,279,2516,63,10053
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3440,4,3,63,622,13,2735
"Ocupantes presentes (059)",11094,7,12,274,2391,38,8372
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",634,,,2,33,13,586
"Ocupantes presentes (071)",1794,,,4,117,25,1648
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,,,1,2,,
"Ocupantes presentes (077)",8,,,1,7,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",13,,,,1,,12
"Ocupantes presentes (080)",34,,,,1,,33
