"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CAÑETE (000)",54829,723,20179,17539,6590,2342,1044,329,35,,6048
"Sin Nivel (001)",4439,156,1969,1221,386,164,113,51,7,,372
"Educación Inicial (002)",51,2,15,14,3,2,,,,,15
"Primaria (003)",14292,320,6769,4133,1268,494,273,99,13,,923
"Secundaria (004)",20364,196,8493,6758,1966,617,265,72,8,,1989
"Sup. no Univ. Incompleta (005)",3795,16,998,1485,494,130,48,8,1,,615
"Sup. no Univ. Completa (006)",6458,18,1088,2287,1352,456,159,45,3,,1050
"Sup. Univ. Incompleta (007)",1804,6,403,596,292,85,30,7,1,,384
"Sup. Univ. Completa (008)",3626,9,444,1045,829,394,156,47,2,,700
,,,,,,,,,,,
"URBANA (010)",46482,594,16719,14788,5716,2061,945,288,31,,5340
"Sin Nivel (011)",3357,116,1482,876,293,127,99,44,7,,313
"Educación Inicial (012)",48,2,14,14,3,2,,,,,13
"Primaria (013)",11437,263,5342,3279,1028,414,239,79,9,,784
"Secundaria (014)",17387,168,7221,5742,1682,546,242,65,8,,1713
"Sup. no Univ. Incompleta (015)",3422,16,902,1328,451,117,45,8,1,,554
"Sup. no Univ. Completa (016)",5832,17,992,2038,1224,415,148,40,3,,955
"Sup. Univ. Incompleta (017)",1647,4,361,539,271,75,29,7,1,,360
"Sup. Univ. Completa (018)",3352,8,405,972,764,365,143,45,2,,648
,,,,,,,,,,,
"RURAL (020)",8347,129,3460,2751,874,281,99,41,4,,708
"Sin Nivel (021)",1082,40,487,345,93,37,14,7,,,59
"Educación Inicial (022)",3,,1,,,,,,,,2
"Primaria (023)",2855,57,1427,854,240,80,34,20,4,,139
"Secundaria (024)",2977,28,1272,1016,284,71,23,7,,,276
"Sup. no Univ. Incompleta (025)",373,,96,157,43,13,3,,,,61
"Sup. no Univ. Completa (026)",626,1,96,249,128,41,11,5,,,95
"Sup. Univ. Incompleta (027)",157,2,42,57,21,10,1,,,,24
"Sup. Univ. Completa (028)",274,1,39,73,65,29,13,2,,,52
