"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia AZANGARO (000)",4640,1928,2712
"Sin nivel (001)",192,31,161
"Educación inicial (002)",7,5,2
"Primaria (003)",1088,323,765
"Secundaria (004)",2574,1228,1346
"Superior no univ. incompleta (005)",193,56,137
"Superior no univ. completa (006)",355,171,184
"Superior univ. incompleta (007)",63,28,35
"Superior univ. completa (008)",168,86,82
"De 14 a 29 años (010)",2624,1482,1142
"Sin nivel (011)",15,6,9
"Educación inicial (012)",4,3,1
"Primaria (013)",326,175,151
"Secundaria (014)",1812,1048,764
"Superior no univ. incompleta (015)",116,45,71
"Superior no univ. completa (016)",221,128,93
"Superior univ. incompleta (017)",39,22,17
"Superior univ. completa (018)",91,55,36
"De 30 a 44 años (020)",1292,389,903
"Sin nivel (021)",50,18,32
"Educación inicial (022)",3,2,1
"Primaria (023)",361,118,243
"Secundaria (024)",603,162,441
"Superior no univ. incompleta (025)",63,11,52
"Superior no univ. completa (026)",122,43,79
"Superior univ. incompleta (027)",23,6,17
"Superior univ. completa (028)",67,29,38
"De 45 a 64 años (030)",578,57,521
"Sin nivel (031)",72,7,65
"Primaria (033)",325,30,295
"Secundaria (034)",149,18,131
"Superior no univ. incompleta (035)",13,,13
"Superior no univ. completa (036)",10,,10
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",8,2,6
"De 65 y más años (040)",146,,146
"Sin nivel (041)",55,,55
"Primaria (043)",76,,76
"Secundaria (044)",10,,10
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",2,,2
"Superior univ. completa (048)",2,,2
,,,
"AREA URBANA (050)",1429,559,870
"Sin nivel (051)",39,8,31
"Educación inicial (052)",1,1,
"Primaria (053)",314,95,219
"Secundaria (054)",686,286,400
"Superior no univ. incompleta (055)",81,22,59
"Superior no univ. completa (056)",191,90,101
"Superior univ. incompleta (057)",29,14,15
"Superior univ. completa (058)",88,43,45
"De 14 a 29 años (060)",765,416,349
"Sin nivel (061)",3,1,2
"Primaria (063)",76,46,30
"Secundaria (064)",435,235,200
"Superior no univ. incompleta (065)",54,19,35
"Superior no univ. completa (066)",124,71,53
"Superior univ. incompleta (067)",20,12,8
"Superior univ. completa (068)",53,32,21
"De 30 a 44 años (070)",453,123,330
"Sin nivel (071)",15,4,11
"Educación inicial (072)",1,1,
"Primaria (073)",119,39,80
"Secundaria (074)",196,46,150
"Superior no univ. incompleta (075)",23,3,20
"Superior no univ. completa (076)",63,19,44
"Superior univ. incompleta (077)",9,2,7
"Superior univ. completa (078)",27,9,18
"De 45 a 64 años (080)",176,20,156
"Sin nivel (081)",14,3,11
"Primaria (083)",98,10,88
"Secundaria (084)",51,5,46
"Superior no univ. incompleta (085)",4,,4
"Superior no univ. completa (086)",3,,3
"Superior univ. completa (088)",6,2,4
"De 65 y más años (090)",35,,35
"Sin nivel (091)",7,,7
"Primaria (093)",21,,21
"Secundaria (094)",4,,4
"Superior no univ. completa (096)",1,,1
"Superior univ. completa (098)",2,,2
,,,
"AREA RURAL (100)",3211,1369,1842
"Sin nivel (101)",153,23,130
"Educación inicial (102)",6,4,2
"Primaria (103)",774,228,546
"Secundaria (104)",1888,942,946
"Superior no univ. incompleta (105)",112,34,78
"Superior no univ. completa (106)",164,81,83
"Superior univ. incompleta (107)",34,14,20
"Superior univ. completa (108)",80,43,37
"De 14 a 29 años (110)",1859,1066,793
"Sin nivel (111)",12,5,7
"Educación inicial (112)",4,3,1
"Primaria (113)",250,129,121
"Secundaria (114)",1377,813,564
"Superior no univ. incompleta (115)",62,26,36
"Superior no univ. completa (116)",97,57,40
"Superior univ. incompleta (117)",19,10,9
"Superior univ. completa (118)",38,23,15
"De 30 a 44 años (120)",839,266,573
"Sin nivel (121)",35,14,21
"Educación inicial (122)",2,1,1
"Primaria (123)",242,79,163
"Secundaria (124)",407,116,291
"Superior no univ. incompleta (125)",40,8,32
"Superior no univ. completa (126)",59,24,35
"Superior univ. incompleta (127)",14,4,10
"Superior univ. completa (128)",40,20,20
"De 45 a 64 años (130)",402,37,365
"Sin nivel (131)",58,4,54
"Primaria (133)",227,20,207
"Secundaria (134)",98,13,85
"Superior no univ. incompleta (135)",9,,9
"Superior no univ. completa (136)",7,,7
"Superior univ. incompleta (137)",1,,1
"Superior univ. completa (138)",2,,2
"De 65 y más años (140)",111,,111
"Sin nivel (141)",48,,48
"Primaria (143)",55,,55
"Secundaria (144)",6,,6
"Superior no univ. incompleta (145)",1,,1
"Superior no univ. completa (146)",1,,1
