"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TALARA (000)",99616,13583,19224,20020,16604,14971,15214
"Católica (001)",82850,10995,15932,16612,13718,12481,13112
"Cristiana/Evangélica (002)",12657,2030,2323,2492,2239,1946,1627
"Otra (003)",2620,379,539,507,428,406,361
"Ninguna (004)",1489,179,430,409,219,138,114
"Hombres (006)",49880,6906,9740,9798,8000,7707,7729
"Católica (007)",41824,5583,8115,8193,6672,6513,6748
"Cristiana/Evangélica (008)",5929,1030,1112,1132,1006,922,727
"Otra (009)",1221,194,269,225,182,180,171
"Ninguna (010)",906,99,244,248,140,92,83
"Mujeres (012)",49736,6677,9484,10222,8604,7264,7485
"Católica (013)",41026,5412,7817,8419,7046,5968,6364
"Cristiana/Evangélica (014)",6728,1000,1211,1360,1233,1024,900
"Otra (015)",1399,185,270,282,246,226,190
"Ninguna (016)",583,80,186,161,79,46,31
,,,,,,,
"URBANA (018)",97654,13360,18777,19545,16298,14699,14975
"Católica (019)",81167,10811,15543,16200,13456,12252,12905
"Cristiana/Evangélica (020)",12451,2003,2274,2445,2205,1920,1604
"Otra (021)",2593,374,535,504,422,400,358
"Ninguna (022)",1443,172,425,396,215,127,108
"Hombres (024)",48773,6784,9497,9536,7818,7558,7580
"Católica (025)",40861,5482,7904,7959,6514,6384,6618
"Cristiana/Evangélica (026)",5823,1017,1084,1115,986,908,713
"Otra (027)",1206,191,267,223,180,176,169
"Ninguna (028)",883,94,242,239,138,90,80
"Mujeres (030)",48881,6576,9280,10009,8480,7141,7395
"Católica (031)",40306,5329,7639,8241,6942,5868,6287
"Cristiana/Evangélica (032)",6628,986,1190,1330,1219,1012,891
"Otra (033)",1387,183,268,281,242,224,189
"Ninguna (034)",560,78,183,157,77,37,28
,,,,,,,
"RURAL (036)",1962,223,447,475,306,272,239
"Católica (037)",1683,184,389,412,262,229,207
"Cristiana/Evangélica (038)",206,27,49,47,34,26,23
"Otra (039)",27,5,4,3,6,6,3
"Ninguna (040)",46,7,5,13,4,11,6
"Hombres (042)",1107,122,243,262,182,149,149
"Católica (043)",963,101,211,234,158,129,130
"Cristiana/Evangélica (044)",106,13,28,17,20,14,14
"Otra (045)",15,3,2,2,2,4,2
"Ninguna (046)",23,5,2,9,2,2,3
"Mujeres (048)",855,101,204,213,124,123,90
"Católica (049)",720,83,178,178,104,100,77
"Cristiana/Evangélica (050)",100,14,21,30,14,12,9
"Otra (051)",12,2,2,1,4,2,1
"Ninguna (052)",23,2,3,4,2,9,3
