"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PIURA (000)",175996,1232,53626,58128,24746,9262,3958,954,123,,23967
"Conviviente (001)",46419,458,17888,15361,5227,1841,720,182,17,,4725
"Separado(a) (002)",12073,145,3838,4254,1846,745,339,82,6,,818
"Casado(a) (003)",83992,413,25501,30855,14071,5051,2022,466,72,,5541
"Viudo(a) (004)",11258,141,3786,3925,1447,615,365,119,10,,850
"Divorciado(a) (005)",988,5,273,340,194,62,33,5,1,,75
"Soltero(a) (006)",21266,70,2340,3393,1961,948,479,100,17,,11958
,,,,,,,,,,,
"URBANA (008)",153922,1018,44361,51033,22833,8690,3717,888,115,,21267
"Conviviente (009)",40515,369,15171,13673,4699,1685,672,168,16,,4062
"Separado(a) (010)",11246,128,3552,3960,1744,704,322,79,6,,751
"Casado(a) (011)",71310,327,19861,26296,12947,4737,1873,428,66,,4775
"Viudo(a) (012)",10180,125,3335,3548,1346,587,349,112,9,,769
"Divorciado(a) (013)",957,5,262,330,193,60,32,5,1,,69
"Soltero(a) (014)",19714,64,2180,3226,1904,917,469,96,17,,10841
,,,,,,,,,,,
"RURAL (016)",22074,214,9265,7095,1913,572,241,66,8,,2700
"Conviviente (017)",5904,89,2717,1688,528,156,48,14,1,,663
"Separado(a) (018)",827,17,286,294,102,41,17,3,,,67
"Casado(a) (019)",12682,86,5640,4559,1124,314,149,38,6,,766
"Viudo(a) (020)",1078,16,451,377,101,28,16,7,1,,81
"Divorciado(a) (021)",31,,11,10,1,2,1,,,,6
"Soltero(a) (022)",1552,6,160,167,57,31,10,4,,,1117
