"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia BOLIVAR (000)",3803,11,74,178,300,712,1783,745
"De 12 a 14 años (001)",5,,,,,,1,4
"De 15 a 19 años (002)",133,,,,,,90,43
"De 20 a 24 años (003)",406,,,,,1,286,119
"De 25 a 29 años (004)",470,,,,,6,361,103
"De 30 a 34 años (005)",457,,,,,53,340,64
"De 35 a 39 años (006)",467,,,,1,104,320,42
"De 40 a 44 años (007)",424,,,,5,132,234,53
"De 45 a 49 años (008)",352,,,,16,162,125,49
"De 50 y más años (009)",1089,11,74,178,278,254,26,268
"PEA (010)",681,,8,24,50,169,296,134
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",18,,,,,,13,5
"De 20 a 24 años (013)",65,,,,,,41,24
"De 25 a 29 años (014)",83,,,,,1,54,28
"De 30 a 34 años (015)",109,,,,,20,65,24
"De 35 a 39 años (016)",90,,,,,25,57,8
"De 40 a 44 años (017)",99,,,,2,45,43,9
"De 45 a 49 años (018)",78,,,,6,40,20,12
"De 50 y más años (019)",138,,8,24,42,38,3,23
"Ocupada (020)",670,,8,24,49,169,292,128
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",18,,,,,,13,5
"De 20 a 24 años (023)",63,,,,,,40,23
"De 25 a 29 años (024)",80,,,,,1,53,26
"De 30 a 34 años (025)",106,,,,,20,63,23
"De 35 a 39 años (026)",90,,,,,25,57,8
"De 40 a 44 años (027)",96,,,,1,45,43,7
"De 45 a 49 años (028)",78,,,,6,40,20,12
"De 50 y más años (029)",138,,8,24,42,38,3,23
"Desocupada (030)",11,,,,1,,4,6
"De 20 a 24 años (033)",2,,,,,,1,1
"De 25 a 29 años (034)",3,,,,,,1,2
"De 30 a 34 años (035)",3,,,,,,2,1
"De 40 a 44 años (037)",3,,,,1,,,2
"No PEA (040)",3122,11,66,154,250,543,1487,611
"De 12 a 14 años (041)",4,,,,,,1,3
"De 15 a 19 años (042)",115,,,,,,77,38
"De 20 a 24 años (043)",341,,,,,1,245,95
"De 25 a 29 años (044)",387,,,,,5,307,75
"De 30 a 34 años (045)",348,,,,,33,275,40
"De 35 a 39 años (046)",377,,,,1,79,263,34
"De 40 a 44 años (047)",325,,,,3,87,191,44
"De 45 a 49 años (048)",274,,,,10,122,105,37
"De 50 y más años (049)",951,11,66,154,236,216,23,245
,,,,,,,,
"URBANA (060)",1429,5,34,71,117,344,569,289
"De 12 a 14 años (061)",1,,,,,,,1
"De 15 a 19 años (062)",35,,,,,,21,14
"De 20 a 24 años (063)",118,,,,,1,77,40
