"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CORONEL PORTILLO (000)",119161,30727,20420,54580,2657,6999,3778
"Sin nivel (001)",1853,94,352,1078,29,215,85
"Educación inicial (002)",84,14,17,40,,10,3
"Primaria (003)",27968,1743,5840,15980,529,2662,1214
"Secundaria (004)",55251,9486,11939,27181,1174,3354,2117
"Superior no univ. incompleta (005)",8398,3259,990,3486,169,288,206
"Superior no univ. completa (006)",10405,6425,622,2831,240,190,97
"Superior univ. incompleta (007)",5495,2788,413,1884,206,166,38
"Superior univ. completa (008)",9707,6918,247,2100,310,114,18
"Hombres (010)",78776,17463,17890,38059,2038,3090,236
"Sin nivel (011)",946,45,254,573,18,51,5
"Educación inicial (012)",51,6,15,25,,5,
"Primaria (013)",17792,867,4840,10619,413,994,59
"Secundaria (014)",39010,5925,10740,19589,901,1717,138
"Superior no univ. incompleta (015)",5487,1846,896,2464,136,126,19
"Superior no univ. completa (016)",5816,3142,552,1870,176,66,10
"Superior univ. incompleta (017)",3719,1715,373,1393,149,85,4
"Superior univ. completa (018)",5955,3917,220,1526,245,46,1
"Mujeres (020)",40385,13264,2530,16521,619,3909,3542
"Sin nivel (021)",907,49,98,505,11,164,80
"Educación inicial (022)",33,8,2,15,,5,3
"Primaria (023)",10176,876,1000,5361,116,1668,1155
"Secundaria (024)",16241,3561,1199,7592,273,1637,1979
"Superior no univ. incompleta (025)",2911,1413,94,1022,33,162,187
"Superior no univ. completa (026)",4589,3283,70,961,64,124,87
"Superior univ. incompleta (027)",1776,1073,40,491,57,81,34
"Superior univ. completa (028)",3752,3001,27,574,65,68,17
,,,,,,,
"URBANA (030)",101559,30045,17350,44368,2244,4005,3547
"Sin nivel (031)",941,90,155,546,13,71,66
"Educación inicial (032)",71,14,17,31,,6,3
"Primaria (033)",19196,1695,4350,10629,331,1102,1089
"Secundaria (034)",48465,9341,10673,23273,1010,2131,2037
"Superior no univ. incompleta (035)",7992,3162,939,3281,154,250,206
"Superior no univ. completa (036)",10014,6236,574,2710,230,173,91
"Superior univ. incompleta (037)",5387,2740,403,1843,201,163,37
"Superior univ. completa (038)",9493,6767,239,2055,305,109,18
"Hombres (040)",65526,17001,15346,29684,1683,1602,210
"Sin nivel (041)",406,42,115,223,6,19,1
"Educación inicial (042)",44,6,15,19,,4,
"Primaria (043)",11432,839,3659,6288,245,353,48
"Secundaria (044)",33535,5818,9618,16263,758,948,130
"Superior no univ. incompleta (045)",5157,1787,852,2280,121,98,19
"Superior no univ. completa (046)",5520,3012,512,1765,167,56,8
"Superior univ. incompleta (047)",3634,1680,363,1361,145,82,3
"Superior univ. completa (048)",5798,3817,212,1485,241,42,1
"Mujeres (050)",36033,13044,2004,14684,561,2403,3337
"Sin nivel (051)",535,48,40,323,7,52,65
"Educación inicial (052)",27,8,2,12,,2,3
"Primaria (053)",7764,856,691,4341,86,749,1041
"Secundaria (054)",14930,3523,1055,7010,252,1183,1907
"Superior no univ. incompleta (055)",2835,1375,87,1001,33,152,187
"Superior no univ. completa (056)",4494,3224,62,945,63,117,83
"Superior univ. incompleta (057)",1753,1060,40,482,56,81,34
"Superior univ. completa (058)",3695,2950,27,570,64,67,17
,,,,,,,
"RURAL (060)",17602,682,3070,10212,413,2994,231
"Sin nivel (061)",912,4,197,532,16,144,19
"Educación inicial (062)",13,,,9,,4,
"Primaria (063)",8772,48,1490,5351,198,1560,125
"Secundaria (064)",6786,145,1266,3908,164,1223,80
"Superior no univ. incompleta (065)",406,97,51,205,15,38,
"Superior no univ. completa (066)",391,189,48,121,10,17,6
"Superior univ. incompleta (067)",108,48,10,41,5,3,1
"Superior univ. completa (068)",214,151,8,45,5,5,
"Hombres (070)",13250,462,2544,8375,355,1488,26
"Sin nivel (071)",540,3,139,350,12,32,4
"Educación inicial (072)",7,,,6,,1,
"Primaria (073)",6360,28,1181,4331,168,641,11
"Secundaria (074)",5475,107,1122,3326,143,769,8
"Superior no univ. incompleta (075)",330,59,44,184,15,28,
"Superior no univ. completa (076)",296,130,40,105,9,10,2
"Superior univ. incompleta (077)",85,35,10,32,4,3,1
"Superior univ. completa (078)",157,100,8,41,4,4,
"Mujeres (080)",4352,220,526,1837,58,1506,205
"Sin nivel (081)",372,1,58,182,4,112,15
"Educación inicial (082)",6,,,3,,3,
"Primaria (083)",2412,20,309,1020,30,919,114
"Secundaria (084)",1311,38,144,582,21,454,72
"Superior no univ. incompleta (085)",76,38,7,21,,10,
"Superior no univ. completa (086)",95,59,8,16,1,7,4
"Superior univ. incompleta (087)",23,13,,9,1,,
"Superior univ. completa (088)",57,51,,4,1,1,
