"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAMANA (000)",1017,208,809
"De 14 a 29 años (001)",450,153,297
"De 30 a 44 años (002)",336,42,294
"De 45 a 64 años (003)",195,13,182
"De 65 y más años (004)",36,,36
"Hombres (005)",666,123,543
"De 14 a 29 años (006)",269,89,180
"De 30 a 44 años (007)",210,25,185
"De 45 a 64 años (008)",153,9,144
"De 65 y más años (009)",34,,34
"Mujeres (010)",351,85,266
"De 14 a 29 años (011)",181,64,117
"De 30 a 44 años (012)",126,17,109
"De 45 a 64 años (013)",42,4,38
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",962,202,760
"De 14 a 29 años (016)",429,147,282
"De 30 a 44 años (017)",320,42,278
"De 45 a 64 años (018)",180,13,167
"De 65 y más años (019)",33,,33
"Hombres (020)",623,122,501
"De 14 a 29 años (021)",255,88,167
"De 30 a 44 años (022)",197,25,172
"De 45 a 64 años (023)",140,9,131
"De 65 y más años (024)",31,,31
"Mujeres (025)",339,80,259
"De 14 a 29 años (026)",174,59,115
"De 30 a 44 años (027)",123,17,106
"De 45 a 64 años (028)",40,4,36
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",55,6,49
"De 14 a 29 años (031)",21,6,15
"De 30 a 44 años (032)",16,,16
"De 45 a 64 años (033)",15,,15
"De 65 y más años (034)",3,,3
"Hombres (035)",43,1,42
"De 14 a 29 años (036)",14,1,13
"De 30 a 44 años (037)",13,,13
"De 45 a 64 años (038)",13,,13
"De 65 y más años (039)",3,,3
"Mujeres (040)",12,5,7
"De 14 a 29 años (041)",7,5,2
"De 30 a 44 años (042)",3,,3
"De 45 a 64 años (043)",2,,2
