"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia RECUAY (000)",14751,1126,1457,394,11780
"Conviviente (001)",3679,226,261,68,3127
"Separado(a) (002)",590,28,32,17,513
"Casado(a) (003)",4001,137,700,159,3006
"Viudo(a) (004)",1002,40,95,29,838
"Divorciado(a) (005)",38,2,2,2,32
"Soltero(a) (006)",5441,693,367,119,4264
"Hombres (008)",7153,486,772,242,5657
"Conviviente (009)",1792,64,155,53,1522
"Separado(a) (010)",151,3,14,13,121
"Casado(a) (011)",2020,53,381,99,1487
"Viudo(a) (012)",214,2,19,7,186
"Divorciado(a) (013)",20,1,1,2,16
"Soltero(a) (014)",2956,363,202,68,2325
"Mujeres (016)",7598,640,685,152,6123
"Conviviente (017)",1887,162,106,15,1605
"Separado(a) (018)",439,25,18,4,392
"Casado(a) (019)",1981,84,319,60,1519
"Viudo(a) (020)",788,38,76,22,652
"Divorciado(a) (021)",18,1,1,,16
"Soltero(a) (022)",2485,330,165,51,1939
,,,,,
"URBANA (024)",8450,679,1154,298,6323
"Conviviente (025)",2001,144,219,50,1591
"Separado(a) (026)",356,17,28,14,297
"Casado(a) (027)",2378,84,537,119,1638
"Viudo(a) (028)",582,28,72,25,457
"Divorciado(a) (029)",32,1,2,2,27
"Soltero(a) (030)",3101,405,296,88,2313
"Hombres (032)",3999,282,599,175,2946
"Conviviente (033)",958,38,130,37,755
"Separado(a) (034)",80,2,10,11,57
"Casado(a) (035)",1192,30,287,71,804
"Viudo(a) (036)",114,2,13,6,93
"Divorciado(a) (037)",16,,1,2,13
"Soltero(a) (038)",1639,210,158,48,1224
"Mujeres (040)",4451,397,555,123,3377
"Conviviente (041)",1043,106,89,13,836
"Separado(a) (042)",276,15,18,3,240
"Casado(a) (043)",1186,54,250,48,834
"Viudo(a) (044)",468,26,59,19,364
"Divorciado(a) (045)",16,1,1,,14
"Soltero(a) (046)",1462,195,138,40,1089
,,,,,
"RURAL (048)",6301,447,303,96,5457
"Conviviente (049)",1678,82,42,18,1536
"Separado(a) (050)",234,11,4,3,216
"Casado(a) (051)",1623,53,163,40,1368
"Viudo(a) (052)",420,12,23,4,381
"Divorciado(a) (053)",6,1,,,5
"Soltero(a) (054)",2340,288,71,31,1951
"Hombres (056)",3154,204,173,67,2711
"Conviviente (057)",834,26,25,16,767
"Separado(a) (058)",71,1,4,2,64
"Casado(a) (059)",828,23,94,28,683
"Viudo(a) (060)",100,,6,1,93
"Divorciado(a) (061)",4,1,,,3
"Soltero(a) (062)",1317,153,44,20,1101
"Mujeres (064)",3147,243,130,29,2746
"Conviviente (065)",844,56,17,2,769
"Separado(a) (066)",163,10,,1,152
"Casado(a) (067)",795,30,69,12,685
"Viudo(a) (068)",320,12,17,3,288
"Divorciado(a) (069)",2,,,,2
"Soltero(a) (070)",1023,135,27,11,850
