"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LORETO (000)",18954,500,6577,6562,4354,961
"Empleado (001)",2614,8,774,1268,546,18
"Obrero (002)",3130,63,1252,1144,606,65
"Trabajador independiente (003)",8326,19,2254,2959,2400,694
"Empleador o patrono (004)",154,,36,68,36,14
"Trabajador familiar no remunerado (005)",3146,310,1400,721,574,141
"Trabajador del hogar (006)",253,23,142,56,27,5
"Desocupado (008)",1331,77,719,346,165,24
"Hombres (009)",14507,355,5070,4997,3331,754
"Empleado (010)",1775,6,451,852,449,17
"Obrero (011)",2816,49,1138,1053,521,55
"Trabajador independiente (012)",7036,13,1881,2483,2058,601
"Empleador o patrono (013)",124,,28,56,26,14
"Trabajador familiar no remunerado (014)",1661,238,1005,232,140,46
"Trabajador del hogar (015)",28,3,13,10,1,1
"Desocupado (017)",1067,46,554,311,136,20
"Mujeres (018)",4447,145,1507,1565,1023,207
"Empleado (019)",839,2,323,416,97,1
"Obrero (020)",314,14,114,91,85,10
"Trabajador independiente (021)",1290,6,373,476,342,93
"Empleador o patrono (022)",30,,8,12,10,
"Trabajador familiar no remunerado (023)",1485,72,395,489,434,95
"Trabajador del hogar (024)",225,20,129,46,26,4
"Desocupado (026)",264,31,165,35,29,4
,,,,,,
"URBANA (027)",9138,183,3030,3345,2145,435
"Empleado (028)",1897,8,566,881,428,14
"Obrero (029)",2289,28,850,903,455,53
"Trabajador independiente (030)",3172,18,825,1102,943,284
"Empleador o patrono (031)",93,,17,45,22,9
"Trabajador familiar no remunerado (032)",946,109,356,221,202,58
"Trabajador del hogar (033)",222,16,125,51,26,4
"Desocupado (035)",519,4,291,142,69,13
"Hombres (036)",6615,123,2156,2421,1589,326
"Empleado (037)",1306,6,337,597,353,13
"Obrero (038)",2067,21,771,831,399,45
"Trabajador independiente (039)",2312,12,593,755,722,230
"Empleador o patrono (040)",73,,13,35,16,9
"Trabajador familiar no remunerado (041)",436,82,221,76,39,18
"Trabajador del hogar (042)",21,,11,9,1,
"Desocupado (044)",400,2,210,118,59,11
"Mujeres (045)",2523,60,874,924,556,109
"Empleado (046)",591,2,229,284,75,1
"Obrero (047)",222,7,79,72,56,8
"Trabajador independiente (048)",860,6,232,347,221,54
"Empleador o patrono (049)",20,,4,10,6,
"Trabajador familiar no remunerado (050)",510,27,135,145,163,40
"Trabajador del hogar (051)",201,16,114,42,25,4
"Desocupado (053)",119,2,81,24,10,2
,,,,,,
"RURAL (054)",9816,317,3547,3217,2209,526
"Empleado (055)",717,,208,387,118,4
"Obrero (056)",841,35,402,241,151,12
"Trabajador independiente (057)",5154,1,1429,1857,1457,410
"Empleador o patrono (058)",61,,19,23,14,5
"Trabajador familiar no remunerado (059)",2200,201,1044,500,372,83
"Trabajador del hogar (060)",31,7,17,5,1,1
"Desocupado (062)",812,73,428,204,96,11
"Hombres (063)",7892,232,2914,2576,1742,428
"Empleado (064)",469,,114,255,96,4
"Obrero (065)",749,28,367,222,122,10
"Trabajador independiente (066)",4724,1,1288,1728,1336,371
"Empleador o patrono (067)",51,,15,21,10,5
"Trabajador familiar no remunerado (068)",1225,156,784,156,101,28
"Trabajador del hogar (069)",7,3,2,1,,1
"Desocupado (071)",667,44,344,193,77,9
"Mujeres (072)",1924,85,633,641,467,98
"Empleado (073)",248,,94,132,22,
"Obrero (074)",92,7,35,19,29,2
"Trabajador independiente (075)",430,,141,129,121,39
"Empleador o patrono (076)",10,,4,2,4,
"Trabajador familiar no remunerado (077)",975,45,260,344,271,55
"Trabajador del hogar (078)",24,4,15,4,1,
"Desocupado (080)",145,29,84,11,19,2
