"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LA CONVENCION (000)",120544,48456,7674,2722,61931
"Conviviente (001)",45312,18330,2558,667,23825
"Separado(a) (002)",3542,1078,215,79,2176
"Casado(a) (003)",25313,8999,2532,784,13082
"Viudo(a) (004)",5213,2085,192,50,2888
"Divorciado(a) (005)",536,132,66,22,318
"Soltero(a) (006)",40628,17832,2111,1120,19642
"Hombres (008)",64639,23692,4298,1905,34919
"Conviviente (009)",22618,8037,1500,438,12683
"Separado(a) (010)",1432,355,93,42,944
"Casado(a) (011)",13037,4288,1402,524,6888
"Viudo(a) (012)",1857,651,56,30,1121
"Divorciado(a) (013)",311,71,31,17,194
"Soltero(a) (014)",25384,10290,1216,854,13089
"Mujeres (016)",55905,24764,3376,817,27012
"Conviviente (017)",22694,10293,1058,229,11142
"Separado(a) (018)",2110,723,122,37,1232
"Casado(a) (019)",12276,4711,1130,260,6194
"Viudo(a) (020)",3356,1434,136,20,1767
"Divorciado(a) (021)",225,61,35,5,124
"Soltero(a) (022)",15244,7542,895,266,6553
,,,,,
"URBANA (024)",37564,7113,4811,1731,24028
"Conviviente (025)",12644,1841,1377,418,9039
"Separado(a) (026)",1294,173,142,47,935
"Casado(a) (027)",8128,1133,1749,518,4772
"Viudo(a) (028)",1225,224,136,26,839
"Divorciado(a) (029)",229,16,49,15,150
"Soltero(a) (030)",14044,3726,1358,707,8293
"Hombres (032)",18837,3216,2418,1229,12061
"Conviviente (033)",6067,665,712,290,4416
"Separado(a) (034)",385,39,55,26,266
"Casado(a) (035)",4066,500,897,352,2353
"Viudo(a) (036)",325,56,33,14,222
"Divorciado(a) (037)",116,7,21,12,77
"Soltero(a) (038)",7878,1949,700,535,4727
"Mujeres (040)",18727,3897,2393,502,11967
"Conviviente (041)",6577,1176,665,128,4623
"Separado(a) (042)",909,134,87,21,669
"Casado(a) (043)",4062,633,852,166,2419
"Viudo(a) (044)",900,168,103,12,617
"Divorciado(a) (045)",113,9,28,3,73
"Soltero(a) (046)",6166,1777,658,172,3566
,,,,,
"RURAL (048)",82980,41343,2863,991,37903
"Conviviente (049)",32668,16489,1181,249,14786
"Separado(a) (050)",2248,905,73,32,1241
"Casado(a) (051)",17185,7866,783,266,8310
"Viudo(a) (052)",3988,1861,56,24,2049
"Divorciado(a) (053)",307,116,17,7,168
"Soltero(a) (054)",26584,14106,753,413,11349
"Hombres (056)",45802,20476,1880,676,22858
"Conviviente (057)",16551,7372,788,148,8267
"Separado(a) (058)",1047,316,38,16,678
"Casado(a) (059)",8971,3788,505,172,4535
"Viudo(a) (060)",1532,595,23,16,899
"Divorciado(a) (061)",195,64,10,5,117
"Soltero(a) (062)",17506,8341,516,319,8362
"Mujeres (064)",37178,20867,983,315,15045
"Conviviente (065)",16117,9117,393,101,6519
"Separado(a) (066)",1201,589,35,16,563
"Casado(a) (067)",8214,4078,278,94,3775
"Viudo(a) (068)",2456,1266,33,8,1150
"Divorciado(a) (069)",112,52,7,2,51
"Soltero(a) (070)",9078,5765,237,94,2987
