"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONTUMAZA (000)",29505,9163,3058,610,16713
"Sin Nivel (001)",3672,1675,226,35,1740
"Educación Inicial (002)",652,433,90,17,117
"Primaria (003)",15725,5123,867,204,9542
"Secundaria (004)",6291,1690,708,165,3739
"Sup. no Univ. Incompleta (005)",663,88,90,12,473
"Sup. no Univ. Completa (006)",1566,117,686,91,677
"Sup. Univ. Incompleta (007)",295,16,65,20,195
"Sup. Univ. Completa (008)",641,21,326,66,230
"Hombres (010)",15032,4272,1531,364,8887
"Sin Nivel (011)",1462,758,104,19,582
"Educación Inicial (012)",304,206,39,4,55
"Primaria (013)",8075,2416,428,121,5115
"Secundaria (014)",3552,810,384,100,2267
"Sup. no Univ. Incompleta (015)",343,30,49,7,257
"Sup. no Univ. Completa (016)",770,36,311,62,365
"Sup. Univ. Incompleta (017)",163,6,36,11,111
"Sup. Univ. Completa (018)",363,10,180,40,135
"Mujeres (020)",14473,4891,1527,246,7826
"Sin Nivel (021)",2210,917,122,16,1158
"Educación Inicial (022)",348,227,51,13,62
"Primaria (023)",7650,2707,439,83,4427
"Secundaria (024)",2739,880,324,65,1472
"Sup. no Univ. Incompleta (025)",320,58,41,5,216
"Sup. no Univ. Completa (026)",796,81,375,29,312
"Sup. Univ. Incompleta (027)",132,10,29,9,84
"Sup. Univ. Completa (028)",278,11,146,26,95
,,,,,
"URBANA (030)",12606,2984,2620,472,6565
"Sin Nivel (031)",1037,414,171,27,429
"Educación Inicial (032)",297,142,77,15,68
"Primaria (033)",4827,1340,671,118,2705
"Secundaria (034)",3760,888,632,137,2114
"Sup. no Univ. Incompleta (035)",515,68,80,11,356
"Sup. no Univ. Completa (036)",1328,97,621,86,529
"Sup. Univ. Incompleta (037)",255,15,60,19,162
"Sup. Univ. Completa (038)",587,20,308,59,202
"Hombres (040)",6260,1342,1311,289,3338
"Sin Nivel (041)",423,183,79,15,147
"Educación Inicial (042)",139,67,37,3,32
"Primaria (043)",2296,616,334,71,1278
"Secundaria (044)",2028,408,338,85,1206
"Sup. no Univ. Incompleta (045)",258,23,43,7,185
"Sup. no Univ. Completa (046)",636,30,277,59,274
"Sup. Univ. Incompleta (047)",148,6,34,11,98
"Sup. Univ. Completa (048)",332,9,169,38,118
"Mujeres (050)",6346,1642,1309,183,3227
"Sin Nivel (051)",614,231,92,12,282
"Educación Inicial (052)",158,75,40,12,36
"Primaria (053)",2531,724,337,47,1427
"Secundaria (054)",1732,480,294,52,908
"Sup. no Univ. Incompleta (055)",257,45,37,4,171
"Sup. no Univ. Completa (056)",692,67,344,27,255
"Sup. Univ. Incompleta (057)",107,9,26,8,64
"Sup. Univ. Completa (058)",255,11,139,21,84
,,,,,
"RURAL (060)",16899,6179,438,138,10148
"Sin Nivel (061)",2635,1261,55,8,1311
"Educación Inicial (062)",355,291,13,2,49
"Primaria (063)",10898,3783,196,86,6837
"Secundaria (064)",2531,802,76,28,1625
"Sup. no Univ. Incompleta (065)",148,20,10,1,117
"Sup. no Univ. Completa (066)",238,20,65,5,148
"Sup. Univ. Incompleta (067)",40,1,5,1,33
"Sup. Univ. Completa (068)",54,1,18,7,28
"Hombres (070)",8772,2930,220,75,5549
"Sin Nivel (071)",1039,575,25,4,435
"Educación Inicial (072)",165,139,2,1,23
"Primaria (073)",5779,1800,94,50,3837
"Secundaria (074)",1524,402,46,15,1061
"Sup. no Univ. Incompleta (075)",85,7,6,,72
"Sup. no Univ. Completa (076)",134,6,34,3,91
"Sup. Univ. Incompleta (077)",15,,2,,13
"Sup. Univ. Completa (078)",31,1,11,2,17
"Mujeres (080)",8127,3249,218,63,4599
"Sin Nivel (081)",1596,686,30,4,876
"Educación Inicial (082)",190,152,11,1,26
"Primaria (083)",5119,1983,102,36,3000
"Secundaria (084)",1007,400,30,13,564
"Sup. no Univ. Incompleta (085)",63,13,4,1,45
"Sup. no Univ. Completa (086)",104,14,31,2,57
"Sup. Univ. Incompleta (087)",25,1,3,1,20
"Sup. Univ. Completa (088)",23,,7,5,11
